period,respondent-name,type-name,value,value-units
2023-01-07T00,NorthWestern Corporation,Wind,114,megawatthours
2023-01-07T00,Southwest,Natural gas,5060,megawatthours
2023-01-07T00,Balancing Authority of Northern California,Hydro,702,megawatthours
2023-01-07T00,"Alcoa Power Generating, Inc. - Yadkin Division",Hydro,174,megawatthours
2023-01-07T00,South Carolina Public Service Authority,Coal,1140,megawatthours
2023-01-07T00,Balancing Authority of Northern California,Natural gas,563,megawatthours
2023-01-07T00,Southeast,Other,349,megawatthours
2023-01-07T00,Tennessee Valley Authority,Petroleum,0,megawatthours
2023-01-07T00,Southeast,Hydro,2791,megawatthours
2023-01-07T00,Southwest Power Pool,Nuclear,1987,megawatthours
2023-01-07T00,Southeast,Nuclear,5858,megawatthours
2023-01-07T00,ISO New England,Wind,10,megawatthours
2023-01-07T00,Louisville Gas and Electric Company and Kentucky Utilities Company,Hydro,16,megawatthours
2023-01-07T00,"Arlington Valley, LLC",Natural gas,-3,megawatthours
2023-01-07T00,Portland General Electric Company,Natural gas,815,megawatthours
2023-01-07T00,Tennessee,Petroleum,0,megawatthours
2023-01-07T00,PacifiCorp West,Other,41,megawatthours
2023-01-07T00,New York,Natural gas,7739,megawatthours
2023-01-07T00,Texas,Nuclear,5111,megawatthours
2023-01-07T00,PUD No. 1 of Douglas County,Hydro,463,megawatthours
2023-01-07T00,Tennessee,Wind,0,megawatthours
2023-01-07T00,New York Independent System Operator,Petroleum,327,megawatthours
2023-01-07T00,Duke Energy Progress East,Natural gas,2301,megawatthours
2023-01-07T00,Public Service Company of New Mexico,Hydro,0,megawatthours
2023-01-07T00,Southwest Power Pool,Wind,13142,megawatthours
2023-01-07T00,Duke Energy Progress West,Solar,8,megawatthours
2023-01-07T00,Duke Energy Progress East,Hydro,64,megawatthours
2023-01-07T00,Salt River Project Agricultural Improvement and Power District,Coal,236,megawatthours
2023-01-07T00,Tennessee,Coal,2087,megawatthours
2023-01-07T00,Idaho Power Company,Natural gas,491,megawatthours
2023-01-07T00,"Southern Company Services, Inc. - Trans",Nuclear,5858,megawatthours
2023-01-07T00,Nevada Power Company,Hydro,4,megawatthours
2023-01-07T00,"Duke Energy Florida, Inc.",Other,90,megawatthours
2023-01-07T00,Duke Energy Carolinas,Nuclear,7384,megawatthours
2023-01-07T00,Florida Power & Light Co.,Solar,38,megawatthours
2023-01-07T00,Balancing Authority of Northern California,Solar,33,megawatthours
2023-01-07T00,Mid-Atlantic,Wind,1152,megawatthours
2023-01-07T00,Tennessee,Natural gas,5897,megawatthours
2023-01-07T00,Los Angeles Department of Water and Power,Natural gas,513,megawatthours
2023-01-07T00,Duke Energy Carolinas,Solar,-2,megawatthours
2023-01-07T00,Salt River Project Agricultural Improvement and Power District,Nuclear,4008,megawatthours
2023-01-07T00,Southeast,Natural gas,13757,megawatthours
2023-01-07T00,Midwest,Nuclear,11599,megawatthours
2023-01-07T00,Mid-Atlantic,Hydro,4630,megawatthours
2023-01-07T00,California Independent System Operator,Natural gas,9488,megawatthours
2023-01-07T00,City of Tallahassee,Natural gas,372,megawatthours
2023-01-07T00,PacifiCorp West,Natural gas,0,megawatthours
2023-01-07T00,Western Area Power Administration - Rocky Mountain Region,Hydro,627,megawatthours
2023-01-07T00,"Puget Sound Energy, Inc.",Coal,0,megawatthours
2023-01-07T00,Florida Power & Light Co.,Other,2723,megawatthours
2023-01-07T00,NorthWestern Corporation,Hydro,392,megawatthours
2023-01-07T00,Western Area Power Administration - Desert Southwest Region,Wind,33,megawatthours
2023-01-07T00,Duke Energy Carolinas,Hydro,1309,megawatthours
2023-01-07T00,New York Independent System Operator,Hydro,3415,megawatthours
2023-01-07T00,PacifiCorp West,Wind,11,megawatthours
2023-01-07T00,South Carolina Public Service Authority,Solar,-1,megawatthours
2023-01-07T00,Texas,Other,223,megawatthours
2023-01-07T00,United States Lower 48,Natural gas,189551,megawatthours
2023-01-07T00,Northwest,Hydro,14181,megawatthours
2023-01-07T00,Duke Energy Progress East,Solar,8,megawatthours
2023-01-07T00,"NaturEner Wind Watch, LLC",Wind,147,megawatthours
2023-01-07T00,Florida,Solar,39,megawatthours
2023-01-07T00,California Independent System Operator,Petroleum,82,megawatthours
2023-01-07T00,United States Lower 48,Hydro,37810,megawatthours
2023-01-07T00,Idaho Power Company,Hydro,552,megawatthours
2023-01-07T00,Midwest,Coal,31958,megawatthours
2023-01-07T00,Southwest,Wind,1845,megawatthours
2023-01-07T00,"PJM Interconnection, LLC",Solar,32,megawatthours
2023-01-07T00,Duke Energy Progress East,Nuclear,3641,megawatthours
2023-01-07T00,Public Service Company of New Mexico,Solar,72,megawatthours
2023-01-07T00,New England,Nuclear,3399,megawatthours
2023-01-07T00,"Gridforce Energy Management, LLC",Solar,18,megawatthours
2023-01-07T00,Duke Energy Progress East,Other,1144,megawatthours
2023-01-07T00,Arizona Public Service Company,Hydro,0,megawatthours
2023-01-07T00,Portland General Electric Company,Other,3,megawatthours
2023-01-07T00,Los Angeles Department of Water and Power,Other,163,megawatthours
2023-01-07T00,Florida Power & Light Co.,Natural gas,9444,megawatthours
2023-01-07T00,Southwest Power Pool,Coal,9776,megawatthours
2023-01-07T00,California,Nuclear,889,megawatthours
2023-01-07T00,Midwest,Natural gas,36519,megawatthours
2023-01-07T00,"Dominion Energy South Carolina, Inc.",Hydro,111,megawatthours
2023-01-07T00,Nevada Power Company,Coal,171,megawatthours
2023-01-07T00,Southwest,Nuclear,4008,megawatthours
2023-01-07T00,"Griffith Energy, LLC",Natural gas,-3,megawatthours
2023-01-07T00,New York Independent System Operator,Coal,0,megawatthours
2023-01-07T00,Carolinas,Coal,3594,megawatthours
2023-01-07T00,"Duke Energy Florida, Inc.",Natural gas,4514,megawatthours
2023-01-07T00,Northwest,Wind,4347,megawatthours
2023-01-07T00,Bonneville Power Administration,Nuclear,1160,megawatthours
2023-01-07T00,Mid-Atlantic,Other,1682,megawatthours
2023-01-07T00,"Electric Reliability Council of Texas, Inc.",Hydro,21,megawatthours
2023-01-07T00,Avista Corporation,Wind,19,megawatthours
2023-01-07T00,"Midcontinent Independent System Operator, Inc.",Solar,1,megawatthours
2023-01-07T00,"Duke Energy Florida, Inc.",Coal,-15,megawatthours
2023-01-07T00,NorthWestern Corporation,Solar,1,megawatthours
2023-01-07T00,Public Service Company of Colorado,Coal,1548,megawatthours
2023-01-07T00,Western Area Power Administration - Rocky Mountain Region,Solar,12,megawatthours
2023-01-07T00,California Independent System Operator,Solar,5680,megawatthours
2023-01-07T00,South Carolina Public Service Authority,Petroleum,0,megawatthours
2023-01-07T00,"Gridforce Energy Management, LLC",Coal,648,megawatthours
2023-01-07T00,Northwest,Petroleum,57,megawatthours
2023-01-07T00,Seminole Electric Cooperative,Solar,0,megawatthours
2023-01-07T00,United States Lower 48,Petroleum,1111,megawatthours
2023-01-07T00,"Puget Sound Energy, Inc.",Other,28,megawatthours
2023-01-07T00,"Public Utility District No. 2 of Grant County, Washington",Hydro,1026,megawatthours
2023-01-07T00,Imperial Irrigation District,Solar,244,megawatthours
2023-01-07T00,Texas,Hydro,21,megawatthours
2023-01-07T00,Arizona Public Service Company,Nuclear,0,megawatthours
2023-01-07T00,"Puget Sound Energy, Inc.",Natural gas,614,megawatthours
2023-01-07T00,California,Wind,674,megawatthours
2023-01-07T00,Florida,Nuclear,3877,megawatthours
2023-01-07T00,Bonneville Power Administration,Solar,13,megawatthours
2023-01-07T00,"Southern Company Services, Inc. - Trans",Solar,1,megawatthours
2023-01-07T00,Idaho Power Company,Other,47,megawatthours
2023-01-07T00,Arizona Public Service Company,Natural gas,865,megawatthours
2023-01-07T00,Southwest Power Pool,Other,48,megawatthours
2023-01-07T00,Mid-Atlantic,Natural gas,45292,megawatthours
2023-01-07T00,"Duke Energy Florida, Inc.",Petroleum,0,megawatthours
2023-01-07T00,"Southern Company Services, Inc. - Trans",Natural gas,13757,megawatthours
2023-01-07T00,"Avangrid Renewables, LLC",Hydro,0,megawatthours
2023-01-07T00,Salt River Project Agricultural Improvement and Power District,Solar,40,megawatthours
2023-01-07T00,Tampa Electric Company,Other,467,megawatthours
2023-01-07T00,JEA,Other,2,megawatthours
2023-01-07T00,Public Service Company of Colorado,Wind,1473,megawatthours
2023-01-07T00,United States Lower 48,Wind,42110,megawatthours
2023-01-07T00,Los Angeles Department of Water and Power,Coal,500,megawatthours
2023-01-07T00,Central,Coal,9776,megawatthours
2023-01-07T00,Tennessee,Solar,-1,megawatthours
2023-01-07T00,Nevada Power Company,Other,482,megawatthours
2023-01-07T00,Salt River Project Agricultural Improvement and Power District,Hydro,0,megawatthours
2023-01-07T00,"Dominion Energy South Carolina, Inc.",Nuclear,995,megawatthours
2023-01-07T00,Tucson Electric Power,Coal,702,megawatthours
2023-01-07T00,Portland General Electric Company,Hydro,247,megawatthours
2023-01-07T00,Florida Power & Light Co.,Petroleum,0,megawatthours
2023-01-07T00,ISO New England,Nuclear,3399,megawatthours
2023-01-07T00,Texas,Solar,901,megawatthours
2023-01-07T00,Tennessee Valley Authority,Hydro,2557,megawatthours
2023-01-07T00,Seattle City Light,Hydro,691,megawatthours
2023-01-07T00,Imperial Irrigation District,Other,431,megawatthours
2023-01-07T00,Public Service Company of New Mexico,Wind,1461,megawatthours
2023-01-07T00,Western Area Power Administration - Upper Great Plains West,Hydro,81,megawatthours
2023-01-07T00,Duke Energy Progress West,Other,184,megawatthours
2023-01-07T00,"Puget Sound Energy, Inc.",Hydro,144,megawatthours
2023-01-07T00,Western Area Power Administration - Desert Southwest Region,Solar,97,megawatthours
2023-01-07T00,"Electric Reliability Council of Texas, Inc.",Nuclear,5111,megawatthours
2023-01-07T00,Nevada Power Company,Natural gas,2260,megawatthours
2023-01-07T00,ISO New England,Solar,0,megawatthours
2023-01-07T00,PacifiCorp East,Hydro,46,megawatthours
2023-01-07T00,"PJM Interconnection, LLC",Coal,15692,megawatthours
2023-01-07T00,Balancing Authority of Northern California,Other,16,megawatthours
2023-01-07T00,Public Service Company of Colorado,Solar,73,megawatthours
2023-01-07T00,"Electric Reliability Council of Texas, Inc.",Natural gas,13794,megawatthours
2023-01-07T00,Arizona Public Service Company,Other,33,megawatthours
2023-01-07T00,Public Service Company of New Mexico,Coal,396,megawatthours
2023-01-07T00,Florida Municipal Power Pool,Petroleum,0,megawatthours
2023-01-07T00,Southwest,Other,38,megawatthours
2023-01-07T00,Tucson Electric Power,Natural gas,328,megawatthours
2023-01-07T00,JEA,Natural gas,597,megawatthours
2023-01-07T00,"Midcontinent Independent System Operator, Inc.",Other,672,megawatthours
2023-01-07T00,Bonneville Power Administration,Wind,114,megawatthours
2023-01-07T00,Imperial Irrigation District,Hydro,0,megawatthours
2023-01-07T00,Southwest,Petroleum,0,megawatthours
2023-01-07T00,Southwest Power Pool,Petroleum,263,megawatthours
2023-01-07T00,NorthWestern Corporation,Coal,829,megawatthours
2023-01-07T00,Avista Corporation,Natural gas,214,megawatthours
2023-01-07T00,"Gridforce Energy Management, LLC",Natural gas,1127,megawatthours
2023-01-07T00,Los Angeles Department of Water and Power,Hydro,175,megawatthours
2023-01-07T00,PacifiCorp East,Coal,3698,megawatthours
2023-01-07T00,Carolinas,Hydro,1821,megawatthours
2023-01-07T00,California Independent System Operator,Other,394,megawatthours
2023-01-07T00,Western Area Power Administration - Desert Southwest Region,Hydro,240,megawatthours
2023-01-07T00,City of Homestead,Natural gas,0,megawatthours
2023-01-07T00,Duke Energy Progress West,Hydro,79,megawatthours
2023-01-07T00,California,Petroleum,82,megawatthours
2023-01-07T00,South Carolina Public Service Authority,Natural gas,801,megawatthours
2023-01-07T00,Avista Corporation,Hydro,400,megawatthours
2023-01-07T00,Florida Municipal Power Pool,Coal,463,megawatthours
2023-01-07T00,"Midcontinent Independent System Operator, Inc.",Natural gas,34271,megawatthours
2023-01-07T00,Tampa Electric Company,Petroleum,0,megawatthours
2023-01-07T00,Southeast,Coal,3994,megawatthours
2023-01-07T00,Tennessee Valley Authority,Other,14,megawatthours
2023-01-07T00,California,Other,1004,megawatthours
2023-01-07T00,Tennessee Valley Authority,Nuclear,8251,megawatthours
2023-01-07T00,Central,Other,283,megawatthours
2023-01-07T00,California,Solar,6358,megawatthours
2023-01-07T00,Mid-Atlantic,Nuclear,32713,megawatthours
2023-01-07T00,"Associated Electric Cooperative, Inc.",Natural gas,1214,megawatthours
2023-01-07T00,Tennessee,Nuclear,8251,megawatthours
2023-01-07T00,"Midcontinent Independent System Operator, Inc.",Wind,2431,megawatthours
2023-01-07T00,Central,Solar,30,megawatthours
2023-01-07T00,Bonneville Power Administration,Hydro,7832,megawatthours
2023-01-07T00,Duke Energy Carolinas,Natural gas,2333,megawatthours
2023-01-07T00,Tucson Electric Power,Wind,105,megawatthours
2023-01-07T00,New York Independent System Operator,Natural gas,7739,megawatthours
2023-01-07T00,Gainesville Regional Utilities,Natural gas,91,megawatthours
2023-01-07T00,Nevada Power Company,Petroleum,0,megawatthours
2023-01-07T00,United States Lower 48,Other,10899,megawatthours
2023-01-07T00,Portland General Electric Company,Wind,0,megawatthours
2023-01-07T00,PacifiCorp West,Hydro,418,megawatthours
2023-01-07T00,Florida Municipal Power Pool,Nuclear,128,megawatthours
2023-01-07T00,Bonneville Power Administration,Other,165,megawatthours
2023-01-07T00,Southeast,Solar,1,megawatthours
2023-01-07T00,Los Angeles Department of Water and Power,Solar,401,megawatthours
2023-01-07T00,PacifiCorp East,Solar,193,megawatthours
2023-01-07T00,"New Harquahala Generating Company, LLC",Natural gas,-3,megawatthours
2023-01-07T00,Nevada Power Company,Wind,11,megawatthours
2023-01-07T00,California Independent System Operator,Wind,662,megawatthours
2023-01-07T00,California,Hydro,3326,megawatthours
2023-01-07T00,Central,Petroleum,263,megawatthours
2023-01-07T00,Tennessee Valley Authority,Coal,2087,megawatthours
2023-01-07T00,"Midcontinent Independent System Operator, Inc.",Hydro,2100,megawatthours
2023-01-07T00,Florida Municipal Power Pool,Other,17,megawatthours
2023-01-07T00,Midwest,Wind,2692,megawatthours
2023-01-07T00,Tennessee Valley Authority,Solar,-1,megawatthours
2023-01-07T00,Midwest,Other,672,megawatthours
2023-01-07T00,Southwest Power Pool,Natural gas,5764,megawatthours
2023-01-07T00,United States Lower 48,Nuclear,94138,megawatthours
2023-01-07T00,Carolinas,Natural gas,7147,megawatthours
2023-01-07T00,New England,Hydro,1452,megawatthours
2023-01-07T00,Florida Municipal Power Pool,Solar,0,megawatthours
2023-01-07T00,Public Utility District No. 1 of Chelan County,Hydro,849,megawatthours
2023-01-07T00,"PJM Interconnection, LLC",Wind,1152,megawatthours
2023-01-07T00,Public Service Company of New Mexico,Other,5,megawatthours
2023-01-07T00,Midwest,Solar,1,megawatthours
2023-01-07T00,Idaho Power Company,Solar,52,megawatthours
2023-01-07T00,United States Lower 48,Solar,8879,megawatthours
2023-01-07T00,Arizona Public Service Company,Petroleum,0,megawatthours
2023-01-07T00,"Duke Energy Florida, Inc.",Solar,1,megawatthours
2023-01-07T00,Florida,Other,3396,megawatthours
2023-01-07T00,Salt River Project Agricultural Improvement and Power District,Wind,1,megawatthours
2023-01-07T00,Public Service Company of Colorado,Petroleum,0,megawatthours
2023-01-07T00,PacifiCorp East,Other,137,megawatthours
2023-01-07T00,NorthWestern Corporation,Natural gas,147,megawatthours
2023-01-07T00,"Puget Sound Energy, Inc.",Petroleum,0,megawatthours
2023-01-07T00,Arizona Public Service Company,Solar,51,megawatthours
2023-01-07T00,ISO New England,Petroleum,0,megawatthours
2023-01-07T00,New England,Coal,3,megawatthours
2023-01-07T00,"NaturEner Power Watch, LLC",Wind,167,megawatthours
2023-01-07T00,Mid-Atlantic,Coal,15692,megawatthours
2023-01-07T00,Texas,Coal,5091,megawatthours
2023-01-07T00,Tampa Electric Company,Coal,0,megawatthours
2023-01-07T00,New York Independent System Operator,Solar,0,megawatthours
2023-01-07T00,New York,Solar,0,megawatthours
2023-01-07T00,Florida Power & Light Co.,Nuclear,3749,megawatthours
2023-01-07T00,PacifiCorp West,Solar,19,megawatthours
2023-01-07T00,Los Angeles Department of Water and Power,Wind,12,megawatthours
2023-01-07T00,"Electric Reliability Council of Texas, Inc.",Solar,901,megawatthours
2023-01-07T00,New York,Other,175,megawatthours
2023-01-07T00,El Paso Electric Company,Natural gas,458,megawatthours
2023-01-07T00,Duke Energy Progress West,Coal,0,megawatthours
2023-01-07T00,"Associated Electric Cooperative, Inc.",Wind,261,megawatthours
2023-01-07T00,California Independent System Operator,Hydro,2394,megawatthours
2023-01-07T00,ISO New England,Natural gas,8095,megawatthours
2023-01-07T00,Southwest Power Pool,Hydro,956,megawatthours
2023-01-07T00,New England,Natural gas,8095,megawatthours
2023-01-07T00,Duke Energy Progress West,Natural gas,367,megawatthours
2023-01-07T00,Southeastern Power Administration,Hydro,279,megawatthours
2023-01-07T00,Florida,Petroleum,0,megawatthours
2023-01-07T00,Florida,Hydro,34,megawatthours
2023-01-07T00,Florida,Natural gas,18583,megawatthours
2023-01-07T00,Public Utility District No. 1 of Chelan County,Wind,0,megawatthours
2023-01-07T00,Southwest,Hydro,240,megawatthours
2023-01-07T00,Louisville Gas and Electric Company and Kentucky Utilities Company,Natural gas,1034,megawatthours
2023-01-07T00,"PJM Interconnection, LLC",Natural gas,45292,megawatthours
2023-01-07T00,"Southern Company Services, Inc. - Trans",Petroleum,0,megawatthours
2023-01-07T00,South Carolina Public Service Authority,Hydro,84,megawatthours
2023-01-07T00,Western Area Power Administration - Rocky Mountain Region,Natural gas,227,megawatthours
2023-01-07T00,"Puget Sound Energy, Inc.",Wind,126,megawatthours
2023-01-07T00,Idaho Power Company,Petroleum,0,megawatthours
2023-01-07T00,Mid-Atlantic,Solar,32,megawatthours
2023-01-07T00,Carolinas,Other,1415,megawatthours
2023-01-07T00,Central,Nuclear,1987,megawatthours
2023-01-07T00,Portland General Electric Company,Coal,0,megawatthours
2023-01-07T00,PacifiCorp East,Natural gas,1500,megawatthours
2023-01-07T00,Gainesville Regional Utilities,Other,97,megawatthours
2023-01-07T00,Northwest,Solar,1153,megawatthours
2023-01-07T00,"Dominion Energy South Carolina, Inc.",Coal,480,megawatthours
2023-01-07T00,New York,Petroleum,327,megawatthours
2023-01-07T00,Northwest,Nuclear,1160,megawatthours
2023-01-07T00,Louisville Gas and Electric Company and Kentucky Utilities Company,Solar,0,megawatthours
2023-01-07T00,South Carolina Public Service Authority,Other,68,megawatthours
2023-01-07T00,Midwest,Hydro,2116,megawatthours
2023-01-07T00,Florida Municipal Power Pool,Natural gas,1285,megawatthours
2023-01-07T00,Nevada Power Company,Solar,771,megawatthours
2023-01-07T00,Southeast,Petroleum,0,megawatthours
2023-01-07T00,"Southern Company Services, Inc. - Trans",Wind,0,megawatthours
2023-01-07T00,"Electric Reliability Council of Texas, Inc.",Coal,5091,megawatthours
2023-01-07T00,Seminole Electric Cooperative,Natural gas,312,megawatthours
2023-01-07T00,"Duke Energy Florida, Inc.",Hydro,34,megawatthours
2023-01-07T00,"Midcontinent Independent System Operator, Inc.",Coal,26813,megawatthours
2023-01-07T00,Duke Energy Carolinas,Other,13,megawatthours
2023-01-07T00,"Avangrid Renewables, LLC",Wind,30,megawatthours
2023-01-07T00,NorthWestern Corporation,Petroleum,57,megawatthours
2023-01-07T00,"Electric Reliability Council of Texas, Inc.",Other,223,megawatthours
2023-01-07T00,Southwest Power Pool,Solar,30,megawatthours
2023-01-07T00,Public Service Company of Colorado,Natural gas,2485,megawatthours
2023-01-07T00,Tennessee Valley Authority,Natural gas,5897,megawatthours
2023-01-07T00,Southwest,Solar,352,megawatthours
2023-01-07T00,"Dominion Energy South Carolina, Inc.",Natural gas,1345,megawatthours
2023-01-07T00,Turlock Irrigation District,Natural gas,186,megawatthours
2023-01-07T00,California Independent System Operator,Nuclear,889,megawatthours
2023-01-07T00,Seminole Electric Cooperative,Coal,542,megawatthours
2023-01-07T00,"Midcontinent Independent System Operator, Inc.",Nuclear,11599,megawatthours
2023-01-07T00,United States Lower 48,Coal,86238,megawatthours
2023-01-07T00,Central,Natural gas,5764,megawatthours
2023-01-07T00,"Dominion Energy South Carolina, Inc.",Other,6,megawatthours
2023-01-07T00,Northwest,Natural gas,11068,megawatthours
2023-01-07T00,"Puget Sound Energy, Inc.",Solar,0,megawatthours
2023-01-07T00,Texas,Natural gas,13794,megawatthours
2023-01-07T00,Arizona Public Service Company,Wind,245,megawatthours
2023-01-07T00,Arizona Public Service Company,Coal,854,megawatthours
2023-01-07T00,Central,Wind,13142,megawatthours
2023-01-07T00,Duke Energy Progress East,Petroleum,0,megawatthours
2023-01-07T00,City of Tallahassee,Solar,0,megawatthours
2023-01-07T00,"Dominion Energy South Carolina, Inc.",Solar,0,megawatthours
2023-01-07T00,Salt River Project Agricultural Improvement and Power District,Natural gas,2243,megawatthours
2023-01-07T00,Florida,Coal,1363,megawatthours
2023-01-07T00,Tampa Electric Company,Natural gas,1968,megawatthours
2023-01-07T00,Tennessee Valley Authority,Wind,0,megawatthours
2023-01-07T00,Tampa Electric Company,Solar,0,megawatthours
2023-01-07T00,ISO New England,Coal,3,megawatthours
2023-01-07T00,New York Independent System Operator,Other,175,megawatthours
2023-01-07T00,Tucson Electric Power,Other,0,megawatthours
2023-01-07T00,Duke Energy Progress East,Coal,-22,megawatthours
2023-01-07T00,New England,Petroleum,0,megawatthours
2023-01-07T00,Tennessee,Hydro,2557,megawatthours
2023-01-07T00,California Independent System Operator,Coal,3,megawatthours
2023-01-07T00,California,Coal,503,megawatthours
2023-01-07T00,New England,Wind,10,megawatthours
2023-01-07T00,Nevada Power Company,Nuclear,0,megawatthours
2023-01-07T00,ISO New England,Other,626,megawatthours
2023-01-07T00,New York Independent System Operator,Wind,375,megawatthours
2023-01-07T00,Southwestern Power Administration,Other,235,megawatthours
2023-01-07T00,JEA,Petroleum,0,megawatthours
2023-01-07T00,"PJM Interconnection, LLC",Nuclear,32713,megawatthours
2023-01-07T00,New England,Other,626,megawatthours
2023-01-07T00,"Electric Reliability Council of Texas, Inc.",Wind,17873,megawatthours
2023-01-07T00,"Avangrid Renewables, LLC",Natural gas,525,megawatthours
2023-01-07T00,Public Service Company of Colorado,Hydro,20,megawatthours
2023-01-07T00,"Avangrid Renewables, LLC",Solar,0,megawatthours
2023-01-07T00,New York,Coal,0,megawatthours
2023-01-07T00,Western Area Power Administration - Rocky Mountain Region,Coal,3095,megawatthours
2023-01-07T00,"Associated Electric Cooperative, Inc.",Coal,2169,megawatthours
2023-01-07T00,Louisville Gas and Electric Company and Kentucky Utilities Company,Coal,2976,megawatthours
2023-01-07T00,New York,Hydro,3415,megawatthours
2023-01-07T00,Gainesville Regional Utilities,Coal,0,megawatthours
2023-01-07T00,Western Area Power Administration - Desert Southwest Region,Natural gas,523,megawatthours
2023-01-07T00,"PJM Interconnection, LLC",Other,1682,megawatthours
2023-01-07T00,New York,Wind,375,megawatthours
2023-01-07T00,"Southern Company Services, Inc. - Trans",Coal,3994,megawatthours
2023-01-07T00,Northwest,Other,1022,megawatthours
2023-01-07T00,Turlock Irrigation District,Hydro,55,megawatthours
2023-01-07T00,Public Service Company of New Mexico,Natural gas,652,megawatthours
2023-01-07T00,Northwest,Coal,9989,megawatthours
2023-01-07T00,"PJM Interconnection, LLC",Petroleum,382,megawatthours
2023-01-07T00,Avista Corporation,Solar,1,megawatthours
2023-01-07T00,"Southern Company Services, Inc. - Trans",Other,349,megawatthours
2023-01-07T00,New England,Solar,0,megawatthours
2023-01-07T00,Salt River Project Agricultural Improvement and Power District,Other,0,megawatthours
2023-01-07T00,Idaho Power Company,Wind,182,megawatthours
2023-01-07T00,Southwestern Power Administration,Hydro,270,megawatthours
2023-01-07T00,Southwest,Coal,2188,megawatthours
2023-01-07T00,Texas,Wind,17873,megawatthours
2023-01-07T00,El Paso Electric Company,Solar,32,megawatthours
2023-01-07T00,California,Natural gas,10836,megawatthours
2023-01-07T00,Tennessee,Other,14,megawatthours
2023-01-07T00,New York,Nuclear,3266,megawatthours
2023-01-07T00,JEA,Solar,0,megawatthours
2023-01-07T00,Avista Corporation,Other,119,megawatthours
2023-01-07T00,"City of Tacoma, Department of Public Utilities, Light Division",Hydro,389,megawatthours
2023-01-07T00,Bonneville Power Administration,Natural gas,663,megawatthours
2023-01-07T00,Imperial Irrigation District,Natural gas,86,megawatthours
2023-01-07T00,Duke Energy Carolinas,Coal,1996,megawatthours
2023-01-07T00,PacifiCorp East,Wind,1081,megawatthours
2023-01-07T00,Carolinas,Solar,13,megawatthours
2023-01-07T00,Mid-Atlantic,Petroleum,382,megawatthours
2023-01-07T00,New York Independent System Operator,Nuclear,3266,megawatthours
2023-01-07T00,"Southern Company Services, Inc. - Trans",Hydro,2512,megawatthours
2023-01-07T00,Carolinas,Petroleum,0,megawatthours
2023-01-07T00,Western Area Power Administration - Rocky Mountain Region,Wind,378,megawatthours
2023-01-07T00,ISO New England,Hydro,1452,megawatthours
2023-01-07T00,Central,Hydro,1226,megawatthours
2023-01-07T00,Tucson Electric Power,Solar,60,megawatthours
2023-01-07T00,JEA,Coal,373,megawatthours
2023-01-07T00,"PJM Interconnection, LLC",Hydro,4630,megawatthours
2023-01-07T00,Southeast,Wind,0,megawatthours
2023-01-07T00,"Gridforce Energy Management, LLC",Wind,494,megawatthours
2023-01-07T00,Carolinas,Nuclear,12020,megawatthours
2023-01-06T23,Public Service Company of New Mexico,Wind,1555,megawatthours
2023-01-06T23,"Southern Company Services, Inc. - Trans",Natural gas,12831,megawatthours
2023-01-06T23,Southwest,Coal,2189,megawatthours
2023-01-06T23,ISO New England,Natural gas,8191,megawatthours
2023-01-06T23,Texas,Nuclear,5111,megawatthours
2023-01-06T23,Mid-Atlantic,Natural gas,45146,megawatthours
2023-01-06T23,Los Angeles Department of Water and Power,Solar,727,megawatthours
2023-01-06T23,Balancing Authority of Northern California,Other,15,megawatthours
2023-01-06T23,Western Area Power Administration - Rocky Mountain Region,Solar,53,megawatthours
2023-01-06T23,"PJM Interconnection, LLC",Nuclear,32711,megawatthours
2023-01-06T23,Texas,Wind,19751,megawatthours
2023-01-06T23,Southeast,Wind,0,megawatthours
2023-01-06T23,Florida,Other,3381,megawatthours
2023-01-06T23,Northwest,Hydro,12429,megawatthours
2023-01-06T23,Southwest,Wind,1947,megawatthours
2023-01-06T23,Duke Energy Carolinas,Coal,1599,megawatthours
2023-01-06T23,Southwestern Power Administration,Other,236,megawatthours
2023-01-06T23,Tennessee,Nuclear,8238,megawatthours
2023-01-06T23,Idaho Power Company,Petroleum,0,megawatthours
2023-01-06T23,Duke Energy Progress East,Solar,13,megawatthours
2023-01-06T23,"City of Tacoma, Department of Public Utilities, Light Division",Hydro,387,megawatthours
2023-01-06T23,Public Service Company of New Mexico,Natural gas,521,megawatthours
2023-01-06T23,Northwest,Petroleum,58,megawatthours
2023-01-06T23,Southwest,Hydro,94,megawatthours
2023-01-06T23,New York,Petroleum,332,megawatthours
2023-01-06T23,ISO New England,Nuclear,3411,megawatthours
2023-01-06T23,"New Harquahala Generating Company, LLC",Natural gas,-3,megawatthours
2023-01-06T23,Tennessee Valley Authority,Solar,34,megawatthours
2023-01-06T23,Central,Wind,11892,megawatthours
2023-01-06T23,United States Lower 48,Solar,19403,megawatthours
2023-01-06T23,New York Independent System Operator,Wind,364,megawatthours
2023-01-06T23,United States Lower 48,Hydro,33742,megawatthours
2023-01-06T23,Public Service Company of Colorado,Solar,530,megawatthours
2023-01-06T23,Florida Municipal Power Pool,Natural gas,1243,megawatthours
2023-01-06T23,New England,Petroleum,0,megawatthours
2023-01-06T23,New York Independent System Operator,Coal,0,megawatthours
2023-01-06T23,California Independent System Operator,Wind,521,megawatthours
2023-01-06T23,California Independent System Operator,Petroleum,83,megawatthours
