period,respondent-name,type-name,value,value-units
2023-01-04T17,Los Angeles Department of Water and Power,Wind,65,megawatthours
2023-01-04T17,Arizona Public Service Company,Natural gas,1353,megawatthours
2023-01-04T17,NorthWestern Corporation,Petroleum,58,megawatthours
2023-01-04T17,United States Lower 48,Coal,81343,megawatthours
2023-01-04T17,Northwest,Coal,10551,megawatthours
2023-01-04T17,Mid-Atlantic,Solar,960,megawatthours
2023-01-04T17,Duke Energy Carolinas,Hydro,372,megawatthours
2023-01-04T17,Duke Energy Carolinas,Natural gas,2162,megawatthours
2023-01-04T17,ISO New England,Nuclear,3357,megawatthours
2023-01-04T17,"Electric Reliability Council of Texas, Inc.",Wind,13025,megawatthours
2023-01-04T17,New York,Coal,0,megawatthours
2023-01-04T17,Duke Energy Progress East,Solar,738,megawatthours
2023-01-04T17,New York Independent System Operator,Nuclear,3309,megawatthours
2023-01-04T17,"Southern Company Services, Inc. - Trans",Natural gas,12722,megawatthours
2023-01-04T17,Louisville Gas and Electric Company and Kentucky Utilities Company,Hydro,0,megawatthours
2023-01-04T17,Midwest,Wind,12185,megawatthours
2023-01-04T17,Southeast,Solar,606,megawatthours
2023-01-04T17,Western Area Power Administration - Rocky Mountain Region,Wind,677,megawatthours
2023-01-04T17,Southwestern Power Administration,Other,0,megawatthours
2023-01-04T17,"Southern Company Services, Inc. - Trans",Petroleum,0,megawatthours
2023-01-04T17,Louisville Gas and Electric Company and Kentucky Utilities Company,Natural gas,665,megawatthours
2023-01-04T17,Public Service Company of Colorado,Coal,1612,megawatthours
2023-01-04T17,"Dominion Energy South Carolina, Inc.",Coal,394,megawatthours
2023-01-04T17,"PJM Interconnection, LLC",Natural gas,39493,megawatthours
2023-01-04T17,Public Service Company of New Mexico,Other,7,megawatthours
2023-01-04T17,"Electric Reliability Council of Texas, Inc.",Nuclear,5117,megawatthours
2023-01-04T17,Florida Power & Light Co.,Nuclear,3748,megawatthours
2023-01-04T17,Florida,Petroleum,3,megawatthours
2023-01-04T17,Balancing Authority of Northern California,Hydro,706,megawatthours
2023-01-04T17,Public Service Company of Colorado,Natural gas,1290,megawatthours
2023-01-04T17,"Gridforce Energy Management, LLC",Natural gas,1225,megawatthours
2023-01-04T17,Florida Power & Light Co.,Solar,2095,megawatthours
2023-01-04T17,California,Solar,1806,megawatthours
2023-01-04T17,Tennessee,Solar,442,megawatthours
2023-01-04T17,New York Independent System Operator,Other,207,megawatthours
2023-01-04T17,Texas,Solar,8333,megawatthours
2023-01-04T17,Salt River Project Agricultural Improvement and Power District,Wind,0,megawatthours
2023-01-04T17,"Puget Sound Energy, Inc.",Wind,105,megawatthours
2023-01-04T17,Duke Energy Carolinas,Nuclear,7360,megawatthours
2023-01-04T17,ISO New England,Hydro,908,megawatthours
2023-01-04T17,Mid-Atlantic,Natural gas,39493,megawatthours
2023-01-04T17,New England,Natural gas,6029,megawatthours
2023-01-04T17,Florida Municipal Power Pool,Nuclear,129,megawatthours
2023-01-04T17,Western Area Power Administration - Upper Great Plains West,Hydro,81,megawatthours
2023-01-04T17,"Public Utility District No. 2 of Grant County, Washington",Hydro,900,megawatthours
2023-01-04T17,California,Hydro,3188,megawatthours
2023-01-04T17,Texas,Nuclear,5117,megawatthours
2023-01-04T17,Nevada Power Company,Other,490,megawatthours
2023-01-04T17,Nevada Power Company,Solar,137,megawatthours
2023-01-04T17,South Carolina Public Service Authority,Solar,3,megawatthours
2023-01-04T17,PacifiCorp East,Coal,3495,megawatthours
2023-01-04T17,Southwest,Hydro,268,megawatthours
2023-01-04T17,Louisville Gas and Electric Company and Kentucky Utilities Company,Solar,3,megawatthours
2023-01-04T17,JEA,Coal,429,megawatthours
2023-01-04T17,"Duke Energy Florida, Inc.",Petroleum,0,megawatthours
2023-01-04T17,Mid-Atlantic,Wind,4030,megawatthours
2023-01-04T17,Florida Municipal Power Pool,Natural gas,1288,megawatthours
2023-01-04T17,Mid-Atlantic,Petroleum,191,megawatthours
2023-01-04T17,"Puget Sound Energy, Inc.",Petroleum,0,megawatthours
2023-01-04T17,Public Service Company of New Mexico,Solar,343,megawatthours
2023-01-04T17,Nevada Power Company,Hydro,0,megawatthours
2023-01-04T17,Idaho Power Company,Hydro,774,megawatthours
2023-01-04T17,"Avangrid Renewables, LLC",Wind,489,megawatthours
2023-01-04T17,New England,Nuclear,3357,megawatthours
2023-01-04T17,Carolinas,Solar,879,megawatthours
2023-01-04T17,United States Lower 48,Nuclear,96926,megawatthours
2023-01-04T17,Southwest,Nuclear,4012,megawatthours
2023-01-04T17,Mid-Atlantic,Coal,12773,megawatthours
2023-01-04T17,Portland General Electric Company,Hydro,268,megawatthours
2023-01-04T17,Tampa Electric Company,Natural gas,1416,megawatthours
2023-01-04T17,"Southern Company Services, Inc. - Trans",Coal,3207,megawatthours
2023-01-04T17,Duke Energy Progress West,Solar,8,megawatthours
2023-01-04T17,"Duke Energy Florida, Inc.",Natural gas,4562,megawatthours
2023-01-04T17,United States Lower 48,Other,8851,megawatthours
2023-01-04T17,California Independent System Operator,Hydro,2421,megawatthours
2023-01-04T17,Arizona Public Service Company,Wind,187,megawatthours
2023-01-04T17,Florida Municipal Power Pool,Solar,88,megawatthours
2023-01-04T17,Bonneville Power Administration,Hydro,9230,megawatthours
2023-01-04T17,PacifiCorp West,Other,34,megawatthours
2023-01-04T17,California,Coal,1226,megawatthours
2023-01-04T17,Tampa Electric Company,Solar,318,megawatthours
2023-01-04T17,"Avangrid Renewables, LLC",Solar,0,megawatthours
2023-01-04T17,Florida Power & Light Co.,Other,2679,megawatthours
2023-01-04T17,Tennessee,Petroleum,0,megawatthours
2023-01-04T17,ISO New England,Other,583,megawatthours
2023-01-04T17,Arizona Public Service Company,Coal,579,megawatthours
2023-01-04T17,Central,Nuclear,2039,megawatthours
2023-01-04T17,Balancing Authority of Northern California,Natural gas,803,megawatthours
2023-01-04T17,Portland General Electric Company,Wind,0,megawatthours
2023-01-04T17,South Carolina Public Service Authority,Hydro,2,megawatthours
2023-01-04T17,Central,Petroleum,0,megawatthours
2023-01-04T17,California,Natural gas,14124,megawatthours
2023-01-04T17,Southwestern Power Administration,Hydro,305,megawatthours
2023-01-04T17,Central,Wind,9143,megawatthours
2023-01-04T17,Seattle City Light,Hydro,626,megawatthours
2023-01-04T17,New York,Nuclear,3309,megawatthours
2023-01-04T17,Southeast,Petroleum,0,megawatthours
2023-01-04T17,Central,Solar,158,megawatthours
2023-01-04T17,Salt River Project Agricultural Improvement and Power District,Other,0,megawatthours
2023-01-04T17,Florida,Hydro,36,megawatthours
2023-01-04T17,Central,Natural gas,10181,megawatthours
2023-01-04T17,Carolinas,Other,1369,megawatthours
2023-01-04T17,Southwest Power Pool,Coal,10632,megawatthours
2023-01-04T17,Los Angeles Department of Water and Power,Hydro,1,megawatthours
2023-01-04T17,Bonneville Power Administration,Nuclear,1164,megawatthours
2023-01-04T17,JEA,Natural gas,581,megawatthours
2023-01-04T17,"Associated Electric Cooperative, Inc.",Natural gas,1185,megawatthours
2023-01-04T17,"Midcontinent Independent System Operator, Inc.",Coal,24573,megawatthours
2023-01-04T17,Tennessee Valley Authority,Coal,2162,megawatthours
2023-01-04T17,Northwest,Natural gas,10432,megawatthours
2023-01-04T17,"Southern Company Services, Inc. - Trans",Nuclear,5824,megawatthours
2023-01-04T17,Gainesville Regional Utilities,Coal,0,megawatthours
2023-01-04T17,"Associated Electric Cooperative, Inc.",Coal,2097,megawatthours
2023-01-04T17,Central,Other,39,megawatthours
2023-01-04T17,Northwest,Hydro,16318,megawatthours
2023-01-04T17,Tucson Electric Power,Coal,736,megawatthours
2023-01-04T17,"Alcoa Power Generating, Inc. - Yadkin Division",Hydro,0,megawatthours
2023-01-04T17,Gainesville Regional Utilities,Natural gas,84,megawatthours
2023-01-04T17,New York Independent System Operator,Solar,0,megawatthours
2023-01-04T17,"Gridforce Energy Management, LLC",Coal,647,megawatthours
2023-01-04T17,New England,Solar,99,megawatthours
2023-01-04T17,Avista Corporation,Natural gas,247,megawatthours
2023-01-04T17,Duke Energy Progress East,Coal,-20,megawatthours
2023-01-04T17,"PJM Interconnection, LLC",Solar,960,megawatthours
2023-01-04T17,Arizona Public Service Company,Nuclear,0,megawatthours
2023-01-04T17,PacifiCorp West,Wind,15,megawatthours
2023-01-04T17,Central,Coal,10632,megawatthours
2023-01-04T17,"PJM Interconnection, LLC",Coal,12773,megawatthours
2023-01-04T17,Southeast,Hydro,1789,megawatthours
2023-01-04T17,"Puget Sound Energy, Inc.",Hydro,244,megawatthours
2023-01-04T17,Nevada Power Company,Coal,170,megawatthours
2023-01-04T17,"Duke Energy Florida, Inc.",Solar,272,megawatthours
2023-01-04T17,"Associated Electric Cooperative, Inc.",Wind,358,megawatthours
2023-01-04T17,Idaho Power Company,Other,52,megawatthours
2023-01-04T17,Duke Energy Progress East,Hydro,17,megawatthours
2023-01-04T17,New York,Natural gas,6238,megawatthours
2023-01-04T17,Salt River Project Agricultural Improvement and Power District,Coal,377,megawatthours
2023-01-04T17,Imperial Irrigation District,Other,453,megawatthours
2023-01-04T17,United States Lower 48,Natural gas,167536,megawatthours
2023-01-04T17,"Griffith Energy, LLC",Natural gas,224,megawatthours
2023-01-04T17,Northwest,Petroleum,58,megawatthours
2023-01-04T17,Gainesville Regional Utilities,Other,99,megawatthours
2023-01-04T17,Northwest,Solar,1646,megawatthours
2023-01-04T17,Avista Corporation,Solar,1,megawatthours
2023-01-04T17,Southwest Power Pool,Natural gas,10181,megawatthours
2023-01-04T17,Los Angeles Department of Water and Power,Coal,1222,megawatthours
2023-01-04T17,Tennessee Valley Authority,Wind,0,megawatthours
2023-01-04T17,Midwest,Nuclear,11746,megawatthours
2023-01-04T17,California,Wind,1333,megawatthours
2023-01-04T17,Avista Corporation,Wind,68,megawatthours
2023-01-04T17,Duke Energy Carolinas,Other,11,megawatthours
2023-01-04T17,ISO New England,Natural gas,6029,megawatthours
2023-01-04T17,Tennessee,Coal,2162,megawatthours
2023-01-04T17,Seminole Electric Cooperative,Coal,582,megawatthours
2023-01-04T17,JEA,Petroleum,0,megawatthours
2023-01-04T17,"PJM Interconnection, LLC",Nuclear,33867,megawatthours
2023-01-04T17,Arizona Public Service Company,Other,26,megawatthours
2023-01-04T17,Florida Municipal Power Pool,Petroleum,3,megawatthours
2023-01-04T17,Idaho Power Company,Natural gas,456,megawatthours
2023-01-04T17,PacifiCorp West,Natural gas,0,megawatthours
2023-01-04T17,California Independent System Operator,Natural gas,12562,megawatthours
2023-01-04T17,Los Angeles Department of Water and Power,Natural gas,491,megawatthours
2023-01-04T16,Northwest,Solar,670,megawatthours
2023-01-04T16,NorthWestern Corporation,Solar,8,megawatthours
2023-01-04T16,New York Independent System Operator,Other,194,megawatthours
2023-01-04T16,"Southern Company Services, Inc. - Trans",Solar,256,megawatthours
2023-01-04T16,City of Tallahassee,Solar,0,megawatthours
2023-01-04T16,Salt River Project Agricultural Improvement and Power District,Natural gas,2552,megawatthours
2023-01-04T16,JEA,Natural gas,576,megawatthours
2023-01-04T16,JEA,Coal,403,megawatthours
2023-01-04T16,Northwest,Petroleum,58,megawatthours
2023-01-04T16,"Duke Energy Florida, Inc.",Petroleum,0,megawatthours
2023-01-04T16,Southeast,Wind,0,megawatthours
2023-01-04T16,Florida,Solar,2430,megawatthours
2023-01-04T16,Salt River Project Agricultural Improvement and Power District,Hydro,0,megawatthours
2023-01-04T16,Duke Energy Progress West,Hydro,38,megawatthours
2023-01-04T16,Public Service Company of New Mexico,Solar,208,megawatthours
2023-01-04T16,Florida Municipal Power Pool,Petroleum,40,megawatthours
2023-01-04T16,"PJM Interconnection, LLC",Solar,843,megawatthours
2023-01-04T16,California Independent System Operator,Wind,853,megawatthours
2023-01-04T16,Gainesville Regional Utilities,Other,98,megawatthours
2023-01-04T16,City of Tallahassee,Natural gas,365,megawatthours
2023-01-04T16,Central,Wind,9287,megawatthours
2023-01-04T16,"Avangrid Renewables, LLC",Wind,342,megawatthours
2023-01-04T16,Southwest Power Pool,Nuclear,2040,megawatthours
2023-01-04T16,Public Utility District No. 1 of Chelan County,Hydro,1152,megawatthours
2023-01-04T16,"Midcontinent Independent System Operator, Inc.",Other,647,megawatthours
2023-01-04T16,Public Service Company of Colorado,Petroleum,-1,megawatthours
2023-01-04T16,Florida Municipal Power Pool,Other,20,megawatthours
2023-01-04T16,Western Area Power Administration - Desert Southwest Region,Solar,8,megawatthours
2023-01-04T16,"Midcontinent Independent System Operator, Inc.",Solar,582,megawatthours
2023-01-04T16,Tucson Electric Power,Coal,733,megawatthours
2023-01-04T16,New York,Other,194,megawatthours
2023-01-04T16,Mid-Atlantic,Wind,3206,megawatthours
2023-01-04T16,Duke Energy Progress East,Coal,-17,megawatthours
2023-01-04T16,"Electric Reliability Council of Texas, Inc.",Natural gas,13842,megawatthours
2023-01-04T16,Northwest,Other,1012,megawatthours
2023-01-04T16,Southeast,Natural gas,12675,megawatthours
2023-01-04T16,Southwest,Coal,1998,megawatthours
2023-01-04T16,"Dominion Energy South Carolina, Inc.",Solar,120,megawatthours
2023-01-04T16,Public Service Company of Colorado,Wind,2306,megawatthours
2023-01-04T16,"Puget Sound Energy, Inc.",Natural gas,663,megawatthours
2023-01-04T16,Duke Energy Carolinas,Natural gas,2049,megawatthours
2023-01-04T16,"Avangrid Renewables, LLC",Solar,0,megawatthours
2023-01-04T16,Central,Petroleum,0,megawatthours
2023-01-04T16,Portland General Electric Company,Hydro,291,megawatthours
2023-01-04T16,Tennessee Valley Authority,Wind,0,megawatthours
2023-01-04T16,Seminole Electric Cooperative,Coal,582,megawatthours
2023-01-04T16,Texas,Natural gas,13842,megawatthours
2023-01-04T16,"Gridforce Energy Management, LLC",Wind,362,megawatthours
2023-01-04T16,"Electric Reliability Council of Texas, Inc.",Coal,5066,megawatthours
2023-01-04T16,Los Angeles Department of Water and Power,Other,163,megawatthours
2023-01-04T16,Arizona Public Service Company,Other,30,megawatthours
2023-01-04T16,Tucson Electric Power,Solar,114,megawatthours
2023-01-04T16,Southwest Power Pool,Natural gas,10753,megawatthours
2023-01-04T16,NorthWestern Corporation,Hydro,386,megawatthours
2023-01-04T16,Public Service Company of New Mexico,Coal,333,megawatthours
2023-01-04T16,ISO New England,Coal,0,megawatthours
2023-01-04T16,Portland General Electric Company,Natural gas,1031,megawatthours
2023-01-04T16,Tennessee,Natural gas,2561,megawatthours
2023-01-04T16,"Southern Company Services, Inc. - Trans",Natural gas,12675,megawatthours
2023-01-04T16,Portland General Electric Company,Coal,0,megawatthours
2023-01-04T16,Mid-Atlantic,Coal,12905,megawatthours
2023-01-04T16,ISO New England,Petroleum,0,megawatthours
2023-01-04T16,Central,Solar,141,megawatthours
2023-01-04T16,"Duke Energy Florida, Inc.",Coal,-16,megawatthours
2023-01-04T16,Tennessee Valley Authority,Natural gas,2561,megawatthours
2023-01-04T16,Duke Energy Progress West,Solar,8,megawatthours
2023-01-04T16,Louisville Gas and Electric Company and Kentucky Utilities Company,Solar,2,megawatthours
2023-01-04T16,Tennessee Valley Authority,Solar,453,megawatthours
2023-01-04T16,PacifiCorp West,Other,34,megawatthours
2023-01-04T16,New York Independent System Operator,Wind,132,megawatthours
2023-01-04T16,California Independent System Operator,Nuclear,2250,megawatthours
2023-01-04T16,Central,Coal,10378,megawatthours
2023-01-04T16,NorthWestern Corporation,Natural gas,196,megawatthours
2023-01-04T16,Tennessee,Wind,0,megawatthours
2023-01-04T16,Western Area Power Administration - Rocky Mountain Region,Hydro,545,megawatthours
2023-01-04T16,United States Lower 48,Petroleum,1048,megawatthours
2023-01-04T16,Texas,Hydro,15,megawatthours
2023-01-04T16,ISO New England,Other,582,megawatthours
2023-01-04T16,South Carolina Public Service Authority,Petroleum,0,megawatthours
2023-01-04T16,"Southern Company Services, Inc. - Trans",Nuclear,5804,megawatthours
2023-01-04T16,Bonneville Power Administration,Natural gas,641,megawatthours
2023-01-04T16,Western Area Power Administration - Desert Southwest Region,Natural gas,231,megawatthours
2023-01-04T16,New York,Coal,0,megawatthours
2023-01-04T16,Southeast,Solar,256,megawatthours
2023-01-04T16,Southwest,Wind,1957,megawatthours
2023-01-04T16,"PJM Interconnection, LLC",Wind,3206,megawatthours
2023-01-04T16,"PJM Interconnection, LLC",Petroleum,190,megawatthours
2023-01-04T16,Los Angeles Department of Water and Power,Solar,17,megawatthours
2023-01-04T16,ISO New England,Nuclear,3354,megawatthours
2023-01-04T16,Northwest,Natural gas,11173,megawatthours
2023-01-04T16,Tucson Electric Power,Wind,180,megawatthours
2023-01-04T16,Seminole Electric Cooperative,Solar,1,megawatthours
2023-01-04T16,Central,Nuclear,2040,megawatthours
2023-01-04T16,Avista Corporation,Other,116,megawatthours
2023-01-04T16,"Avangrid Renewables, LLC",Hydro,0,megawatthours
2023-01-04T16,Nevada Power Company,Natural gas,3112,megawatthours
2023-01-04T16,Midwest,Solar,584,megawatthours
2023-01-04T16,"Arlington Valley, LLC",Natural gas,496,megawatthours
2023-01-04T16,Turlock Irrigation District,Hydro,74,megawatthours
2023-01-04T16,Western Area Power Administration - Rocky Mountain Region,Coal,3224,megawatthours
2023-01-04T16,United States Lower 48,Coal,82620,megawatthours
2023-01-04T16,Southeast,Other,288,megawatthours
2023-01-04T16,ISO New England,Natural gas,6079,megawatthours
2023-01-04T16,JEA,Petroleum,0,megawatthours
2023-01-04T16,Duke Energy Progress East,Other,1013,megawatthours
2023-01-04T16,PacifiCorp East,Other,130,megawatthours
2023-01-04T16,Southeast,Petroleum,-1,megawatthours
2023-01-04T16,Idaho Power Company,Wind,316,megawatthours
2023-01-04T16,New England,Other,582,megawatthours
2023-01-04T16,Tennessee Valley Authority,Other,19,megawatthours
2023-01-04T16,"Dominion Energy South Carolina, Inc.",Other,0,megawatthours
2023-01-04T16,California,Wind,918,megawatthours
2023-01-04T16,Idaho Power Company,Petroleum,0,megawatthours
2023-01-04T16,Duke Energy Carolinas,Coal,1711,megawatthours
2023-01-04T16,New York Independent System Operator,Solar,0,megawatthours
2023-01-04T16,Mid-Atlantic,Nuclear,33870,megawatthours
2023-01-04T16,"Electric Reliability Council of Texas, Inc.",Hydro,15,megawatthours
2023-01-04T16,"Duke Energy Florida, Inc.",Natural gas,4506,megawatthours
2023-01-04T16,Gainesville Regional Utilities,Natural gas,78,megawatthours
2023-01-04T16,"Electric Reliability Council of Texas, Inc.",Other,151,megawatthours
2023-01-04T16,Western Area Power Administration - Rocky Mountain Region,Wind,640,megawatthours
2023-01-04T16,New England,Nuclear,3354,megawatthours
2023-01-04T16,Seattle City Light,Hydro,622,megawatthours
2023-01-04T16,Mid-Atlantic,Hydro,1365,megawatthours
2023-01-04T16,"NaturEner Power Watch, LLC",Wind,148,megawatthours
2023-01-04T16,Texas,Other,151,megawatthours
2023-01-04T16,Idaho Power Company,Natural gas,461,megawatthours
2023-01-04T16,Nevada Power Company,Other,485,megawatthours
2023-01-04T16,"Electric Reliability Council of Texas, Inc.",Nuclear,5117,megawatthours
2023-01-04T16,"Puget Sound Energy, Inc.",Hydro,249,megawatthours
2023-01-04T16,Portland General Electric Company,Other,9,megawatthours
2023-01-04T16,"Puget Sound Energy, Inc.",Petroleum,0,megawatthours
2023-01-04T16,Public Service Company of New Mexico,Wind,1590,megawatthours
2023-01-04T16,"Duke Energy Florida, Inc.",Solar,207,megawatthours
2023-01-04T16,Balancing Authority of Northern California,Hydro,720,megawatthours
2023-01-04T16,Nevada Power Company,Wind,67,megawatthours
2023-01-04T16,Balancing Authority of Northern California,Solar,0,megawatthours
2023-01-04T16,Northwest,Hydro,16708,megawatthours
2023-01-04T16,Midwest,Coal,29744,megawatthours
2023-01-04T16,"Griffith Energy, LLC",Natural gas,226,megawatthours
2023-01-04T16,Central,Hydro,1628,megawatthours
2023-01-04T16,California Independent System Operator,Natural gas,12035,megawatthours
2023-01-04T16,"Dominion Energy South Carolina, Inc.",Nuclear,994,megawatthours
2023-01-04T16,Tennessee,Solar,453,megawatthours
2023-01-04T16,Southwest,Nuclear,4019,megawatthours
2023-01-04T16,Western Area Power Administration - Rocky Mountain Region,Solar,60,megawatthours
2023-01-04T16,"Midcontinent Independent System Operator, Inc.",Coal,24697,megawatthours
2023-01-04T16,United States Lower 48,Nuclear,96920,megawatthours
2023-01-04T16,Bonneville Power Administration,Wind,141,megawatthours
2023-01-04T16,Arizona Public Service Company,Hydro,0,megawatthours
2023-01-04T16,"Puget Sound Energy, Inc.",Other,29,megawatthours
2023-01-04T16,PacifiCorp East,Wind,1861,megawatthours
2023-01-04T16,Gainesville Regional Utilities,Coal,0,megawatthours
2023-01-04T16,NorthWestern Corporation,Petroleum,59,megawatthours
2023-01-04T16,New York Independent System Operator,Nuclear,3310,megawatthours
2023-01-04T16,New England,Natural gas,6079,megawatthours
2023-01-04T16,California,Hydro,3194,megawatthours
2023-01-04T16,Southwest Power Pool,Coal,10378,megawatthours
2023-01-04T16,Duke Energy Progress East,Solar,640,megawatthours
2023-01-04T16,Mid-Atlantic,Other,912,megawatthours
2023-01-04T16,Northwest,Coal,10994,megawatthours
2023-01-04T16,Bonneville Power Administration,Solar,0,megawatthours
2023-01-04T16,"Southern Company Services, Inc. - Trans",Wind,0,megawatthours
2023-01-04T16,"Public Utility District No. 2 of Grant County, Washington",Hydro,988,megawatthours
2023-01-04T16,Arizona Public Service Company,Solar,29,megawatthours
2023-01-04T16,Southwest,Solar,464,megawatthours
2023-01-04T16,California,Petroleum,85,megawatthours
2023-01-04T16,Salt River Project Agricultural Improvement and Power District,Coal,378,megawatthours
2023-01-04T16,Los Angeles Department of Water and Power,Natural gas,486,megawatthours
2023-01-04T16,Duke Energy Progress West,Other,178,megawatthours
2023-01-04T16,PacifiCorp West,Hydro,472,megawatthours
2023-01-04T16,PacifiCorp East,Coal,3535,megawatthours
2023-01-04T16,Bonneville Power Administration,Nuclear,1165,megawatthours
2023-01-04T16,Florida Municipal Power Pool,Coal,501,megawatthours
2023-01-04T16,El Paso Electric Company,Solar,63,megawatthours
2023-01-04T16,New York Independent System Operator,Petroleum,676,megawatthours
2023-01-04T16,Duke Energy Progress East,Natural gas,1588,megawatthours
2023-01-04T16,Tampa Electric Company,Natural gas,1228,megawatthours
2023-01-04T16,Imperial Irrigation District,Other,455,megawatthours
2023-01-04T16,Midwest,Other,647,megawatthours
2023-01-04T16,PUD No. 1 of Douglas County,Hydro,576,megawatthours
2023-01-04T16,South Carolina Public Service Authority,Coal,793,megawatthours
2023-01-04T16,South Carolina Public Service Authority,Other,70,megawatthours
2023-01-04T16,Southeast,Hydro,1773,megawatthours
2023-01-04T16,Arizona Public Service Company,Petroleum,0,megawatthours
2023-01-04T16,Arizona Public Service Company,Nuclear,0,megawatthours
2023-01-04T16,New York Independent System Operator,Coal,0,megawatthours
2023-01-04T16,Salt River Project Agricultural Improvement and Power District,Wind,0,megawatthours
2023-01-04T16,Florida,Hydro,35,megawatthours
2023-01-04T16,Duke Energy Progress East,Petroleum,0,megawatthours
2023-01-04T16,ISO New England,Hydro,931,megawatthours
2023-01-04T16,Tennessee Valley Authority,Petroleum,0,megawatthours
2023-01-04T16,Southwest Power Pool,Wind,9287,megawatthours
2023-01-04T16,New England,Petroleum,0,megawatthours
2023-01-04T16,Florida,Natural gas,16522,megawatthours
2023-01-04T16,Midwest,Nuclear,11756,megawatthours
2023-01-04T16,New York,Nuclear,3310,megawatthours
2023-01-04T16,Florida Power & Light Co.,Other,2675,megawatthours
2023-01-04T16,Tampa Electric Company,Coal,430,megawatthours
2023-01-04T16,NorthWestern Corporation,Coal,1506,megawatthours
2023-01-04T16,"Duke Energy Florida, Inc.",Hydro,35,megawatthours
2023-01-04T16,Tennessee,Hydro,2727,megawatthours
2023-01-04T16,Western Area Power Administration - Desert Southwest Region,Hydro,491,megawatthours
2023-01-04T16,Florida,Coal,1900,megawatthours
2023-01-04T16,New York,Wind,132,megawatthours
2023-01-04T16,ISO New England,Solar,87,megawatthours
2023-01-04T16,New York Independent System Operator,Natural gas,6479,megawatthours
2023-01-04T16,California,Other,1204,megawatthours
2023-01-04T16,Public Service Company of New Mexico,Natural gas,463,megawatthours
2023-01-04T16,Southwest Power Pool,Hydro,1012,megawatthours
2023-01-04T16,Midwest,Wind,11533,megawatthours
2023-01-04T16,California,Nuclear,2250,megawatthours
2023-01-04T16,Seminole Electric Cooperative,Natural gas,216,megawatthours
2023-01-04T16,Tennessee,Coal,2189,megawatthours
2023-01-04T16,"New Harquahala Generating Company, LLC",Natural gas,-3,megawatthours
2023-01-04T16,El Paso Electric Company,Natural gas,481,megawatthours
2023-01-04T16,Carolinas,Petroleum,0,megawatthours
2023-01-04T16,Florida,Nuclear,3877,megawatthours
2023-01-04T16,PacifiCorp East,Solar,121,megawatthours
2023-01-04T16,Tampa Electric Company,Other,438,megawatthours
2023-01-04T16,Southeast,Coal,3353,megawatthours
2023-01-04T16,JEA,Other,4,megawatthours
2023-01-04T16,Public Service Company of Colorado,Natural gas,1626,megawatthours
2023-01-04T16,"Associated Electric Cooperative, Inc.",Coal,2162,megawatthours
2023-01-04T16,NorthWestern Corporation,Wind,387,megawatthours
2023-01-04T16,"Midcontinent Independent System Operator, Inc.",Natural gas,22572,megawatthours
2023-01-04T16,"Puget Sound Energy, Inc.",Coal,0,megawatthours
2023-01-04T16,South Carolina Public Service Authority,Solar,8,megawatthours
2023-01-04T16,Louisville Gas and Electric Company and Kentucky Utilities Company,Coal,2885,megawatthours
2023-01-04T16,PacifiCorp West,Solar,3,megawatthours
2023-01-04T16,Northwest,Nuclear,1165,megawatthours
2023-01-04T16,Duke Energy Carolinas,Solar,15,megawatthours
2023-01-04T16,"PJM Interconnection, LLC",Natural gas,38780,megawatthours
2023-01-04T16,"Dominion Energy South Carolina, Inc.",Hydro,27,megawatthours
2023-01-04T16,California Independent System Operator,Solar,337,megawatthours
2023-01-04T16,Salt River Project Agricultural Improvement and Power District,Solar,42,megawatthours
2023-01-04T16,Central,Natural gas,10753,megawatthours
2023-01-04T16,Avista Corporation,Wind,69,megawatthours
2023-01-04T16,"Dominion Energy South Carolina, Inc.",Coal,394,megawatthours
2023-01-04T16,Idaho Power Company,Hydro,809,megawatthours
2023-01-04T16,"Electric Reliability Council of Texas, Inc.",Solar,7404,megawatthours
2023-01-04T16,Los Angeles Department of Water and Power,Wind,65,megawatthours
2023-01-04T16,Florida Power & Light Co.,Nuclear,3746,megawatthours
2023-01-04T16,Southwest,Petroleum,0,megawatthours
2023-01-04T16,Southwest,Hydro,491,megawatthours
2023-01-04T16,Imperial Irrigation District,Hydro,0,megawatthours
2023-01-04T16,Tennessee,Nuclear,8368,megawatthours
2023-01-04T16,Tennessee Valley Authority,Nuclear,8368,megawatthours
2023-01-04T16,Portland General Electric Company,Wind,0,megawatthours
2023-01-04T16,Texas,Solar,7404,megawatthours
2023-01-04T16,Midwest,Hydro,1017,megawatthours
2023-01-04T16,Southwest Power Pool,Solar,141,megawatthours
2023-01-04T16,"Midcontinent Independent System Operator, Inc.",Nuclear,11756,megawatthours
2023-01-04T16,Imperial Irrigation District,Natural gas,99,megawatthours
2023-01-04T16,Public Service Company of New Mexico,Hydro,0,megawatthours
2023-01-04T16,Midwest,Natural gas,24474,megawatthours
2023-01-04T16,Texas,Wind,12221,megawatthours
2023-01-04T16,Arizona Public Service Company,Wind,185,megawatthours
2023-01-04T16,Duke Energy Progress East,Hydro,27,megawatthours
2023-01-04T16,Louisville Gas and Electric Company and Kentucky Utilities Company,Natural gas,668,megawatthours
2023-01-04T16,Avista Corporation,Natural gas,249,megawatthours
2023-01-04T16,City of Homestead,Natural gas,1,megawatthours
2023-01-04T16,Tennessee,Petroleum,0,megawatthours
2023-01-04T16,Duke Energy Carolinas,Nuclear,7365,megawatthours
