SUMMONS_KEY,SUMMONS_DATE,OFFENSE_DESCRIPTION,LAW_SECTION_NUMBER,LAW_DESCRIPTION,SUMMONS_CATEGORY_TYPE,AGE_GROUP,SEX,RACE,JURISDICTION_CODE,BORO,PRECINCT_OF_OCCUR,X_COORDINATE_CD,Y_COORDINATE_CD,Latitude,Longitude,New Georeferenced Column
269957206,6/13/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,MANHATTAN,33,1000544,243173,40.834114,-73.94111801,POINT (-73.94111801 40.834114)
269754403,6/13/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,QUEENS,103,1040897,196247,40.70514808,-73.79568935,POINT (-73.79568935 40.70514808)
269809142,6/14/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,45-64,F,BLACK,0,BROOKLYN,88,994019,188128,40.68303923,-73.96477753,POINT (-73.96477753 40.68303923)
270171121,6/15/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,BROOKLYN,81,1001140,190045,40.68829024,-73.93909771,POINT (-73.93909771 40.68829024)
269968816,6/16/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,0,BRONX,40,1005945,235372,40.812693,-73.921623,POINT (-73.921623 40.812693)
270027605,6/17/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,QUEENS,114,1003021,216517,40.760948,-73.932239,POINT (-73.932239 40.760948)
270006066,6/17/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,MANHATTAN,23,999452,228508,40.793866,-73.945095,POINT (-73.945095 40.793866)
270150787,6/20/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,MANHATTAN,25,1001128,232587,40.80505732,-73.93903422,POINT (-73.93903422 40.80505732)
270204297,6/21/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,2,BROOKLYN,81,1000876,191778,40.69305,-73.940044,POINT (-73.940044 40.69305)
270204298,6/21/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,2,BROOKLYN,81,1000876,191778,40.69305,-73.940044,POINT (-73.940044 40.69305)
270204296,6/21/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,2,BROOKLYN,81,1000876,191778,40.69305,-73.940044,POINT (-73.940044 40.69305)
270204295,6/21/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,2,BROOKLYN,81,1000876,191778,40.69305,-73.940044,POINT (-73.940044 40.69305)
270292677,6/22/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK HISPANIC,0,MANHATTAN,33,1001720,247959,40.84724792,-73.93685581,POINT (-73.93685581 40.84724792)
270268064,6/22/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,0,MANHATTAN,33,1001720,247959,40.84724792,-73.93685581,POINT (-73.93685581 40.84724792)
270275310,6/22/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,QUEENS,105,1056503,179847,40.660021,-73.739576,POINT (-73.739576 40.660021)
270495268,6/28/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,<18,M,BLACK,0,BROOKLYN,69,1008410,173987,40.64419776,-73.91294097,POINT (-73.91294097 40.64419776)
270843294,6/30/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,2,QUEENS,114,1001100,215871,40.75917641,-73.93917729,POINT (-73.9391772902826 40.759176408673845)
270686211,7/1/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,F,BLACK,0,MANHATTAN,34,1005689,253487,40.86241189,-73.92249244,POINT (-73.92249244372367 40.862411887875936)
270843293,7/2/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,WHITE HISPANIC,2,QUEENS,114,1002652,215969,40.759442,-73.933574,POINT (-73.933574 40.759442)
270685329,7/2/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,MANHATTAN,28,997392,231914,40.80321647,-73.95253051,POINT (-73.95253051145288 40.80321647365228)
270758132,7/3/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,MANHATTAN,28,996959,232155,40.803881,-73.954092,POINT (-73.954092 40.803881)
270761104,7/4/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,MANHATTAN,13,986961,210445,40.744299,-73.990215,POINT (-73.990215 40.744299)
270815184,7/4/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,WHITE HISPANIC,0,BRONX,50,1010508,258691,40.876683,-73.905048,POINT (-73.905048 40.876683)
271079162,7/7/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,45-64,M,BLACK,1,MANHATTAN,1,981720,197691,40.70929248,-74.0091256,POINT (-74.00912559558294 40.70929248117298)
271223821,7/8/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,2,BRONX,40,1007292,238953,40.822517,-73.916746,POINT (-73.916746 40.822517)
271221142,7/8/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,2,BRONX,40,1007292,238953,40.822517,-73.916746,POINT (-73.916746 40.822517)
271015793,7/9/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,MANHATTAN,25,1001963,233039,40.80629631,-73.93601689,POINT (-73.9360168931391 40.806296307097966)
271282738,7/11/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,<18,M,BLACK,0,MANHATTAN,25,1000233,230965,40.80060705,-73.94227095,POINT (-73.9422709548309 40.800607046736005)
271136100,7/11/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,MANHATTAN,25,1000233,230965,40.80060705,-73.94227095,POINT (-73.9422709548309 40.800607046736005)
271226219,7/12/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,F,BLACK,1,MANHATTAN,25,1001575,232339,40.80437577,-73.93742024,POINT (-73.93742023722204 40.804375769710255)
271240577,7/12/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,45-64,M,WHITE HISPANIC,1,QUEENS,109,1032153,215172,40.75714412,-73.82709181,POINT (-73.82709180847264 40.757144122962195)
271288128,7/13/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,0,MANHATTAN,33,999897,242935,40.833462,-73.943455,POINT (-73.943455 40.833462)
271445433,7/17/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,<18,M,WHITE,0,BROOKLYN,70,996399,164589,40.61842686,-73.95623876,POINT (-73.95623875768355 40.618426864722444)
271445434,7/17/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,WHITE,0,BROOKLYN,70,996399,164589,40.61842686,-73.95623876,POINT (-73.95623875768355 40.618426864722444)
271523065,7/18/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,<18,M,BLACK,0,MANHATTAN,33,1000029,242245,40.83156785,-73.94298126,POINT (-73.94298126289985 40.83156784612919)
271670377,7/19/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,BROOKLYN,75,1015896,180625,40.66239402,-73.88593453,POINT (-73.8859345293075 40.66239402499427)
271579099,7/19/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,WHITE HISPANIC,2,BROOKLYN,79,997758,193359,40.697394,-73.951286,POINT (-73.951286 40.697394)
271731377,7/21/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,BRONX,40,1006614,233501,40.80755382,-73.91921497,POINT (-73.91921496573 40.80755382044926)
271980273,7/26/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,MANHATTAN,28,996216,231648,40.80248805,-73.95677875,POINT (-73.95677874910633 40.80248804760781)
271934684,7/26/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,MANHATTAN,28,996343,231877,40.80311642,-73.95631961,POINT (-73.95631961209877 40.803116416814376)
272084831,7/26/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,QUEENS,113,1049691,187428,40.68088139,-73.76405755,POINT (-73.76405755064901 40.680881385549206)
272049861,7/29/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK HISPANIC,0,MANHATTAN,33,1001858,246496,40.843233,-73.936358,POINT (-73.936358 40.843233)
272285257,8/1/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,MANHATTAN,28,997631,234200,40.80949055,-73.95166268,POINT (-73.95166267659963 40.80949055340687)
272354878,8/3/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,F,WHITE,0,BRONX,41,1013557,237441,40.81834771,-73.89411772,POINT (-73.89411772262756 40.8183477115223)
272354895,8/3/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,MANHATTAN,18,989545,215900,40.75927048,-73.98088684,POINT (-73.98088684394887 40.759270477062934)
272354889,8/3/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,WHITE HISPANIC,0,MANHATTAN,25,1000275,229995,40.79794459,-73.94212157,POINT (-73.94212156986028 40.79794458580428)
272444160,8/6/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,WHITE HISPANIC,0,MANHATTAN,7,986827,200572,40.71720013,-73.99070377,POINT (-73.99070377473507 40.717200125696515)
272927115,8/8/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,WHITE HISPANIC,0,QUEENS,115,1020035,213111,40.75154456,-73.87084321,POINT (-73.87084320922126 40.75154455706598)
272647625,8/9/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,WHITE HISPANIC,0,BRONX,40,1006384,233629,40.80790572,-73.92004537,POINT (-73.9200453676797 40.80790572411683)
272678335,8/10/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,BRONX,47,1020990,256795,40.87144091,-73.86715728,POINT (-73.86715728320962 40.87144091196621)
272935690,8/10/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,<18,M,BLACK,2,BROOKLYN,79,999516,192804,40.695867,-73.944946,POINT (-73.944946 40.695867)
272763150,8/11/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,45-64,M,ASIAN / PACIFIC ISLANDER,0,QUEENS,109,1035905,218085,40.765119,-73.813526,POINT (-73.813526 40.765119)
272749994,8/11/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,45-64,M,BLACK HISPANIC,0,MANHATTAN,7,987923,201444,40.71959317,-73.98674961,POINT (-73.98674960750238 40.719593168995175)
272936163,8/15/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,2,BROOKLYN,81,1002397,189962,40.688061,-73.934564,POINT (-73.934564 40.688061)
272935297,8/15/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,WHITE HISPANIC,0,BROOKLYN,60,984062,148717,40.57486976,-74.00067674,POINT (-74.00067674279293 40.574869755148875)
273001660,8/15/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,1,QUEENS,115,1013949,214281,40.75477844,-73.89280388,POINT (-73.89280387542978 40.75477844337636)
272935298,8/15/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,BROOKLYN,60,984062,148717,40.57486976,-74.00067674,POINT (-74.00067674279293 40.574869755148875)
273119136,8/19/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,0,BROOKLYN,83,1007843,194013,40.69916615,-73.91491403,POINT (-73.9149140284842 40.69916614747374)
273155584,8/19/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,2,BROOKLYN,79,999496,190300,40.6890014,-73.94502653,POINT (-73.9450265328727 40.68900139556)
273119122,8/19/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK HISPANIC,0,BROOKLYN,83,1007843,194013,40.69916615,-73.91491403,POINT (-73.9149140284842 40.69916614747374)
273244847,8/21/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,<18,M,BLACK,0,BROOKLYN,60,983355,149452,40.57688714,-74.00322182,POINT (-74.00322182496801 40.576887142623555)
273292085,8/23/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,<18,M,BLACK,0,MANHATTAN,24,994260,229982,40.79791777,-73.96384631,POINT (-73.96384631347463 40.797917765510576)
273488664,8/25/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,<18,M,BLACK,2,BROOKLYN,60,984533,149635,40.57738948,-73.99898125,POINT (-73.9989812476835 40.577389482287835)
273415509,8/25/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,MANHATTAN,32,1001091,240445,40.8266254,-73.93914816,POINT (-73.93914815670928 40.826625401064284)
273488674,8/26/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK HISPANIC,0,MANHATTAN,14,987472,214939,40.756635,-73.98837,POINT (-73.98837 40.756635)
273503551,8/27/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,WHITE,0,QUEENS,112,1027498,202160,40.72145346,-73.84397787,POINT (-73.84397787334406 40.721453463981256)
273621691,8/29/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,2,BROOKLYN,75,1016177,180128,40.66102886,-73.88492404,POINT (-73.88492404183455 40.66102886211856)
273802780,9/2/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,0,BROOKLYN,70,995708,176233,40.65038809,-73.958708,POINT (-73.95870799934544 40.65038808850883)
273820233,9/2/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,0,MANHATTAN,30,997073,238764,40.82201828,-73.95366967,POINT (-73.95366966707019 40.822018281123995)
274267393,9/3/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,45-64,M,BLACK,0,MANHATTAN,28,996089,231418,40.80185693,-73.95723788,POINT (-73.95723787920869 40.80185693178382)
273922144,9/4/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,MANHATTAN,32,1000622,235883,40.81410488,-73.94085393,POINT (-73.94085393110794 40.814104882666705)
273901616,9/5/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,MANHATTAN,5,985718,202069,40.72130928,-73.99470404,POINT (-73.99470403566707 40.72130928402614)
273901615,9/5/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,MANHATTAN,5,985467,203320,40.724743,-73.995606,POINT (-73.995606 40.724743)
273939581,9/5/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK HISPANIC,0,MANHATTAN,33,1001730,246718,40.843844,-73.936821,POINT (-73.936821 40.843844)
273996263,9/5/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,MANHATTAN,33,1000754,243054,40.83378699,-73.94035943,POINT (-73.94035942512461 40.833786992805464)
274008835,9/6/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,0,MANHATTAN,33,1000866,243388,40.834706,-73.939954,POINT (-73.939954 40.834706)
274059682,9/7/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,2,BROOKLYN,73,1010049,183477,40.67024109,-73.90699864,POINT (-73.90699864057031 40.67024109400334)
274049217,9/7/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,2,BROOKLYN,73,1010001,183707,40.670873,-73.907168,POINT (-73.907168 40.670873)
274113665,9/8/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,45-64,M,WHITE,0,QUEENS,101,1046535,156374,40.59566784,-73.77572287,POINT (-73.77572287296877 40.59566784376927)
274164049,9/9/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,ASIAN / PACIFIC ISLANDER,0,MANHATTAN,30,999893,241998,40.83089014,-73.94347329,POINT (-73.94347328611317 40.83089014410396)
274298297,9/12/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,MANHATTAN,28,996784,233622,40.807907,-73.95472,POINT (-73.95472 40.807907)
274298298,9/12/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,MANHATTAN,28,996784,233622,40.807907,-73.95472,POINT (-73.95472 40.807907)
274378286,9/13/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,0,MANHATTAN,14,987472,214939,40.756635,-73.98837,POINT (-73.98837 40.756635)
274442137,9/13/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK HISPANIC,0,BROOKLYN,70,995876,174823,40.64651773,-73.958105,POINT (-73.95810499625229 40.64651772543904)
274500808,9/14/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE,0,BROOKLYN,76,986368,190549,40.68968947,-73.99236272,POINT (-73.99236271577318 40.68968946717348)
274454951,9/14/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,<18,M,BLACK,0,BROOKLYN,75,1015621,181414,40.664561,-73.886919,POINT (-73.886919 40.664561)
274504828,9/15/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,BRONX,42,1009516,239520,40.82406646,-73.90870948,POINT (-73.90870947674776 40.824066458479436)
274572387,9/17/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,0,QUEENS,110,1017225,209572,40.74184182,-73.88100252,POINT (-73.8810025231725 40.741841824897115)
274713337,9/20/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE,0,MANHATTAN,25,1001039,232955,40.806069,-73.939352,POINT (-73.939352 40.806069)
274766291,9/21/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,0,QUEENS,115,1020429,212242,40.74915777,-73.86942584,POINT (-73.8694258444689 40.74915777082326)
274818675,9/22/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,QUEENS,103,1042297,192834,40.695773,-73.790667,POINT (-73.790667 40.695773)
274852697,9/23/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,WHITE HISPANIC,0,QUEENS,110,1019077,212054,40.74865,-73.874306,POINT (-73.874306 40.74865)
274886026,9/24/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK HISPANIC,0,MANHATTAN,33,1002452,246619,40.84356854,-73.93421368,POINT (-73.93421368237416 40.843568542965166)
274932701,9/25/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,<18,M,BLACK,0,MANHATTAN,32,1000977,238383,40.82096601,-73.93956521,POINT (-73.93956521485524 40.82096601394009)
275106668,9/27/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,<18,M,BLACK,0,QUEENS,114,1003204,216794,40.76170555,-73.93157997,POINT (-73.9315799738943 40.761705546024395)
275074473,9/27/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,45-64,M,WHITE HISPANIC,1,QUEENS,109,1030217,217020,40.76222668,-73.83406724,POINT (-73.83406724128062 40.76222667744563)
275169357,9/29/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,2,BROOKLYN,79,999567,189806,40.6876371,-73.94477021,POINT (-73.94477021268119 40.68763710272673)
275175157,9/29/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK HISPANIC,0,MANHATTAN,33,999664,244252,40.83707713,-73.94429561,POINT (-73.9442956086393 40.83707712556259)
275204741,9/30/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,2,BROOKLYN,79,1000301,192923,40.696192,-73.942116,POINT (-73.942116 40.696192)
275199177,9/30/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,MANHATTAN,13,985850,210155,40.743504,-73.994224,POINT (-73.994224 40.743504)
275339817,10/1/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,QUEENS,114,1000091,214734,40.7560575,-73.94282211,POINT (-73.94282211143165 40.75605750004504)
275244192,10/1/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK HISPANIC,0,MANHATTAN,33,1002590,246866,40.8442462,-73.93371424,POINT (-73.93371424251394 40.84424619986629)
275339815,10/1/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,QUEENS,114,1000091,214734,40.7560575,-73.94282211,POINT (-73.94282211143165 40.75605750004504)
275351591,10/3/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,<18,M,BLACK,2,BROOKLYN,79,1000301,192923,40.696192,-73.942116,POINT (-73.942116 40.696192)
275351581,10/3/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,2,BROOKLYN,79,1000301,192923,40.696192,-73.942116,POINT (-73.942116 40.696192)
275354886,10/3/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,45-64,M,BLACK,0,MANHATTAN,28,997670,230545,40.79945853,-73.9515291,POINT (-73.9515290994865 40.79945852597397)
275339818,10/3/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,2,BROOKLYN,73,1010049,183477,40.67024109,-73.90699864,POINT (-73.90699864057031 40.67024109400334)
275349209,10/3/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,<18,M,BLACK,0,MANHATTAN,24,992726,227204,40.79029451,-73.96939025,POINT (-73.96939025412665 40.79029451203716)
275427219,10/5/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,<18,M,WHITE HISPANIC,0,MANHATTAN,25,1001502,231160,40.80113988,-73.93768695,POINT (-73.93768695042655 40.80113988172211)
275506070,10/6/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,0,BROOKLYN,72,981154,171500,40.63740389,-74.0111551,POINT (-74.0111551016805 40.63740389359873)
275506071,10/6/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,0,BROOKLYN,72,979306,172969,40.64143515,-74.01781465,POINT (-74.01781464949576 40.641435145615965)
275704462,10/6/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,BROOKLYN,70,995869,164512,40.61821623,-73.95814797,POINT (-73.95814797364747 40.61821622663586)
275583124,10/7/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,45-64,M,BLACK,0,BROOKLYN,75,1019699,188375,40.6836516,-73.87218618,POINT (-73.87218617994516 40.68365160339583)
275583122,10/7/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,MANHATTAN,28,997385,231299,40.80152848,-73.952557,POINT (-73.95255699888203 40.80152847787514)
275583121,10/7/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,<18,M,BLACK,0,MANHATTAN,28,997385,231299,40.80152848,-73.952557,POINT (-73.95255699888203 40.80152847787514)
276082917,10/7/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,WHITE HISPANIC,0,BRONX,52,1012928,255180,40.86703811,-73.89631435,POINT (-73.89631435413959 40.867038108293045)
275586198,10/7/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,BROOKLYN,69,1011603,174539,40.6457036,-73.90143297,POINT (-73.90143297324538 40.645703597681724)
275618802,10/8/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,45-64,M,BLACK,2,BROOKLYN,79,1000301,192923,40.696192,-73.942116,POINT (-73.942116 40.696192)
275774194,10/10/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,MANHATTAN,25,1002640,231748,40.80275148,-73.93357496,POINT (-73.93357496293187 40.80275148499169)
275722329,10/10/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,BROOKLYN,88,992440,189270,40.68617537,-73.97046928,POINT (-73.97046928111624 40.68617536994482)
275708346,10/10/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,45-64,M,WHITE HISPANIC,0,MANHATTAN,34,1004367,254624,40.86553572,-73.9272684,POINT (-73.92726840202711 40.865535719276465)
275740188,10/11/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,MANHATTAN,19,993626,219051,40.76791577,-73.96615142,POINT (-73.96615142268037 40.767915773333215)
275845919,10/12/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,MANHATTAN,23,998969,229216,40.795809,-73.946837,POINT (-73.946837 40.795809)
275862659,10/12/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,BRONX,43,1025754,240828,40.82759517,-73.85003071,POINT (-73.8500307141073 40.82759516763642)
275853418,10/12/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,2,BROOKLYN,79,997241,193691,40.698304,-73.953147,POINT (-73.953147 40.698304)
275903831,10/13/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,0,MANHATTAN,33,999769,242707,40.832839,-73.943917,POINT (-73.943917 40.832839)
275940820,10/14/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,MANHATTAN,24,992455,228573,40.7940523,-73.97036726,POINT (-73.97036725563487 40.79405230340366)
276104242,10/17/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE,0,MANHATTAN,13,986753,210854,40.74542172,-73.9909669,POINT (-73.99096689618635 40.74542171631275)
276080918,10/17/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,2,BROOKLYN,75,1012615,183981,40.67161661,-73.8977465,POINT (-73.89774649915194 40.6716166108025)
276075107,10/17/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,WHITE HISPANIC,2,BROOKLYN,79,1001404,193715,40.698364,-73.938133,POINT (-73.938133 40.698364)
276209015,10/18/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,0,MANHATTAN,23,1000329,226031,40.78706438,-73.94193603,POINT (-73.94193602501157 40.78706437966085)
276289135,10/21/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK HISPANIC,0,MANHATTAN,33,1001799,247298,40.84543352,-73.936572,POINT (-73.93657200046846 40.84543352023403)
276289618,10/22/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,BROOKLYN,67,998552,172619,40.640466,-73.948464,POINT (-73.948464 40.640466)
