Date,location,operator,planeType,Dead,Aboard,Ground,,,
2/18/56,"Near Zurrieg, Malta",Scottish Airlines,Avro 685 York C-1,50,50,0,,,
2/20/56,"Near Cairo, Egypt",Transport Aerien Intercontinentaux (France),Douglas DC-6B,52,64,0,,,
2/24/56,"Near Aleppo, Syria",Syrian Airways,Douglas DC-3,19,19,0,,,
2/25/56,"Jalkot, Pakistan",Pakistan International Airlines,Douglas C-47B,3,3,0,,,
3/21/56,"Tezpur, India",Indian Airlines,Douglas DC-3,2,21,0,,,
3/28/56,"Largs, England",Starways,Douglas C-47B,1,3,0,,,
3/31/56,"Indapur, India",National Air Operators,Douglas C-47A,3,3,0,,,
3/31/56,"Korat ,Thailand",Military - Royal Thai Air Force,Douglas C-47A,19,19,0,,,
4/1/56,"Pittsburgh, Pennsylvania",Trans World Airlines,Martin 404,22,36,0,,,
4/2/56,"Seattle, Washington",Northwest Orient Airlines,Boeing 377 Stratocruiser 10-30,5,38,0,,,
4/9/56,"Skilak Lake, Alaska",Cordova Airlines,Aero Commander  520,6,6,0,,,
4/18/56,"Parintins, Brazil",Panair do Brasil,Consolidated PBY-5A Catalina,3,12,0,,,
4/30/56,"London, England",Scottish Airlines,Avro 685 York C-1,2,54,0,,,
5/15/56,"Orleans, Ontario, Canada",Military - Royal Canadian Air Force,CF-100 Mark V,2,2,13,,,
5/15/56,"Kathmandu, Nepal",Indian Airlines,Douglas DC-3,14,31,1,,,
5/24/56,"Guatemala City, Guatemala",Aviateca,Douglas C-47-DL (DC-3),30,31,0,,,
6/13/56,Over North Carolina,Piedmont,Douglas DC-3,1,NA,0,,,
6/20/56,"Asbury Park, New Jersey",Linea Aeropostal Venezolana,Lockheed 1049E-55 Super Constellation,74,74,0,,,
6/24/56,"Kano, Nigeria",British Overseas Airways,Canadair C-4 Argonaut,32,45,0,,,
6/30/56,"Grand Canyon, Arizona",United Air Lines / Trans World Airlines,Douglas DC-7 / Lockheed S Constellation,128,128,0,,,
7/9/56,"Near Flat Rock, Michigan",Trans Canada Air Lines,Vickers Viscount,1,35,0,,,
7/13/56,"Near Brows Mills, New Jersey",Military - U.S. Air Force,Douglas C-118A,46,66,0,,,
7/15/56,"Shannon, Ireland",Swissair,Convair CV-440-11,4,4,0,,,
7/16/56,"Rio Cuarto, Argentina",Aerolineas Argentinas,Douglas DC-3,18,18,0,,,
8/8/56,"Thazi, Burma",Union of Burma Airways,Douglas DC-3,12,22,0,,,
8/29/56,"Cold Bay, Alaska",Canadian Pacific Air Lines,Douglas DC-6B,15,22,0,,,
9/9/56,"Bartlesville, Oklahoma",Continental Airlines,Douglas DC-3 / Cessna 170B,0,18,0,,,
9/9/56,"Amman, Jordan",Jordan International Airlines,Curtiss C-46A-45-CU,1,57,0,,,
10/2/56,"Near Nome, Alaska",Alaska Airlines,Stinson AT-19,5,5,0,,,
10/10/56,"Off Land's End, England",Military - U.S. Navy,Douglas C188-B,59,59,0,,,
10/16/56,Over the Pacific Ocean,Pan American World Airways,Boeing  377 Stratocruiser,0,31,0,,,
10/19/56,"Agartala, India",Indian Airlines,Douglas DC-3,3,3,0,,,
10/28/56,Over the Mediterranean Sea,Military - Egyptian Air Force,Curtiss C-46,23,23,0,,,
11/5/56,"Blackbushe, England",Britavia,Handley Page HP-1 Hermes,7,80,0,,,
11/7/56,"Hommelfjell, Norway",Braathens,de Havilland DH-114 Heron 2B,2,12,0,,,
11/15/56,"Puerto Somoza, Nicaragua",Aerovias Guest,Douglas C-54A-10-DC,25,25,0,,,
11/17/56,"El Rucio Mountain, Colombia",Empresa Aviacion del Pacifico,Douglas DC-3,36,36,0,,,
11/24/56,"Paris, France",Linee Aeree Italiane,Douglas DC-6B,34,35,8,,,
11/24/56,"Near Eglisau, Switzerland",Ceskoslovenske Aerolinie,Ilyushin IL-12B,23,23,0,,,
11/27/56,"Caracas, Venezuela",Linea Aeropostal Venezolana,Lockheed 749-79-34 Constellation,25,25,0,,,
12/8/56,"Caqueta, Colombia",AIDA,Consolidated PBY-5A Catalina,14,16,0,,,
12/9/56,"Near Chilliwack, British Columbia, Canada",Trans Canada Air Lines,Canadair DC-4M-2 Northstar,62,62,0,,,
12/12/56,"Dannemois, France",Air France,Vickers 708 Viscount,5,5,0,,,
12/22/56,"Mt. Giner, Italy",Linee Aeree Italiane,Douglas DC-3,21,21,0,,,
12/22/56,"Grub, Germany",JAT Yugoslav Airlines,Convair CV-340-58,3,30,0,,,
12/30/56,"Dhahran, Saudi Arabia",Military - U.S. Air Force,Lockheed C-121C Super Constellation,15,41,0,,,
1/6/57,"Owasso, Oklahoma",American Airlines,Convair CV-240-0,1,10,0,,,
1/11/57,"Near Buenos Aires, Argentina",Lineas Aereas del Estado,Vickers 615 Viking 1B,17,33,1,,,
1/23/57,"Ometepe Island, Nicaragua",Lanica,Douglas DC-3,16,16,0,,,
1/29/57,"Paris, France",Air France,SNCASE SE.2010 Armagnac,2,70,0,,,
1/31/57,"Near Sunland, California",Douglas Aircraft,Douglas DC-7B / U.S. Air Force F-89J,5,6,3,,,
2/1/57,"New York, New York",Northeast Airlines,Douglas DC-6A,21,101,0,,,
2/22/57,"Kimpo Air Base, South Korea",Military - U.S. Air Force,Douglas C-124C,22,159,0,,,
3/2/57,"Blyn, Washington",Alaska Airlines,Douglas C-54B,5,5,0,,,
3/4/57,"Near Miho AB, Japan",Japanese Air Force,Curtiss C-46D-15--CU,17,17,0,,,
3/5/57,"Drayton, England",Military -Royal Air Force,Blackburn Beverley C Mark 1,18,22,2,,,
3/9/57,"El Soldado, Colombia",AVIANCA,Douglas DC-3,15,15,0,,,
3/14/57,"Manchester, England",British European Airways,Vickers Viscount 701,20,20,2,,,
3/17/57,"Near Cebu, Philippines",Military - Philippine Air Force,Douglas C-47-A-75-DL Skytrain,24,25,0,,,
3/18/57,"Near Sayari, Bolivia",Lloyd Aereo Boliviano,Douglas DC-3,19,19,0,,,
3/22/57,Over the North Pacific Ocean,Military - U.S. Air Force,Boeing C-97C,67,67,0,,,
4/7/57,"Bage, Brazil",Varig,Curtiss C-46A-45-CU,40,40,0,,,
4/8/57,"Algiers, Algeria",Air France,Douglas DC-3,34,34,0,,,
4/10/57,"Anchieta Island, Brazil",REAL,Douglas DC-3,26,30,0,,,
4/15/57,"Merida, Mexico",Transportes A????reos Mexicanos,Consolidated B-24J,3,3,1,,,
4/17/57,"Near El Quweira, Jordan",Military -Royal Air Force,Vickers Valetta C-Mk.1,24,24,0,,,
4/20/57,"Jirkouk, Iraq",Air France,Lockheed Super Constellation,1,NA,0,,,
5/1/57,"Blackbushe, Hants, England",Eagle Aviation,Vickers Viking 1B,34,35,0,,,
5/5/57,"Santoshpur, India",Indian Airlines,Douglas C-47A,1,3,0,,,
5/9/57,"Barajas, Madrid, Spain",Aviaco,Bristol 170 Freighter,37,37,0,,,
5/13/57,"Narsarressuak, Greenland",U.S. Overseas Airways,Douglas DC-4,2,3,0,,,
5/13/57,"New Delhi, India",Indian Airlines,Douglas DC-3,2,2,3,,,
5/13/57,"Near San Carlos de Bariloche, Argentina",Lineas Aereas del Estado,Vickers 615 Viking 1B,16,16,0,,,
6/14/57,"Near Moscow, Russia",LOT Polish Airlines,Ilyushin P-14,9,13,0,,,
6/18/57,"Bodensee, Switzerland",Swissair,Douglas C-47B,9,9,0,,,
6/22/57,"Near Clarksburg, Maryland",Capital Airlines,Douglas C-47A,3,3,0,,,
6/23/57,"Port Hardy, BC, Canada",Pacific Western,Douglas DC-3,14,18,0,,,
6/24/57,"Horn Island, Queensland, Australia",Adastra Airways,L-Hudson,6,NA,NA,,,
7/1/57,"Bay of Bengal, Pakistan",Pakistan International Airlines,Douglas DC-3,24,24,0,,,
7/3/57,"Near Fort Rupert, Quebec, Canada",Kenting Air,L-Hudson,4,NA,NA,,,
7/16/57,"Near Taipei, Taiwan (Formosa)",Military - United States Air Force,Douglas C-47,16,16,0,,,
7/16/57,"Near Biak, Indonesia",KLM Royal Dutch Airlines,Lockheed 1049C Super Constellation,58,68,0,,,
7/25/57,"Daggett, California",Western Airlines,Convair CV-240,1,16,0,,,
8/11/57,"Near Issoudun, Quebec, Canada",Maritime Central Airways,Douglas DC-4,79,79,0,,,
8/15/57,"Copenhagen, Denmark",Aeroflot,Ilyushin IL-14P,23,23,0,,,
8/20/57,"Assam, India",Indamer,Douglas DC-3,8,8,0,,,
8/29/57,"Near Juticalpa, Honduras",Sahsa Airlines,Douglas DC-3,12,12,0,,,
9/3/57,"Niquitao, Venezuela",Avensa,Douglas DC-3,8,8,0,,,
9/15/57,"New Bedford, Massachusetts",Northeast Airlines,Douglas DC-3,12,24,0,,,
9/18/57,"Montevideo,  Uruguay",REAL,Convair CV-440-62,1,35,0,,,
9/28/57,"Islay-Glenegedale Airport, Scotland",British European Airways,de Havilland DH-114 Heron,3,3,0,,,
9/30/57,"Akshi, Russia",Aeroflot,Ilyushin IL-12,27,27,0,,,
10/3/57,"Beirut, Lebanon",Lebanese International Airways,Curtiss C-46A-45-CU,27,27,0,,,
10/18/57,"Porto Alegre, Brazil",Varig,Douglas C-47A,2,2,0,,,
10/23/57,"Belfast, Ireland",British European Airways,Vickers 802 Viscount,7,7,0,,,
10/28/57,"Madrid, Spain",Iberia Airlines,Douglas DC-3,21,21,0,,,
10/30/57,"Near Campeche, Mexico",Transportes Aereos Mexicanos,Fairchild C-82A,3,3,0,,,
11/3/57,"Dusseldorf, West Germany",Herfurtner Company,Douglas DC-4,7,7,1,,,
11/4/57,"Moscow, Russia",TAROM,Ilushin Il-14,4,NA,NA,,,
11/6/57,"Bristol, England",Bristol Aeroplane Co.,Bristol Britannia 175,15,15,0,,,
11/8/57,"900 miles E of Honolulu, Hawaii, Pacific Ocean",Pan American World Airways,Boeing - 377-10-29 Stratocruiser,44,44,0,,,
11/15/57,"Near Palma de Mallorca, Spain",Aviaco,de Havilland DH-114 Heron 2D,4,4,0,,,
11/15/57,"Chessell Down, England",Aquilla Airways,Short Solent 3 (flying boat),43,58,0,,,
11/21/57,"Christchurch, New Zealand",Straits Air Freight Express,Bristol 170 Freighter 31,4,4,0,,,
12/8/57,"Bolivar, Argentina",Aerolineas Argentinas,Douglas DC-4,61,61,0,,,
12/10/57,"Jeannine Lake, Quebec, Canada",Northern Wings,Douglas C-47A,3,3,0,,,
12/11/57,"Ozamis City, Philippines",Philippine Air Lines,de Havilland Canada DHC-3 Otter,2,12,0,,,
12/18/57,"Near Birobidzhan, Russia",Aeroflot,Ilyushin IL-12,27,27,0,,,
12/23/57,"Off Oahu, Hawaii",Military - U.S. Navy,Lockheed WV-2,19,23,0,,,
12/23/57,"Stansted, England",Scottish Airlines,Avro 685 York C-1,4,4,0,,,
12/31/57,"Buenos Aires, Argentina",Aerolineas Argentinas,Short Sunderland,8,51,0,,,
1/16/58,"Belem, Brazil",Cruzeiro,Fairchild C-82A,3,3,0,,,
1/20/58,"Near La Paz, Bolivia",TAM (Bolivia),Douglas DC-3,11,11,0,,,
2/1/58,"Norwalk, California",Military - U.S.  Air Force / Military - U.S. Navy,Douglas C-118A / Lockheed P2V-5F,47,49,1,,,
2/1/58,"Rio de Janeiro, Brazil",Loide A????reo Nacional,Douglas DC-4,5,67,0,,,
2/3/58,"Norwalk, california",Military - U.S. Air Force / U.S. Navy,C-118 transport / PU-2 Neptune,47,49,1,,,
2/6/58,"Munich, Germany",British European Airways,Airspeed Ambassador AS-57,23,44,0,,,
2/15/58,"Mount Vesuvius, Italy",Military - US Air Force,Douglas VC-47A,16,16,0,,,
2/19/58,"Raiatea, French Polynesia",R????seau A????rien Interinsulaire,Consolidated PBY-5A  Catalina,15,15,0,,,
2/19/58,"Cairo, Egypt",KLM Royal Dutch Airlines,Douglas DC-6B,1,21,0,,,
2/20/58,"Off Corvo Island, Azores",Military - U.S. Navy,Lockheed WV-2,22,22,0,,,
2/27/58,"Horwich, Lancs, England",Silver City Airways,Bristol 170 Freighter 21,35,42,0,,,
3/7/58,"Menzalah Lake, Egypt",Misrair,Vickers 628 Viking 1B,8,26,0,,,
3/7/58,"Off Ryukyu Islands, Okinawa",Military - U.S. Marine Corps/Military - U.S. Marine Corps,Fairchild R4Q / Dougas AD-6 skyraider,26,26,0,,,
3/22/58,"Grants, New Mexico",Private,Lockheed 18 Lodestar,4,4,0,,,
3/24/58,"Near Kathmandu, Nepal",Indian Airlines,Douglas DC-3,20,20,0,,,
3/25/58,"Miami, Florida",Braniff Airlines,Douglas DC-7-C,9,24,0,,,
3/27/58,"Bridgeport, Texas",Military - U.S. Air Force/Military - U.S. Air Force,Douglas C-124C / Fairchild C-119C,18,18,0,,,
4/2/58,"Quito, Ecuador",Transportes Aereos Orientales,Junkers JU-52/3m,3,14,0,,,
4/6/58,"Freeland, Michigan",Capital Airlines,Vickers Viscount 745D,47,47,0,,,
4/7/58,"Mt. Illiniza, Ecuador",AREA,Douglas DC-3,32,32,0,,,
4/14/58,"Off Castell de Fels, Spain",Aviaco,de Havilland DH-114 Heron 2D,16,16,0,,,
4/21/58,"Near Sloan, 10 miles SW of Las Vegas, Nevada",United Air Lines / Military - U.S. Air Force,Douglas DC-7 / F-100F,49,49,0,,,
5/15/58,"New Delhi, India",Pakistan International Airlines,Convair CV-240-7,21,38,2,,,
5/16/58,"Chatenoy, France",British European Airways,Douglas C-47A,3,3,0,,,
5/18/58,"Near Casablanca, Morocco",Sabena,Douglas DC-7C,61,65,0,,,
5/20/58,"Brunswick, Maryland",Capital Airlines / Military - Air National Guard,Vickers Viscount 745D / T-33A,12,13,0,,,
5/25/58,"Gurgaon, India",Dan-Air Services,Avro 685 York C-1,4,5,0,,,
5/31/58,"Rio de Janeiro, Brazil",Paraense Transportes A????reos,Curtiss C-46D,4,4,0,,,
5/31/58,"SW of Algiers, Algeria",Air France,Douglas DC-3,15,15,0,,,
6/2/58,"Near Guadalajara, Mexico",Aeronaves de Mexico,Lockheed 749A Constellation,45,45,0,,,
6/2/58,"Manila, Philippines",Pan American World Airways,Boeing 377 Stratocruiser 10-26,1,57,0,,,
6/4/58,"Martinsburg, West Virginia",Capital Airlines,Douglas DC-3,1,3,0,,,
6/9/58,"Magadan Oblast, Russia",Aeroflot,Ilyushin IL-12,24,24,0,,,
6/16/58,"Curitiba, Brazil",Cruzeiro,Convair CV-440-59,21,26,0,,,
6/25/58,"Mohanbari, India",Indian Airlines,Douglas C-47A,5,7,0,,,
6/27/58,"Near Chicopee Falls, Massachusetts",Military - U.S. Air Force,Boeing KC-135A,15,15,0,,,
7/9/58,"Dhaka, Baangladesh",Indian Airlines,Douglas C-47A,3,3,0,,,
8/9/58,"Benghazi, Libya",Central African Airways,Vickers Viscount 748D,36,54,0,,,
8/11/58,"Near Belem, Brazil","	Loide A????reo Nacional",Douglas DC-4,10,11,0,,,
8/12/58,"Sakiya Saugye, Japan",All Nippon Airways,Douglas DC-3,33,33,0,,,
8/14/58,"North Atlantic Ocean, 100 miles W of Galway Bay, Ireland",KLM Royal Dutch Airlines,Lockheed 1049H Super Constellation,99,99,0,,,
8/15/58,"Near Chita, Russia",Aeroflot,Tupolev TU-104-A,64,64,0,,,
8/15/58,"Nantucket, Massachusetts",Northeast Airlines,Convair CV-240-2,25,34,0,,,
9/2/58,Off Guam,Military - U.S. Air Force,Douglas C-124C Globemaster,19,19,0,,,
9/2/58,"London, England",Independent Air Travel,Vickers 621 Viking 1,3,3,4,,,
9/2/58,"Sasnashen, Russia",Military - U.S. Air Force,Lockheed C-130A-II Hercules,17,17,0,,,
9/5/58,"Campina Grande, Brazil",Loide Aereo Nacional,Curtiss C-46A-CU,13,44,0,,,
9/7/58,"Kazakh, Russia",Aeroflot,Aeroflot,27,27,0,,,
9/8/58,"Near Fairchild AFB, Washington DC",Military - U.S. Air Force / U.S. Air Force,Boeing B-52 / Boeing B-52,13,16,0,,,
9/9/58,"Mount Oyama, Japan",Flying Tiger Line,Lockheed L-1049H Super Constellation,8,8,0,,,
9/15/58,"Triel, France",Military - U.S. Air Force,Lockheed C-130A Hercules,15,15,0,,,
9/19/58,"Near Lazo, Russia",Aeroflot,Ilyushin IL-12,28,28,0,,,
9/29/58,Over the Mediterranean Sea,Middle East Airlines,Avro 685 York I,5,5,0,,,
10/9/58,"Payette, Idaho",Military - U.S. Air Force,Fairchild C-123 Provider,19,19,0,,,
10/14/58,"Mt. Alto del Cedro, Venezuela",Linea Aeropostal Venezolana,Lockheed 1049E Super Constellation,23,23,0,,,
10/15/58,"Villa Montes, Bolivia",TAM (Bolivia),Douglas C-47A,20,20,0,,,
10/17/58,"Near Kanash, Russia",Aeroflot,Tupolev TU-104A,80,80,0,,,
10/18/58,"NAS Argentia, Placentia Bay,  Newfoundland,  Canada",Military - U.S. Navy,Lockheed WV-2 Super Constellation,11,29,0,,,
10/22/58,"Anzio, Italy",British European Airways,Vickers Viscount 701C,31,31,0,,,
11/1/58,"Nipe Bay, Cuba",Cubana de Aviacion,Vickers Viscount 755D,17,20,0,,,
11/3/58,"Near Roccatamburo di Poggiodomo, Italy",Yemen Airlines,Douglas C-47-DL,8,8,0,,,
11/8/58,"La Paz, Bolivia",TAM (Bolivia),Douglas DC-3,3,3,0,,,
11/9/58,North Atlantic Ocean,ARTOP Aerotopografica LDA,Martin Mariner,42,42,0,,,
11/16/58,"Fort Collins, Colorado",Capitol Airways,Curtiss C-46F,2,2,0,,,
12/4/58,"Guadarrama Mountains, Spain",Aviaco,SNCASE Languedoc,21,21,0,,,
12/23/58,"Tashkent, Uzbekstan",Aeroflot,Ilyushin IL-14,21,21,0,,,
12/24/58,"Winkton, England",BOAC,Bristol 175 Britannia 312,9,12,0,,,
12/26/58,"Salisbury, Zimbabwe (Harare, Zimbabwe)",Union Aeromaritime de Transport,Douglas DC-6B,3,70,0,,,
12/30/58,"Rio de Janeiro, Brazil",VASP,Saab Scandia,21,37,0,,,
1/6/59,"Mt. Pena Blanca, Guatemala",Sahsa Airlines,Douglas DC-3,5,5,0,,,
1/8/59,"Mt. Holston, Tennessee",Southeast Airlines,Douglas DC-3,10,10,0,,,
1/11/59,"Rio de Janeiro, Brazil",Lufthansa,Lockheed 1049G Super Constellation,36,39,0,,,
1/14/59,"Panther Peak, California",California Air Freight,Curtiss C-46F,2,2,0,,,
1/16/59,"Off Mar del Plata, Argentina",Austral Lineas Aeras (Argentina),Curtiss C-46A-50-CU,51,52,0,,,
1/18/59,"Stalingrad, Russia",Aeroflot,Ilyushin IL-14P,25,25,0,,,
1/21/59,"Near Merida, Venezuela",Linea Expresa Bolivar,Curtiss C-46D-15-CU,4,4,0,,,
1/22/59,"Dabouk, Jordan",Air Jordan,Convair CV-240-2,10,15,0,,,
1/27/59,"Brindisi, Italy",Air Charter,Avro 688,2,6,0,,,
2/1/59,"Kerrville, Texas",General Airways,Douglas DC-3,3,28,0,,,
2/3/59,"La Guardia Airport, New York, NY",American Airlines,Lockheed  188A Electra,65,73,0,,,
2/3/59,"Mason City, Iowa",Dwyer Flying Service - Private Charter,Beechcraft Bonanza 35,4,4,0,,,
2/17/59,"Gatwick, Surrey, England",Turkish Airlines (THY),Vickers Viscount 794D,14,24,0,,,
2/18/59,"Belen, Chile",Southern Cross Airways,Curtiss C-46A,5,5,0,,,
3/5/59,"Managua, Nicaragua",TACA,Vickers Viscount 763,15,19,0,,,
3/12/59,"Tobu, India",Indian Airlines,Douglas C-47A,5,7,0,,,
3/13/59,"Mahon, Spain",Aviaco,Bristol 170 Freighter 21E,1,18,0,,,
3/29/59,"Near Bangui, Central African Republic",Union Aeromaritime de Transport,Nord 2501 Noratlas,9,9,0,,,
3/29/59,"Near Silchar, India",Indian Airlines,Douglas DC-3,24,24,0,,,
3/30/59,"Alma, Georgia",Riddle Airlines,Curtiss C-46A,2,2,0,,,
4/17/59,"Puerto Kino, Mexico",Tigres Voladores,Curtiss C-46F-1-CU,26,26,0,,,
4/23/59,"Van, Turkey",Air Charter,Avro 688 Super Trader,12,12,0,,,
4/29/59,"Valdemeca, Spain",Iberia Airlines,Douglas DC-3,28,28,0,,,
5/2/59,"Mallorca, Spain",Austria-Flugdienst,Douglas DC-3,5,5,0,,,
5/12/59,"Charleston, West Virginia",Capital Airlines,Lockheed C-69 Constellation,2,44,0,,,
5/12/59,"Chase, Maryland",Capital Airlines,Vickers Viscount 745D,31,31,0,,,
5/13/59,"Near Toumavista, Peru",Transportes Aereos Peruanos,Curtiss C-46A,12,12,0,,,
5/15/59,"Off Mar del Plata, Aregntina",Aerolineas Argentinas,Douglas DC-3,10,10,0,,,
5/21/59,"Moro, Peru",Lineas A????reas Interpolar,Curtiss C-46A-50-CU,8,8,0,,,
6/1/59,Nicaragua,Aerolineas Nacionales,Curtiss C-46,60,60,0,,,
6/5/59,"Near Sheyma, Alaska",Militiary - US Air Force,Boeing RC-135E,19,19,0,,,
6/23/59,"Cerros Baco, Peru",AVIANCA,Douglas DC-4,14,14,0,,,
6/26/59,"Near Varese, Lombardia, 20 miles NW of Milan, Italy",Trans World Airlines,Lockheed 1649A Starliner,68,68,0,,,
6/30/59,"Ishikawa City, Ryukyu Island, Okinawa",Military - U.S. Air Force,North American F-100D-25NA,0,1,17,,,
8/3/59,"Sagone, India",Kalinga Airlines,Douglas DC-3,6,6,0,,,
8/14/59,"Karachi, Pakistan",Pakistan International Airlines,Vickers 815 Viscount,2,3,0,,,
8/15/59,"Calverton, New York",American Airlines,Boeing 707-123,5,5,0,,,
8/19/59,"Near Barcelona, Spain",Transair,Douglas DC-3,32,32,0,,,
8/27/59,"Near Asuncion, Paraguay",Aerolineas Argentinas,de Havilland DH-106 Comet 4,2,50,0,,,
9/2/59,"Abilene, Texas",Aaxico Airlines,Curtiss C-46A,2,2,0,,,
9/8/59,"Poza Rica, Mexico",Mexicana,Douglas DC-3,1,16,0,,,
9/12/59,"Near Tegucigalpa, Honduras",Pan American World Airways,Douglas DC-4,3,3,0,,,
9/23/59,"Sao Paulo, Brazil",VASP,Saab Scandia 90A-1,20,20,0,,,
9/24/59,"Bordeaux, France",T.A. Intercontinentaux (France),Douglas DC-7C,54,65,0,,,
9/24/59,"Great Sitkin Island, Alaska",Reeve Aleutian Airlines,Douglas C-54B,16,16,0,,,
9/29/59,"Buffalo, Texas",Braniff Airlines,Lockheed 188A Electra,34,34,0,,,
10/6/59,"Paloemeu, Suriname",Kappel-Van Eyck Airways,Aero Commander AC 520,2,2,0,,,
10/23/59,"Near Moscow, Russia",Aeroflot,Ilyushin IL-14P,28,28,0,,,
10/26/59,"Santa Maria, California",Pacific Air Lines,Douglas C-47A-DL,1,19,1,,,
10/29/59,"Athens, Greece",Olympic Airways,Douglas DC-3,18,18,0,,,
10/30/59,"Waynesborough, Virginia",Piedmont Airlines,Douglas DC-3,26,27,0,,,
11/4/59,"St. Cleophas, Quebec, Canada",Wheeler Airlines,Douglas C-54A,5,5,0,,,
11/16/59,Gulf of Mexico,National Airlines,Douglas DC-7B,42,42,0,,,
11/16/59,"Lvov, Ukraine, USSR",Aeroflot,Antonov AN-10,40,40,0,,,
11/21/59,"Beirut, Lebanon",Ariana Afghan Airlines,Douglas DC-4,24,27,0,,,
11/24/59,"Chicago, Illinois",Trans World Airlines,Lockheed L-1049H Super Constellation,3,3,8,,,
12/1/59,"Willamsport, Pennsylvania",Allegheny Airlines,Martin 202,25,26,0,,,
12/8/59,"Off Cartagena, Colombia",Sociedad Aeronautica Medellin,Curtiss C-46A,45,45,0,,,
12/13/59,"Near Tashkent, Uzbekistan, USSR",Aeroflot,Ilyushin IL-18,29,29,0,,,
12/17/59,"Ketchikan, Alaska",California Aircraft,Consolidated PBY-5A Catalina,3,3,0,,,
12/21/59,"Rome, Italy",Alitalia,Vickers 785D Viscount,2,2,0,,,
12/22/59,"Rio de Janeiro, Brazil",VASP,Vickers Viscount 827 / Fokker AT-6,32,32,10,,,
12/24/59,"Palembang, Indonesia",Garuda Indonesia Airlines,Douglas C-47A,1,2,0,,,
12/31/59,"Near San Jose de Chiquitos, Bolivia",Lloyd Aereo Boliviano,Douglas DC-3,11,11,0,,,
1/3/60,"Taksing, India",Indian Airlines,Douglas C-47A,9,9,0,,,
1/6/60,"Wilmington/Bolivia, North Carolina",National Airlines,Douglas DC-6B,34,34,0,,,
1/10/60,Gulf of Sirte,Military - U.S. Army,de Havilland Canada U-1A Otter,10,10,0,,,
1/18/60,"Charles City, Virginia",Capital Airlines,Vickers Viscount 745D,50,50,0,,,
1/19/60,"Ankara, Turkey",Scandinavian Airlines (SAS),Sud Aviation Caravelle 1,42,42,0,,,
1/21/60,"Montego Bay, Jamacia",AVIANCA,Lockheed 1049E Super Constellation,37,46,0,,,
1/26/60,"Off Bathurst Island, Australia",Transportes A????reos de Timor,de Havilland DH-114 Heron 2D,9,9,0,,,
2/5/60,"Laguna de Huana-Costa, Bolivia",Lloyd Aereo Boliviano,Douglas DC-4,59,59,0,,,
2/26/60,"Shannon, Ireland",Alitalia,Douglas DC-7C,34,52,0,,,
2/26/60,"Rio de Janeiro, Brazil",REAL / Military - U.S. Navy,Douglas DC-3 / USN R-6D-1,61,61,0,,,
2/26/60,"Lvov-Snilow,  Ukraine",Aeroflot,Antonov 10A,32,33,0,,,
2/26/60,"Lvov, Ukraine, USSR",Aeroflot,Antonov AN-10,32,32,0,,,
3/15/60,"El Refugio, Colombia",Agencia Interamericana de Aviada,Consolidated PBY-5A Catalina,6,13,0,,,
3/16/60,"Nagoya, Japan",All Nippon Airways,Douglas DC-3,3,33,0,,,
3/17/60,"Near Cannelton, 10 mile SE of Tell City, Indiana",Northwest Orient Airlines,Lockheed 188C Electra,63,63,0,,,
3/19/60,"Cordoba, Colombia",SAMSA,Curtiss C-46,25,46,0,,,
4/5/60,"Siuna, Nicaragua",Lanica,Curtiss C-46A-40-CU,2,18,0,,,
4/12/60,"Pelotas, Brazil",Cruzeiro,Douglas DC-3,10,22,0,,,
4/14/60,"Taipei,Taiwan",Military - Royal Thai Air Force,Douglas DC-4,18,18,0,,,
4/18/60,"Stephenville, Newfoundland",Military - U.S. Air Force,Douglas C-124C Globemaster,9,9,0,,,
4/19/60,"Bogota, Colombia",Lloyd Aereo Colombiano,Curtiss C-46,37,51,0,,,
4/20/60,"Hickory, North Carolina",Piedmont Airlines / Private,Fairchild F-27 / Cessna 310,4,44,0,,,
4/22/60,"Bunia, Belgian Congo",Sobelair SA (Belgium),Douglas C-54B,35,35,0,,,
4/28/60,"Near Calabozo, Venezuela",Linea Aeropostal Venezolana,Douglas DC-3,13,13,0,,,
5/15/60,"Jebel Marra, Sudan",Balair,Douglas DC-4-1009,12,12,0,,,
5/18/60,"El Sosneado, Argentina",Transamerican Air Transport,Curtiss C-46,10,10,0,,,
5/23/60,"Atlanta, Georgia",Delta Air Lines,Convair CV-880,4,4,0,,,
6/10/60,"Off  Mackay, Qld. Australia",Trans Australia Airlines,Fokker F-27 Friendship 100,29,29,0,,,
