FY,EMPL,Tax ID,PS,PC,PZ,WS,OCC,Ind,Wage
2020,CHRIS BROWN TRUCKING LLC,6675,TN,Sevierville,37862,KS,45,11,$14.00 - $15.99
2020,CHRIS BRULL HARVESTING,6477,OK,Tulsa,74132,KS,45,11,$14.00 - $15.99
2020,CHRIS DOYLE PLANT BROKERING LLC,8523,LA,Glenmora,71433,LA,45,42,$10.00 - $11.99
2020,CHRIS HOLY FARMS,7611,TN,Sevierville,37862,TX,45,11,$12.00 - $13.99
2020,CHRIS LEMOINE JR FARMS,8487,LA,Cottonport,71327,LA,45,11,$10.00 - $11.99
2020,CHRIS M BRANN,9577,NC,Henderson,27536,NC,45,11,$12.00 - $13.99
2020,CHRIS MOUNIER FARMS,4370,LA,Church Point,70525,LA,45,11,$10.00 - $11.99
2020,CHRIS OLLINGER,5120,OK,Tulsa,74132,TX,45,11,$12.00 - $13.99
2020,CHRIS TABER FARMS INC,4225,ID,Dietrich,83324,ID,45,11,$12.00 - $13.99
2020,CHRIS TUCHSCHERER,3967,ND,Minot,58702,ND,45,11,$14.00 - $15.99
2020,CHRIS TUCHSCHERER,3967,ND,Minot,58702,ND,45,11,$14.00 - $15.99
2020,CHRIS WALDNER AND SONS CONSTRUCTIO,1456,FL,Lakeland,33812,SD,47,23,$14.00 - $15.99
2020,CHRISTENSEN & GIANNINI LLC,9899,CA,Salinas,93905,CA,45,11,$14.00 - $15.99
2020,CHRISTENSEN FAMILY FARMS LLC,9862,ID,Shelley,83274,ID,45,11,$12.00 - $13.99
2020,CHRISTIAN COUNTY TOBACCO FARMS LLC,370,KY,Crofton,42217,KY,45,11,$12.00 - $13.99
2020,CHRISTIAN COUNTY TOBACCO FARMS LLC,370,KY,Lexington,40508,KY,45,11,$12.00 - $13.99
2020,CHRISTIAN LEAF LLC,7772,NH,Goffstown,3045,CT,45,11,$14.00 - $15.99
2020,CHRISTIAN LEAF LLC,7772,NH,Goffstown,3045,CT,45,11,$14.00 - $15.99
2020,CHRISTIAN RICHARD FARMS LLC,3844,LA,Kaplan,70548,LA,45,11,$10.00 - $11.99
2020,CHRISTINA GAMEZ,8358,FL,Avon Park,33825,FL,45,11,$10.00 - $11.99
2020,CHRISTINA GAMEZ,8358,FL,Avon Park,33825,GA,45,11,$10.00 - $11.99
2020,CHRISTINA GAMEZ,8358,FL,Avon Park,33825,TN,45,11,$12.00 - $13.99
2020,CHRISTMAS FLYING SVC LLC,5497,MS,Shelby,38774,MS,45,11,$10.00 - $11.99
2020,CHRISTOPHER BROWN,2505,KY,Lexington,40508,TN,45,11,$12.00 - $13.99
2020,CHRISTOPHER KLUMPP,6818,LA,Morse,70559,LA,45,11,$10.00 - $11.99
2020,CHRISTOPHER SMOOT,6358,KY,Lexington,40508,KY,45,11,$12.00 - $13.99
2020,CHS INC,1095,OK,Frederick,73542,OK,45,11,$12.00 - $13.99
2020,CHUCK HAFNER FARMS LLC,8421,NY,Syracuse,13212,NY,45,11,$12.00 - $13.99
2020,CHUCK HAFNER FARMS LLC,8421,NY,Syracuse,13212,NY,45,11,$14.00 - $15.99
2020,CHUCK HURT SWATHING & BALING,5706,OK,Taloga,73667,OK,45,11,$12.00 - $13.99
2020,CIDER HILL FARM,2670,MN,Fergus Falls,56537,MA,45,11,$12.00 - $13.99
2020,CIMARRON VALLEY PRODUCE LLC,4288,KS,Johnson,67855,KS,45,11,$14.00 - $15.99
2020,CIRCLE A FARM INC,3067,LA,Maurice,70555,LA,45,11,$10.00 - $11.99
2020,CIRCLE C FARMS INC DBA GREEN CIRCL,1607,GA,Brinson,39825,GA,45,11,$10.00 - $11.99
2020,CIRCLE H CITRUS INC,6225,FL,Fort Pierce,34945,FL,45,11,$10.00 - $11.99
2020,CIRCLE M FARMS,2687,MN,Warren,56762,MN,45,11,$14.00 - $15.99
2020,CIRCLE P CATTLE,2809,NE,Lisco,69148,NE,45,11,$14.00 - $15.99
2020,CIRCLE P FARMS,8940,AR,Stuttgart,72160,AR,45,11,$10.00 - $11.99
2020,CIRCLE P FARMS LLC,3312,ID,Sugar City,83448,ID,45,11,$12.00 - $13.99
2020,CIRCLE W FARMS INC,7964,AR,Moro,72368,AR,45,11,$10.00 - $11.99
2020,CISNEROS BERRIES LLC,3004,KY,Lexington,40508,KY,45,11,$12.00 - $13.99
2020,CISSELL & CISSELL,2221,AR,Joiner,72350,AR,45,11,$10.00 - $11.99
2020,CITRUS HARVESTING INC,5,FL,Wauchula,33873,FL,45,11,$10.00 - $11.99
2020,CITRUS HARVESTING INC,5,FL,Wauchula,33873,FL,45,11,$10.00 - $11.99
2020,CITRUS HARVESTING INC,5,FL,Wauchula,33873,FL,45,11,$12.00 - $13.99
2020,CITRUS HARVESTING INC,5,FL,Wauchula,33873,FL,45,11,$12.00 - $13.99
2020,CITRUS HARVESTING INC,5,FL,Wauchula,33873,,,,
2020,CITY PINESTRAW AND HARVESTING LLC,3876,GA,Baxley,31513,GA,45,11,$10.00 - $11.99
2020,CITY PINESTRAW AND HARVESTING LLC,3876,GA,Baxley,31513,GA,45,11,$10.00 - $11.99
2020,CKC OF BASILE LLC,8534,LA,Basile,70515,LA,45,11,$10.00 - $11.99
2020,CKT PRODUCE LLC,6649,GA,Norman Park,31771,GA,45,11,$10.00 - $11.99
2020,CL HANSEN FARMS INC,2736,ID,Heyburn,83336,ID,45,11,$12.00 - $13.99
2020,CLA DON FARMS INC,4033,TN,Sevierville,37862,IA,45,11,$14.00 - $15.99
2020,CLAAR FARMS INC,1744,ID,Hazelton,83335,ID,45,11,$12.00 - $13.99
2020,CLAIBORNE MILLER,4860,LA,Basile,70515,LA,45,11,$10.00 - $11.99
2020,CLANTON FARMS LLC,3983,AR,Hermitage,71647,AR,45,11,$10.00 - $11.99
2020,CLARENCE ARCHIBALD,9183,ND,Hettinger,58639,SD,45,11,$14.00 - $15.99
2020,CLARENCE ARCHIBALD,9183,ND,Hettinger,58639,SD,45,11,$14.00 - $15.99
2020,CLARK & CO,2236,MS,Shelby,38774,MS,45,11,$10.00 - $11.99
2020,CLARK BROTHERS NURSERY LLC,7212,VA,Lovingston,22949,PA,45,11,$12.00 - $13.99
2020,CLARK BROTHERS ORCHARDS LLC,4355,NH,Goffstown,3045,MA,45,11,$12.00 - $13.99
2020,CLARK BROTHERS ORCHARDS LLC,4355,NH,Goffstown,3045,MA,45,11,$14.00 - $15.99
2020,CLARK BROTHERS ORCHARDS LLC,4355,NH,Goffstown,3045,MA,45,11,$14.00 - $15.99
2020,CLARK CANYON RANCH LLC,9652,MT,Dillon,59725,MT,45,11,$12.00 - $13.99
2020,CLARK DICKEY & SONS MGMT CO INC,9503,TN,Sevierville,37862,CO,45,11,$14.00 - $15.99
2020,CLARK FAMILY ORCHARDS INC,3769,CO,Palisade,81526,CO,45,11,$12.00 - $13.99
2020,CLARK FAMILY ORCHARDS INC,3769,CO,Palisade,81526,CO,45,11,$14.00 - $15.99
2020,CLARK FARMS,6342,LA,Mer Rouge,71261,LA,45,11,$10.00 - $11.99
2020,CLARK FARMS,1992,KY,Greensburg,42743,KY,45,11,$12.00 - $13.99
2020,CLARK FARMS INC,5124,NH,Goffstown,3045,CT,45,11,$14.00 - $15.99
2020,CLARK G REODRIGUEZ,7457,FL,Ruskin,33570,IN,45,11,$14.00 - $15.99
2020,CLARK HONEY INC,8282,MT,Sheridan,59749,MT,45,11,$12.00 - $13.99
2020,CLARK PLANTING PARTNERSHIP,1515,MS,Ruleville,38771,MS,45,11,$10.00 - $11.99
2020,CLARK TOBACCO FARMS INC,5294,KY,Wingo,42088,KY,45,11,$12.00 - $13.99
2020,CLARKS EVERGREEN AND LANDSCAPING,2553,NC,Fleetwood,28626,NC,45,56,$12.00 - $13.99
2020,CLASSIE GROWERS LLC,6389,FL,Myakka City,34251,FL,45,11,$10.00 - $11.99
2020,CLAUDE RODRIGUE AND SON SUGARBUSH,1761,ME,Jackman,4945,ME,45,11,$14.00 - $15.99
2020,CLAUSEN CONSTRUCTION INC,6686,SD,Watertown,57201,SD,47,11,$14.00 - $15.99
2020,CLAUSEN CONSTRUCTION INC,6686,SD,Watertown,57201,SD,47,11,$14.00 - $15.99
2020,CLAWSON RANCH PARTNERSHIP,3685,TN,Sevierville,37862,KS,45,11,$14.00 - $15.99
2020,CLAY COUNTY CATTLE CO LLC,654,AR,Paragould,72450,AR,45,11,$10.00 - $11.99
2020,CLAY D PALFREYMAN TRUCKING INC,8483,MT,Lewistown,59457,UT,45,11,$9.99 and under
2020,CLAY D PALFREYMAN TRUCKING INC,8483,MT,Lewistown,59457,UT,45,11,$9.99 and under
2020,CLAYTON HURDLE FARMS LLC,2777,LA,Rosedale,70772,LA,45,11,$10.00 - $11.99
2020,CLAYTON ORCHARDS LLC,5302,WA,Lacey,98516,WA,45,11,$14.00 - $15.99
2020,CLAYTON TREE FARM LLC,6886,ID,Wilder,83676,ID,45,11,$12.00 - $13.99
2020,CLAYTON WILLIAMS FARMS,2002,TX,Fort Stockton,79735,TX,45,11,$12.00 - $13.99
2020,CLAYVIEW DAIRY LLP,9190,MN,Goodhue,55027,MN,45,11,$12.00 - $13.99
2020,CLAYVIEW DAIRY LLP,9190,MN,Goodhue,55027,MN,45,11,$12.00 - $13.99
2020,CLEAR CREEK STUD LLC,7825,LA,Folsom,70437,LA,45,11,$10.00 - $11.99
2020,CLEAR RIDGE NURSERY INC,7350,VA,Lovingston,22949,MD,45,11,$12.00 - $13.99
2020,CLEARBROOK HONEY FARMS INC,9623,VA,Lovingston,22949,MN,45,11,$14.00 - $15.99
2020,CLEARBROOK HONEY FARMS INC,9623,VA,Lovingston,22949,TX,45,11,$12.00 - $13.99
2020,CLEARVIEW ORCHARDS,1421,NY,Tully,13159,NY,45,11,$14.00 - $15.99
2020,CLEN ATCHLEY DBA CEA CORP INC,8880,ID,Ashton,83420,ID,45,11,$12.00 - $13.99
2020,CLENDENEN VINEYARD MGMT LLC,1021,CA,Healdsburg,95448,CA,45,11,$14.00 - $15.99
2020,CLERMONT FARM CORP,8445,NY,Germantown,12526,NY,45,11,$14.00 - $15.99
2020,CLEVELAND THIBODEAUX JR,4852,LA,Rayne,70578,LA,45,11,$10.00 - $11.99
2020,CLF INC,5831,OK,Tulsa,74132,ND,45,11,$14.00 - $15.99
2020,CLF INC,5831,OK,Tulsa,74132,ND,45,11,$14.00 - $15.99
2020,CLH FAMILY FARMS,4215,TX,Ganado,77962,TX,45,11,$12.00 - $13.99
2020,CLH FAMILY FARMS,4215,TX,Ganado,77962,TX,45,11,$12.00 - $13.99
2020,CLINT FREYOU FARMS,4918,LA,Jeanerette,70544,LA,45,11,$10.00 - $11.99
2020,CLINTON COX RANCH INC,883,MN,Fergus Falls,56537,MT,45,11,$12.00 - $13.99
2020,CLINTON WILCOX,5715,OK,Fairview,73737,OK,45,11,$12.00 - $13.99
2020,CLONTS FARMSINC DBA BIGDADDYS FARM,1858,FL,Oviedo,32765,FL,45,11,$10.00 - $11.99
2020,CLONTS FARMSINC DBA BIGDADDYS FARM,1858,FL,Oviedo,32765,FL,45,11,$10.00 - $11.99
2020,CLOUD FOREST COFFEE LLC,3864,HI,Honokaa,96727,HI,45,11,$14.00 - $15.99
2020,CLOVER BEND RICE CO & TYMAC FARMS,6941,AR,Paragould,72450,AR,45,11,$10.00 - $11.99
2020,CLOVERDALE FARMS INC,1322,VA,Lovingston,22949,PA,45,11,$12.00 - $13.99
2020,CLUCK RANCH INC,8120,TX,Stockdale,78160,TX,45,11,$9.99 and under
2020,CLUCK RANCH INC,8120,WY,Casper,82601,TX,45,11,$12.00 - $13.99
2020,CLW FAMILY LLP,9567,AR,Marion,72364,AR,45,11,$10.00 - $11.99
2020,CLW HARVESTING LLC,9062,GA,Jesup,31545,GA,45,11,$10.00 - $11.99
2020,CLW HARVESTING LLC,9062,GA,Jesup,31545,GA,45,11,$10.00 - $11.99
2020,CLYDE F KRAENZEL,8222,MS,Greenwood,38930,ND,45,11,$14.00 - $15.99
2020,CM CERTIFIED SEED CLEANING LLC,7302,ND,Williston,58801,ND,45,11,$14.00 - $15.99
2020,CM SKINNER FARMS,2531,KS,Hugoton,67951,KS,45,11,$14.00 - $15.99
2020,CMC FARMS LLC,5771,TN,Sevierville,37862,IL,45,11,$14.00 - $15.99
2020,CME FARMS LLC,276,LA,New Iberia,70563,LA,45,11,$10.00 - $11.99
2020,COACHS CEDAR CREEK FARM INC,6497,MS,Lucedale,39452,MS,45,11,$10.00 - $11.99
2020,COASTAL FARM LABOR SVCS INC,1376,CA,Oxnard,93036,CA,45,11,$12.00 - $13.99
2020,COASTAL FARM LABOR SVCS INC,1376,CA,Oxnard,93036,CA,45,11,$12.00 - $13.99
2020,COASTAL FARM LABOR SVCS INC,1376,CA,Oxnard,93036,CA,45,11,$14.00 - $15.99
2020,COBB CATTLE CO,8919,WY,Savery,82332,WY,45,11,$9.99 and under
2020,COBB CATTLE CO,8919,WY,Savery,82332,WY,45,11,$9.99 and under
2020,COBB RANCH LLC,9283,WY,Savery,82332,WY,45,11,$12.00 - $13.99
2020,CODY HOFFMAN,318,SD,Presho,57568,SD,45,11,$14.00 - $15.99
2020,CODY HOFFMAN,318,SD,Presho,57568,SD,45,11,$14.00 - $15.99
2020,CODY MOSS,586,NC,Carthage,28327,TN,45,11,$12.00 - $13.99
2020,CODY WLSON,9915,OK,Tulsa,74132,OK,45,11,$12.00 - $13.99
2020,COFFEE CATTLE CO,1765,MT,Lewistown,59457,MT,45,11,$12.00 - $13.99
2020,COFFEE CREEK FARMS,9911,AR,Marvell,72366,AR,45,11,$10.00 - $11.99
2020,COFFEY AND ASSOCIATES INC,7053,OK,Edmond,73025,OK,45,11,$12.00 - $13.99
2020,COGHLAN & SONS,2853,MS,Holly Bluff,39088,MS,45,11,$10.00 - $11.99
2020,COHELMS,1265,GA,Valdosta,31606,AR,45,11,$10.00 - $11.99
2020,COHELMS,1265,GA,Valdosta,31606,AR,45,11,$10.00 - $11.99
2020,COIGNARD BROTHERS LLC,1119,LA,Egan,70531,LA,45,11,$10.00 - $11.99
2020,COLBY FARMS LTD,8498,OH,Galloway,43119,OH,45,11,$14.00 - $15.99
2020,COLBY WILLOUGHBY FARMS,759,AL,Gordon,36343,AL,45,11,$10.00 - $11.99
2020,COLDSTREAM FISHERIES INC,6215,AR,Paragould,72450,AR,45,11,$10.00 - $11.99
2020,COLDWATER PLANTING CO,9724,MS,Greenwood,38930,MS,45,11,$10.00 - $11.99
2020,COLEBROOK RACING STABLE LLC D/B/A,8486,KY,Lexington,40504,KY,45,11,$12.00 - $13.99
2020,COLEBROOK RACING STABLE LLC D/B/A,8486,KY,Lexington,40504,,,,
2020,COLEMAN AGRICULTURE,7409,WA,Lacey,98516,OR,45,11,$14.00 - $15.99
2020,COLEMAN AGRICULTURE,7409,WA,Lacey,98516,OR,45,11,$14.00 - $15.99
2020,COLEMAN AGRICULTURE,7409,WA,Olympia,98516,OR,45,11,$14.00 - $15.99
2020,COLEMAN ANGUS,5517,ID,Heyburn,83336,MT,45,11,$12.00 - $13.99
2020,COLEMAN ANGUS,5517,MT,Charlo,59824,MT,45,11,$12.00 - $13.99
2020,COLEMAN FARMS,5230,MS,Hernando,38632,MS,45,11,$10.00 - $11.99
2020,COLEMAN FARMS,3177,MN,Elbow Lake,56531,MN,45,11,$14.00 - $15.99
2020,COLEMAN FARMS,3177,MN,Elbow Lake,56531,MN,45,11,$14.00 - $15.99
2020,COLEMAN FARMS LLC,3949,KY,Murray,42071,KY,45,11,$12.00 - $13.99
2020,COLEMAN INDUSTRIES,8717,WA,Lacey,98516,OR,45,11,$14.00 - $15.99
2020,COLEMAN INDUSTRIES,8717,WA,Lacey,98516,OR,45,11,$14.00 - $15.99
2020,COLEMAN INDUSTRIES,8717,WA,Olympia,98516,OR,45,11,$14.00 - $15.99
2020,COLIN SCHMIDT DBA DOUBLE C RANCH,5930,TN,Sevierville,37862,ND,45,11,$14.00 - $15.99
2020,COLLAZO FARM LABOR CONTRACTOR INC,1287,CA,Valley Center,92082,CA,45,11,$12.00 - $13.99
2020,COLLINS AG SVC LLC,4291,TN,Sevierville,37862,KS,45,11,$14.00 - $15.99
2020,COLLINS AG SVC LLC,4291,TN,Sevierville,37862,KS,45,11,$14.00 - $15.99
2020,COLLINS HONEY CO,2741,TX,Evadale,77615,TX,45,11,$12.00 - $13.99
2020,COLORADO TURF INC,5691,ID,Heyburn,83336,CO,45,11,$14.00 - $15.99
2020,COLORADO VINEYARD SPECIALISTS LLC,1592,CO,Palisade,81526,CO,45,11,$14.00 - $15.99
2020,COLORADO VINEYARD SPECIALISTS LLC,1592,CO,Palisade,81526,,,,
2020,COLORFUL GARDENS WHOLESALE LLC,4417,VA,Lovingston,22949,NY,45,11,$12.00 - $13.99
2020,COLUMBIA ORCHARD MGMT INC,8397,WA,Lacey,98516,WA,45,11,$14.00 - $15.99
2020,COLUMBIA ORCHARD MGMT INC,8397,WA,Lacey,98516,WA,45,11,$14.00 - $15.99
2020,COLUMBIA ORCHARD MGMT INC,8397,WA,Olympia,98516,WA,45,11,$14.00 - $15.99
2020,COLUMBIA ORCHARD MGMT INC,8397,WA,Olympia,98516,WA,45,11,$14.00 - $15.99
2020,COLUMBUS TURF NURSERY LTD,1178,VA,Lovingston,22949,OH,45,11,$14.00 - $15.99
2020,COMBS LANDSCAPING & NURSERY INC,579,IN,Evansville,47715,IN,45,44-45,$14.00 - $15.99
2020,COMMERCIAL NURSERY CO INC,4149,KY,Lexington,40508,TN,45,11,$10.00 - $11.99
2020,COMSTOCK TREES & SVC INC,2403,WI,Black River Falls,54615,WI,45,11,$14.00 - $15.99
2020,CONCORD STUD FARM LLC,5631,NJ,Cream Ridge,8514,NJ,45,11,$12.00 - $13.99
2020,CONCORD STUD FARM LLC,5631,VA,Lovingston,22949,NJ,45,11,$12.00 - $13.99
2020,CONCORD STUD FARM LLC,5631,VA,Lovingston,22949,PA,45,11,$12.00 - $13.99
2020,CONDREY FARMS,214,LA,Lake Providence,71254,LA,45,11,$10.00 - $11.99
2020,CONDREY FARMS,214,LA,Lake Providence,71254,LA,45,11,$10.00 - $11.99
2020,CONFEDERATE AIR INC,5228,MS,Greenwood,38930,AR,45,11,$10.00 - $11.99
2020,CONIFOR INC,5714,ME,Fort Kent,4743,ME,45,11,$16.00 - $17.99
2020,CONIFOR INC,5714,ME,Fort Kent,4743,ME,45,11,$18.00 - $19.99
2020,CONLEY S NURSERY INC,9778,NM,Ruidoso Downs,88346,NM,45,44-45,$12.00 - $13.99
2020,CONNAMARA HOUSE FARM LLC,1638,NH,Goffstown,3045,MA,45,11,$14.00 - $15.99
2020,CONNECTICUT VALLEY ORCHARDS LLC,8530,NH,Goffstown,3045,CT,45,11,$14.00 - $15.99
2020,CONNELLY ANGUS INC,4567,MT,Lewistown,59457,MT,45,11,$12.00 - $13.99
2020,CONOHO FARMS INC,5820,NC,Oak City,27857,NC,45,11,$12.00 - $13.99
2020,CONSIDINE FARM INC,3321,KY,Lexington,40508,KY,45,11,$10.00 - $11.99
2020,CONSOLATION FARMS LLC,9301,KY,Lexington,40508,KY,45,11,$10.00 - $11.99
2020,CONSOLATION FARMS LLC,9301,KY,Lexington,40508,KY,45,11,$12.00 - $13.99
2020,CONSOLIDATED CITRUS LP,1539,FL,Fort Myers,33913,FL,45,11,$10.00 - $11.99
2020,CONSOLIDATED CITRUS LP,1539,FL,Fort Myers,33913,FL,49,11,$10.00 - $11.99
2020,CONSOLIDATED FARMS LLC DBA ELK MOU,2720,VA,Lovingston,22949,ID,45,11,$12.00 - $13.99
2020,CONTINENTAL FLORAL LLC,7198,WA,Olympia,98516,FL,45,11,$10.00 - $11.99
2020,CONTINENTAL POULTRY SEXING ASSOCIATION DBA CONTINE,3735,AR,Van Buren,72956,AR,45,11,$20.00 and more
2020,CONYEA HEMP FARMS LLC,7826,KY,Lexington,40508,KY,45,11,$12.00 - $13.99
2020,COOK S FARM AND GREENHOUSE,2675,MS,Vancleave,39565,UT,45,11,$12.00 - $13.99
2020,COOK S FARM AND GREENHOUSE,2675,UT,Orem,84057,UT,45,11,$14.00 - $15.99
2020,COOK S FARMLAND ENTERPRISES LLC DB,6120,OK,Tulsa,74133,OK,45,11,$12.00 - $13.99
2020,COOKSEY PRODUCE LLC,4750,CO,Roggen,80652,CO,45,11,$14.00 - $15.99
2020,COOKSEY PRODUCE LLC,4750,ID,Heyburn,83336,CO,45,11,$14.00 - $15.99
2020,COOPER CREEK FARM ASSN,2242,NC,Carthage,28327,TN,45,11,$12.00 - $13.99
2020,COOPER FARM & RANCH DBA COOPER TUR,8445,TX,La Ward,77970,TX,45,11,$12.00 - $13.99
2020,COOPER FARMS INC,1361,NH,Goffstown,3045,ME,45,11,$12.00 - $13.99
2020,COOPER FARMS INC,1361,NH,Goffstown,3045,ME,45,11,$14.00 - $15.99
2020,COOPER FARMS INC,1361,NH,Goffstown,3045,ME,45,11,$14.00 - $15.99
2020,COOPER PLANTING CO,2417,MO,Gower,64454,MS,45,11,$10.00 - $11.99
2020,COOPERATIVE PRODUCERS INC,6858,TN,Sevierville,37862,NE,45,11,$14.00 - $15.99
2020,COOPLAND FARMS SVCS LLC,9581,KY,Lexington,40508,KY,45,11,$10.00 - $11.99
2020,COOSAW AG LLC,8099,SC,Fairfax,29827,SC,45,11,$10.00 - $11.99
2020,COOSAW AG LLC,8099,SC,Fairfax,29827,SC,45,11,$10.00 - $11.99
2020,COOTS FARM LLC,6361,KY,Lexington,40508,KY,45,11,$12.00 - $13.99
2020,COPELAND POUTRY LLC,6416,GA,Rochelle,31079,GA,45,11,$10.00 - $11.99
2020,COPPER SPRING RANCH LLC,298,MT,Bozeman,59718,MT,45,11,$14.00 - $15.99
2020,CORA TX GROWERS & HARVESTERS AGRICULTURAL ASSN INC,9605,LA,White Castle,70788,LA,45,11,$10.00 - $11.99
2020,CORBY BROWN,4421,KY,Lexington,40508,TN,45,11,$12.00 - $13.99
2020,COREY J HILL,1981,CO,Saguache,81149,CO,45,11,$9.99 and under
2020,COREY J HILL,1981,CO,Saguache,81149,CO,45,11,$9.99 and under
2020,CORLEY FARMS,2052,LA,Cheneyville,71325,LA,45,11,$10.00 - $11.99
2020,CORN RIVER HARVESTING INC,3534,IA,Waterloo,50701,IA,45,11,$14.00 - $15.99
2020,CORNELIU PRELIPCEANU DBA ELSI BEES,5873,TN,Sevierville,37862,CA,11,11,$14.00 - $15.99
2020,CORNER CUKE MARKET INC,7073,NC,Dunn,28334,NC,45,11,$12.00 - $13.99
2020,CORNERSTONE FARMS,3152,TN,Sevierville,37862,TX,45,11,$12.00 - $13.99
2020,CORNERSTONE FARMS,5731,AR,Altheimer,72004,AR,45,11,$10.00 - $11.99
2020,CORNERSTONE FARMS,5731,AR,White Hall,71602,AR,45,11,$10.00 - $11.99
2020,CORNERSTONE PARTNERSHIP,8947,AR,Des Arc,72040,AR,45,11,$10.00 - $11.99
2020,CORNERSTONE RANCHES LLC,4583,WA,Toppenish,98948,WA,45,11,$14.00 - $15.99
2020,CORNERSTONE RANCHES LLC,4583,WA,Toppenish,98948,WA,45,11,$14.00 - $15.99
2020,CORNIE LAND & LIVESTOCK INC,3885,ID,Buhl,83316,ID,45,11,$12.00 - $13.99
2020,CORNWELL RANCH,6296,ID,Heyburn,83336,MT,45,11,$12.00 - $13.99
2020,CORONA VINEYARD MGMT LLC,273,CA,Napa,94558,CA,45,11,$12.00 - $13.99
2020,CORSON COUNTY FEEDERS DBA BROKEN A,7732,SD,Mc Laughlin,57642,SD,45,11,$14.00 - $15.99
2020,CORSON COUNTY FEEDERS DBA BROKEN A,7732,SD,Mc Laughlin,57642,SD,45,11,$14.00 - $15.99
2020,CORY G FEISTNER,7776,CA,Encinitas,92024,SD,45,11,$14.00 - $15.99
2020,CORY LAMEY CIRCLE L ANGUS,6387,MT,Wise River,59762,MT,45,11,$12.00 - $13.99
2020,CORY PRESKEY,2864,MS,Greenwood,38930,ND,45,11,$14.00 - $15.99
2020,COSTA CAROLINA OPERATIONS LLC,4005,NC,Leicester,28748,NC,45,11,$12.00 - $13.99
2020,COSTA CAROLINA OPERATIONS LLC,5516,NC,Leicester,28748,NC,45,11,$10.00 - $11.99
2020,COSTA LAYMAN LLC,5075,SC,Charleston,29401,SC,45,11,$10.00 - $11.99
2020,COSTA LAYMAN LLC,5075,SC,Trenton,29847,SC,45,11,$10.00 - $11.99
2020,COSTELLO LABOR SVC LLC,8057,MS,Greenwood,38930,LA,45,11,$10.00 - $11.99
2020,COSTNER AND SONS FARMS,9703,AR,Manila,72442,AR,45,11,$10.00 - $11.99
2020,COSTON FARM LLC,7454,NC,Hendersonville,28792,NC,45,11,$12.00 - $13.99
2020,COSTON FARM LLC,1094,NC,Newton Grove,28366,NC,45,11,$12.00 - $13.99
2020,COTEAU TILING,6921,NC,Waynesville,28786,SD,47,11,$14.00 - $15.99
2020,COTEAU TILING,6921,SD,Revillo,57259,SD,45,11,$14.00 - $15.99
2020,COTEAU TILING,6921,SD,Revillo,57259,SD,45,11,$14.00 - $15.99
2020,COTEAU TILING,6921,SD,Revillo,57259,SD,47,11,$14.00 - $15.99
2020,COTTLE FARMS INC,6714,NC,Faison,28341,NC,45,11,$12.00 - $13.99
2020,COTTLE FARMS INC,6714,NC,Faison,28341,NC,45,11,$12.00 - $13.99
2020,COTTON GROWERS COOP,4094,OK,Altus,73522,OK,45,11,$12.00 - $13.99
2020,COTTON HILLS FARM LLC,1182,SC,Chester,29706,SC,45,11,$10.00 - $11.99
2020,COTTON HOPE ORCHARDS INC,2020,SC,Batesburg,29006,SC,45,11,$10.00 - $11.99
2020,COTTON HOPE ORCHARDS INC,2020,SC,Monetta,29105,SC,45,11,$10.00 - $11.99
2020,COTTON HOPE ORCHARDS INC,2020,SC,Mount Pleasant,29464,SC,45,11,$10.00 - $11.99
2020,COTTON SVCS INC,8030,NC,Hobgood,27843,NC,45,11,$12.00 - $13.99
2020,COTTON SVCS INC,8030,NC,Hobgood,27843,NC,45,11,$12.00 - $13.99
2020,COTTONWOOD FARMS,9330,CA,Encinitas,92024,SD,45,11,$14.00 - $15.99
2020,COTTONWOOD FARMS,9330,CA,Encinitas,92024,SD,45,11,$14.00 - $15.99
2020,COUNTRY LIFE FARM LLP,7342,VA,Lovingston,22949,MD,45,11,$12.00 - $13.99
2020,COUNTRY NEST CORP,6275,VA,Lovingston,22949,IA,45,11,$14.00 - $15.99
2020,COUNTRYSIDE FARM LLC,4241,TN,Sevierville,37862,IA,45,11,$14.00 - $15.99
2020,COUNTY ROAD 43 FARMS LLC,5803,AL,Prattville,36067,AL,45,11,$10.00 - $11.99
2020,COURTNEY FARMS LLC,1162,NC,Carthage,28327,MS,45,11,$10.00 - $11.99
2020,COUSER CATTLE CO,112,IA,Nevada,50201,IA,45,11,$12.00 - $13.99
2020,COVEYOU FARMS LLC DBA COVEYOU SCEN,1994,VA,Lovingston,22949,MI,45,11,$14.00 - $15.99
2020,COVINGTON GIN CO INC,685,AL,Andalusia,36420,AL,45,11,$10.00 - $11.99
2020,COWAN & SON A MONTANA CORP,767,MT,Havre,59501,MT,45,11,$12.00 - $13.99
2020,COWAN RANCH PTN,9911,SD,Highmore,57345,SD,45,11,$14.00 - $15.99
2020,COWARD FARM,8958,NH,Goffstown,3045,MA,45,11,$14.00 - $15.99
2020,COWHOUSE FARM,6734,TX,Evant,76525,TX,45,11,$12.00 - $13.99
2020,COX BROTHERS ENTERPRISES,9083,KY,Lexington,40508,TN,45,11,$12.00 - $13.99
2020,COX CACTUS FARM LLC,6387,AZ,Phoenix,85086,AZ,45,42,$12.00 - $13.99
2020,COX CACTUS FARM LLC,6387,AZ,Phoenix,85086,AZ,45,44-45,$12.00 - $13.99
