FY,EMPL,Tax ID,PS,PC,PZ,WS,OCC,Ind,Wage
2020,SHUGHART HARVESTING INC,9503,KS,Oskaloosa,66066,KS,45,11,$14.00 - $15.99
2020,SHUGHART HARVESTING INC,9503,KS,Oskaloosa,66066,KS,45,11,$14.00 - $15.99
2020,SHUGHART HARVESTING INC,9503,TX,Garden Ridge,78266,KS,45,11,$14.00 - $15.99
2020,SHULTZ FARMS LLC,3951,KY,Mayfield,42066,KY,45,11,$12.00 - $13.99
2020,SHUMOCK FARM,1097,NC,Carthage,28327,AL,45,11,$10.00 - $11.99
2020,SIAN LAND & LIVESTOCK INC,5462,MT,Pompeys Pillar,59064,MT,45,11,$12.00 - $13.99
2020,SICKLER FARM,4043,ND,Gladstone,58630,ND,45,11,$14.00 - $15.99
2020,SID NEWMAN RANCH TRUST,4844,MT,Lewistown,59457,MT,45,11,$12.00 - $13.99
2020,SIDDOWAY SHEEP CO,2134,ID,Terreton,83450,ID,45,11,$9.99 and under
2020,SIDDOWAY SHEEP CO,2134,ID,Terreton,83450,ID,45,11,$9.99 and under
2020,SIDNEY AND MARILYN ALLEN DBA ALLEN,9025,ID,American Falls,83211,ID,45,11,$12.00 - $13.99
2020,SIDNEY AND MARILYN ALLEN DBA ALLEN,9025,ID,American Falls,83211,ID,45,11,$12.00 - $13.99
2020,SIEBEN LIVE STOCK CO,1424,MT,Helena,59624,MT,45,11,$12.00 - $13.99
2020,SIEBEN RANCH CO,2105,MT,Helena,59624,MT,45,11,$9.99 and under
2020,SIEBEN RANCH CO,2105,MT,Helena,59624,MT,45,11,$9.99 and under
2020,SIEBEN RANCH CO,2105,WY,Casper,82601,MT,45,11,$12.00 - $13.99
2020,SIERRA CASCADE NURSERY INC,8735,CA,Susanville,96130,CA,35,11,$14.00 - $15.99
2020,SIERRA CASCADE NURSERY INC,8735,CA,Susanville,96130,CA,37,11,$14.00 - $15.99
2020,SIERRA CASCADE NURSERY INC,8735,CA,Susanville,96130,CA,45,11,$14.00 - $15.99
2020,SIERRA DEL TIGRE FARMS INC,9589,CA,Santa Maria,93455,CA,45,11,$12.00 - $13.99
2020,SIERRA DEL TIGRE FARMS INC,9589,CA,Santa Maria,93455,CA,45,11,$14.00 - $15.99
2020,SIERRA FARMS LLC,2499,CA,Watsonville,95076,CA,45,11,$12.00 - $13.99
2020,SIERRA FARMS LLC,2499,CA,Watsonville,95076,CA,45,11,$14.00 - $15.99
2020,SIERRA M RIVERA,43,FL,Ruskin,33570,GA,45,11,$10.00 - $11.99
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,IA,45,11,$12.00 - $13.99
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,IA,47,11,$12.00 - $13.99
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,IA,47,11,$14.00 - $15.99
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,IA,47,11,$14.00 - $15.99
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,IA,53,11,$20.00 and more
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,IL,47,11,$12.00 - $13.99
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,IN,45,11,$12.00 - $13.99
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,IN,47,11,$20.00 and more
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,MD,45,11,$12.00 - $13.99
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,MD,45,11,$12.00 - $13.99
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,MN,45,11,$14.00 - $15.99
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,MN,45,11,$14.00 - $15.99
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,MN,45,11,$20.00 and more
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,MO,11,11,$20.00 and more
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,MO,47,11,$12.00 - $13.99
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,NE,45,11,$20.00 and more
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,NE,47,11,$14.00 - $15.99
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,NE,47,11,$14.00 - $15.99
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,NE,47,11,$20.00 and more
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,,,,
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,SD,45,11,$14.00 - $15.99
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,SD,45,11,$20.00 and more
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,SD,47,11,$14.00 - $15.99
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,SD,47,11,$14.00 - $15.99
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,UT,45,11,$12.00 - $13.99
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,UT,47,11,$12.00 - $13.99
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,UT,47,11,$14.00 - $15.99
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,UT,47,11,$14.00 - $15.99
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,WI,45,11,$14.00 - $15.99
2020,SIGNET BUILDERS INC,7440,TX,Austin,78737,WI,45,11,$14.00 - $15.99
2020,SILENT NIGHT EVERGREENS LLC,7015,VA,Lovingston,22949,WI,45,11,$14.00 - $15.99
2020,SILENT SHADE PLANTING CO,4999,MS,Greenwood,38930,MS,45,11,$10.00 - $11.99
2020,SILHOUETTE FARM & FORESTRY LLC,8723,OR,Ashland,97520,OR,45,11,$14.00 - $15.99
2020,SILVA & SONS LANDSCAPING LLC,6480,MI,Harbor Springs,49740,MI,45,11,$14.00 - $15.99
2020,SILVA & SONS LANDSCAPING LLC,6480,VA,Lovingston,22949,MI,45,11,$14.00 - $15.99
2020,SILVER CANYON NURSERIES INC DBA WH,6777,AZ,Phoenix,85040,AZ,45,11,$12.00 - $13.99
2020,SILVER CREEK ORCHARDS INC,3768,VA,Lovingston,22949,VA,45,11,$12.00 - $13.99
2020,SILVER CREEK ORCHARDS INC,3768,VA,Tyro,22976,VA,45,11,$12.00 - $13.99
2020,SILVER CREEK RANCH INC,2301,NV,Austin,89310,NV,45,11,$9.99 and under
2020,SILVER CREEK SEED LLC,390,ID,Picabo,83348,ID,45,11,$12.00 - $13.99
2020,SILVER RIDGE RANCH INC,8880,ID,Heyburn,83336,ID,45,11,$12.00 - $13.99
2020,SILVER SPRING RANCH,5747,MT,Sheridan,59749,MT,45,11,$12.00 - $13.99
2020,SILVER SPUR OPERATING CO LLC,5505,WY,Encampment,82325,WY,45,11,$12.00 - $13.99
2020,SILVERIO FRAIRE,3047,TX,Loop,79342,TX,45,11,$12.00 - $13.99
2020,SIMMONS AND SONS FARMS,4038,AR,Rector,72461,AR,45,11,$10.00 - $11.99
2020,SIMMONS FARM INC,6995,PA,Canonsburg,15317,PA,45,11,$12.00 - $13.99
2020,SIMON FARM LLC,6570,AR,Star City,71667,AR,45,11,$12.00 - $13.99
2020,SIMONS FARM SVC,1274,CO,Hudson,80642,CO,45,11,$14.00 - $15.99
2020,SIMONS FARM SVC,1274,CO,Hudson,80642,CO,45,11,$14.00 - $15.99
2020,SIMONS FARMS,8958,KY,Lexington,40508,KY,45,11,$12.00 - $13.99
2020,SIMPELAAR FRUIT FARMS,1022,NY,Mexico,13114,NY,45,11,$14.00 - $15.99
2020,SIMPKINS & BATEY LLC,6751,KY,Lexington,40508,TN,45,11,$12.00 - $13.99
2020,SIMS SHEEP CO LLC,2630,WY,Evanston,82930,WY,45,11,$9.99 and under
2020,SIMS SHEEP CO LLC,2630,WY,Evanston,82931,WY,45,11,$9.99 and under
2020,SINGLE TREE RANCH,4363,WY,Casper,82601,CO,45,11,$14.00 - $15.99
2020,SINK HOLE FARMS,4450,KY,Trenton,42286,KY,45,11,$12.00 - $13.99
2020,SIRI AND SON FARMS INC,6297,OR,Saint Paul,97137,OR,45,,$14.00 - $15.99
2020,SIRI AND SON FARMS INC,6297,OR,Saint Paul,97137,OR,45,11,$14.00 - $15.99
2020,SITTIG CRAWFISH LLC,7914,LA,Eunice,70535,LA,45,11,$10.00 - $11.99
2020,SITTIG CRAWFISH LLC,7914,LA,Eunice,70535,,,,
2020,SITZ ANGUS RANCH AND LIVESTOCK OPE,1197,MT,Dillon,59725,MT,45,11,$12.00 - $13.99
2020,SIX WICKET VINEYARDS,8304,MD,Myersville,21773,MD,45,,$12.00 - $13.99
2020,SJ STAROWITZ FARMS LLC,6160,NC,Carthage,28327,NY,45,11,$14.00 - $15.99
2020,SJC INC,8886,AR,Marianna,72360,AR,45,11,$10.00 - $11.99
2020,SJS FARMS INC,2589,TN,Sevierville,37862,MN,45,11,$14.00 - $15.99
2020,SKAGGS FAMILY FARMS LLC,2831,KY,Lexington,40508,KY,45,11,$12.00 - $13.99
2020,SKARI FARMS,8924,MT,Chester,59522,MT,45,11,$12.00 - $13.99
2020,SKB FARMS LLC,9096,LA,Estherwood,70534,LA,45,11,$10.00 - $11.99
2020,SKINNER RANCH SEEDSTOCK LLC,9719,MT,Lewistown,59457,MT,45,11,$12.00 - $13.99
2020,SKR FARMS,6810,NC,Waynesville,28786,NE,45,11,$14.00 - $15.99
2020,SKR FARMS,6810,NE,Minatare,69356,NE,45,11,$14.00 - $15.99
2020,SKR FARMS,6810,NE,Minatare,69356,NE,45,11,$14.00 - $15.99
2020,SKY TOP ORCHARD LLC,4994,NC,Flat Rock,28731,NC,45,11,$12.00 - $13.99
2020,SKYLINE AGRICULTURAL SVCS INC,8847,OK,Tulsa,74132,IN,45,11,$14.00 - $15.99
2020,SKYLINE SHEEP CO,9954,WY,Casper,82601,UT,45,11,$9.99 and under
2020,SKYLINE SHEEP CO,9954,WY,Casper,82601,UT,45,11,$9.99 and under
2020,SKZ HARVESTING INC,4503,MT,Bigfork,59911,MT,45,11,$12.00 - $13.99
2020,SLASH EV RANCH,3146,CO,Rifle,81650,CO,45,11,$12.00 - $13.99
2020,SLATER RUN VINEYARDS LLC,7034,VA,Upperville,20185,VA,45,11,$12.00 - $13.99
2020,SLEEPY CREEK FARMS INC,8892,NC,Goldsboro,27532,NC,45,11,$12.00 - $13.99
2020,SLEEPY CREEK FARMS INC,8892,NC,Goldsboro,27532,NC,45,11,$12.00 - $13.99
2020,SLEEPY HOLLOW ENTERPRISES LLC,4634,WA,Olympia,98516,WA,45,11,$14.00 - $15.99
2020,SLEMMONS EXCAVATING LLC,7454,OH,North Lewisburg,43060,MS,45,11,$10.00 - $11.99
2020,SLEMMONS EXCAVATING LLC,7454,OH,North Lewisburg,43060,MS,45,11,$10.00 - $11.99
2020,SLIDE RIDGE LLC,6298,UT,Mendon,84325,UT,45,11,$12.00 - $13.99
2020,SLM FARM MGMT,973,SD,Fort Pierre,57532,SD,45,11,$14.00 - $15.99
2020,SLOCUM TRAIL FARM LLC,8775,NC,Atkinson,28421,NC,45,11,$12.00 - $13.99
2020,SM CATTLE CO LLC,9525,TX,Baird,79504,TX,45,11,$12.00 - $13.99
2020,SM FARMS LLC,6981,NY,Sagaponack,11962,NY,45,11,$14.00 - $15.99
2020,SMALL RANCHES,925,ID,Dubois,83423,ID,45,11,$12.00 - $13.99
2020,SMARTT FARMS,9999,CO,Mc Clave,81057,CO,45,11,$14.00 - $15.99
2020,SMD LOGISTICS INC,9943,CA,Heber,92249,CA,45,53,$14.00 - $15.99
2020,SMELKER FARMS,3725,MS,Greenwood,38930,CO,45,11,$12.00 - $13.99
2020,SMITH & SCOTT OF WESTERN KY LLC,4595,KY,Lexington,40508,KY,45,11,$10.00 - $11.99
2020,SMITH & SCOTT OF WESTERN KY LLC,4595,KY,Lexington,40508,KY,45,11,$12.00 - $13.99
2020,SMITH AN SON FARMS LLC,7020,KY,Kirksey,42054,KY,45,11,$12.00 - $13.99
2020,SMITH AND NELSON INC,4740,WA,Olympia,98516,WA,45,11,$14.00 - $15.99
2020,SMITH BROTHERS FARM INC,4881,NY,North Rose,14516,NY,45,11,$14.00 - $15.99
2020,SMITH CATTLE LLC,1917,TN,Sevierville,37862,SD,45,11,$14.00 - $15.99
2020,SMITH FARM & LIVESTOCK,7465,UT,Lehi,84043,UT,45,11,$12.00 - $13.99
2020,SMITH FARMS,2229,KY,Kirksey,42054,KY,45,11,$12.00 - $13.99
2020,SMITH FARMS,624,LA,Merryville,70653,LA,45,11,$10.00 - $11.99
2020,SMITH FARMS LTD,5560,TN,Sevierville,37862,ND,45,11,$14.00 - $15.99
2020,SMITH FARMS LTD,5560,TN,Sevierville,37862,ND,45,11,$14.00 - $15.99
2020,SMITH FARMS OF LOUISIANA LLC,4194,LA,Shreveport,71129,LA,45,11,$10.00 - $11.99
2020,SMITH FORK GRAZING ASSN,2504,WY,Cokeville,83114,WY,45,11,$9.99 and under
2020,SMITH RANCHO LAND & LIVESTOCK LLC,9493,WY,Casper,82601,CO,45,11,$9.99 and under
2020,SMITH RANCHO LAND & LIVESTOCK LLC,9493,WY,Casper,82601,CO,45,11,$9.99 and under
2020,SMITH S FARM INC,7364,VA,Lovingston,22949,ME,45,11,$14.00 - $15.99
2020,SMOKEY ALLEY FARMS PARTNERSHIP,6111,AR,Crawfordsville,72327,AR,45,11,$10.00 - $11.99
2020,SMOKEY ALLEY FARMS PARTNERSHIP,6111,AR,Crawfordsville,72327,AR,45,11,$10.00 - $11.99
2020,SMOKIN JOE HARVESTING LLC,2061,FL,North Fort Myers,33903,FL,45,11,$10.00 - $11.99
2020,SMOKIN JOE HARVESTING LLC,2061,FL,North Fort Myers,33903,FL,45,11,$10.00 - $11.99
2020,SMOKING RIVER HOPS LLC,2214,CO,Meeker,81641,CO,45,11,$14.00 - $15.99
2020,SMOKY MOUNTAIN FAMILY FARMS,3885,TN,Newport,37821,TN,45,11,$12.00 - $13.99
2020,SMOKY MOUNTAIN FARM,4723,TN,Knoxville,37923,TN,45,11,$12.00 - $13.99
2020,SMOOT FARMS,7349,KY,Lexington,40503,KY,45,11,$12.00 - $13.99
2020,SMP FARMS INC,6598,VA,Lovingston,22949,NJ,45,11,$12.00 - $13.99
2020,SNAKE CREEK FARMS LLC,6695,VA,Lovingston,22949,VA,45,11,$12.00 - $13.99
2020,SNAKE RIVER DAIRIES LLC,2936,ID,Melba,83641,ID,45,11,$12.00 - $13.99
2020,SNAPPY APPLE FARMS INC,2495,VA,Lovingston,22949,MI,45,11,$14.00 - $15.99
2020,SNAPPY APPLE FARMS INC,2495,VA,Lovingston,22949,MI,45,11,$14.00 - $15.99
2020,SNELL HARVESTING INC,891,OK,Tulsa,74132,KS,45,11,$14.00 - $15.99
2020,SNELLS GREENHOUSES INC,7478,VA,Lovingston,22949,MD,45,11,$12.00 - $13.99
2020,SNODGRASS TRUCKING LLC,7289,NE,Brock,68320,NE,45,11,$14.00 - $15.99
2020,SNODGRASS TRUCKING LLC,7289,OK,Tulsa,74132,NE,45,11,$14.00 - $15.99
2020,SNOW HILL NURSERY INC,1021,KY,Shelbyville,40065,KY,45,11,$12.00 - $13.99
2020,SNOW S BEND FARM INC,3588,AL,Coker,35452,AL,45,11,$10.00 - $11.99
2020,SNY FARMS,6641,IL,Hull,62343,IL,45,11,$12.00 - $13.99
2020,SNY FARMS,6641,OK,Tulsa,74132,IL,45,11,$12.00 - $13.99
2020,SNYDER LIVESTOCK CO INC,5794,NV,Yerington,89447,NV,45,11,$14.00 - $15.99
2020,SNYDER RANCHES LLC,2916,CO,Norwood,81423,CO,45,11,$14.00 - $15.99
2020,SNYDER RANCHES LLC,2916,CO,Norwood,81423,CO,45,11,$9.99 and under
2020,SOBOTKA FARMS LLC,3902,ID,Jerome,83338,ID,45,11,$12.00 - $13.99
2020,SOD SHOP INC,2099,KS,Lawrence,66044,KS,45,11,$14.00 - $15.99
2020,SODBUSTERS INC,2721,FL,Lakeland,33812,SD,45,11,$14.00 - $15.99
2020,SODVILLE FARM SVCS INC,6742,MS,Greenwood,38930,TX,45,11,$12.00 - $13.99
2020,SOERGEL ORCHARDS INC,8130,VA,Lovingston,22949,PA,45,11,$12.00 - $13.99
2020,SOFFEL HONEY CO INC,186,TX,Farmersville,75442,ND,45,11,$14.00 - $15.99
2020,SOL HARVESTING LLC,729,NC,Carthage,28327,FL,45,11,$10.00 - $11.99
2020,SOL HARVESTING LLC,729,NC,Carthage,28327,FL,45,11,$10.00 - $11.99
2020,SOL HARVESTING LLC,729,NC,Carthage,28327,GA,45,11,$10.00 - $11.99
2020,SOL HARVESTING LLC,729,NC,Carthage,28327,GA,45,11,$10.00 - $11.99
2020,SOL HARVESTING LLC,729,NC,Carthage,28327,MO,45,11,$14.00 - $15.99
2020,SOLEBURY ORCHARDS LLC,3939,PA,New Hope,18938,PA,45,11,$12.00 - $13.99
2020,SOLIMAR EE LLC,396,LA,New Iberia,70560,TX,45,11,$12.00 - $13.99
2020,SOLIMAR EE LLC,396,LA,New Iberia,70562,TX,45,11,$12.00 - $13.99
2020,SOMBRERO OPERATING CO LLC,4980,TX,Canyon,79015,TX,45,11,$9.99 and under
2020,SON RISE FARMS LLC,5046,NC,Kelly,28448,NC,45,11,$12.00 - $13.99
2020,SONDER FARMS LLC,8085,TX,College Station,77842,TX,45,11,$12.00 - $13.99
2020,SONNIER FARMS,3568,LA,Eunice,70535,LA,45,11,$10.00 - $11.99
2020,SONNYSIDE GARDENS,6624,MI,Allendale,49401,MI,45,11,$12.00 - $13.99
2020,SOONS ORCHARDS,5068,NY,Milton,12547,NY,45,11,$14.00 - $15.99
2020,SORBELLO AND SONS INC,3786,NY,Fulton,13069,NY,45,11,$14.00 - $15.99
2020,SORENSON ENTERPRISES,6924,WY,Casper,82601,UT,45,11,$9.99 and under
2020,SORG DAIRY LLC,6134,MN,Hastings,55033,MN,45,11,$12.00 - $13.99
2020,SORG FARM PARTNERSHIP,6913,OK,Tulsa,74132,MN,45,11,$12.00 - $13.99
2020,SORG FARM PARTNERSHIP,6914,MN,Hastings,55033,MN,45,11,$12.00 - $13.99
2020,SORRELLS CITRUS INC,8269,FL,Arcadia,34266,FL,53,11,$10.00 - $11.99
2020,SOS FARMS LLC,2895,KS,Hoxie,67740,KS,45,11,$14.00 - $15.99
2020,SOTILE FARMS INC,8090,LA,Saint James,70086,LA,45,11,$10.00 - $11.99
2020,SOTO FARM,9779,KY,Lexington,40503,KY,45,11,$12.00 - $13.99
2020,SOUTH BALDWIN FARMS LLC,9291,OK,Tulsa,74132,KS,45,11,$14.00 - $15.99
2020,SOUTH BUCK FARM & RANCH,8971,LA,Crowley,70527,LA,45,11,$10.00 - $11.99
2020,SOUTH RIVER BERRY FARMS INC,7866,NC,Ivanhoe,28447,NC,45,11,$12.00 - $13.99
2020,SOUTH SHORE FARMS LC,5311,UT,Spanish Fork,84660,UT,45,11,$12.00 - $13.99
2020,SOUTH SHORE FARMS LC,5311,UT,Spanish Fork,84660,UT,45,11,$14.00 - $15.99
2020,SOUTH SIX SIGNS LLCDBA THE BEE PLACE,9566,VA,Lovingston,22949,TX,45,11,$12.00 - $13.99
2020,SOUTH TEXAS GRASS FARMS LLC,9619,TX,Pearsall,78061,TX,45,11,$12.00 - $13.99
2020,SOUTHALL FARMS,9198,AR,Bonnerdale,71933,AR,45,11,$10.00 - $11.99
2020,SOUTHDOWN PLANTATION LLC,2943,LA,Plaquemine,70764,LA,45,11,$10.00 - $11.99
2020,SOUTHERN BELLE FARM INC,1610,GA,Mcdonough,30252,GA,45,11,$10.00 - $11.99
2020,SOUTHERN BLUE FARMS LLC,28,GA,Nahunta,31553,GA,45,11,$10.00 - $11.99
2020,SOUTHERN CROSS RANCHES,2890,WY,Dixon,82323,CO,45,,$9.99 and under
2020,SOUTHERN CROSS RANCHES,2890,WY,Dixon,82323,CO,45,,$9.99 and under
2020,SOUTHERN CROSS RANCHES,2890,WY,Dixon,82323,CO,45,11,$9.99 and under
2020,SOUTHERN CROSS RANCHES,2890,WY,Dixon,82323,CO,45,11,$9.99 and under
2020,SOUTHERN DRAW DAIRY,7559,NM,Clovis,88101,NM,45,11,$12.00 - $13.99
2020,SOUTHERN FLAVOR FARMS LP,4358,GA,Fort Valley,31030,GA,45,11,$10.00 - $11.99
2020,SOUTHERN GARDENS GROVES CORP,6455,FL,Clewiston,33440,FL,45,11,$10.00 - $11.99
2020,SOUTHERN IMPACT,5556,OK,Tulsa,74132,ND,45,11,$14.00 - $15.99
2020,SOUTHERN LEAF FARMS LLC,4610,NC,Carthage,28327,TN,45,11,$12.00 - $13.99
2020,SOUTHERN LIGHT FARMS,6532,NC,Carthage,28327,KY,45,11,$12.00 - $13.99
2020,SOUTHERN MISSISSIPPI PINE STRAW LLC,7006,MS,Purvis,39475,MS,45,42,$10.00 - $11.99
2020,SOUTHERN ORCHARDS MGMT LLC,6826,GA,Fort Valley,31030,GA,45,11,$10.00 - $11.99
2020,SOUTHERN PLANTING COMPANY,3134,MS,Greenwood,38930,MS,45,11,$10.00 - $11.99
2020,SOUTHERN PLANTING COMPANY,3134,MS,Greenwood,38930,MS,45,11,$10.00 - $11.99
2020,SOUTHERN SHADE TREE CO INC,2317,VA,Lovingston,22949,NC,45,11,$12.00 - $13.99
2020,SOUTHERN VERMONT ORCHARDS INC,552,VT,Orwell,5760,VT,45,11,$12.00 - $13.99
2020,SOUTHERN VERMONT ORCHARDS INC,552,VT,Orwell,5760,VT,45,11,$14.00 - $15.99
2020,SOUTHERN WHEEL & IRON WORKS ALP,1963,AR,Forrest City,72336,AR,45,11,$10.00 - $11.99
2020,SOUTHSIDE FARMING LLC,2881,ID,Buhl,83316,ID,45,11,$12.00 - $13.99
2020,SOUTHSIDE FARMS INC & RONALD R HEB,8920,LA,Jeanerette,70544,LA,45,11,$10.00 - $11.99
2020,SOUTHSIDE TOBACCO GROWERS ASSN LLC,865,TN,Southside,37171,TN,45,11,$12.00 - $13.99
2020,SOUTHWEST CUSTOM FARMING LLC,1731,KS,Garden City,67846,KS,45,11,$14.00 - $15.99
2020,SOUTHWEST FAMILY FARMS,27,NC,Waynesville,28786,KS,45,11,$14.00 - $15.99
2020,SOUTHWEST FARMS LLC,8121,KY,Murray,42071,KY,45,11,$12.00 - $13.99
2020,SOUTHWEST FARMS LLC,8121,KY,Murray,42071,KY,45,11,$20.00 and more
2020,SOUTHWIND ORCHARDS,6447,MN,Edina,55435,MN,45,11,$12.00 - $13.99
2020,SOUTHWIND ORCHARDS,6447,MN,Minneapolis,55435,MN,45,11,$12.00 - $13.99
2020,SOUTHWIND ORCHARDS,6447,MN,Minneapolis,55435,MN,45,11,$14.00 - $15.99
2020,SOUTHWING CRAWFISH COMPANY LLC,9146,LA,Woodworth,71485,LA,45,11,$10.00 - $11.99
2020,SOUTHWOOD LANDSCAPE & NURSERY CO I,6188,OK,Tulsa,74132,OK,45,11,$12.00 - $13.99
2020,SOWEGA COTTON GIN WAREHOUSE LLC,153,GA,Climax,39834,AL,45,11,$10.00 - $11.99
2020,SOWEGA COTTON GIN WAREHOUSE LLC,153,GA,Climax,39834,GA,45,11,$10.00 - $11.99
2020,SOWELL ORCHARDS FRUIT AND SALES,8182,CO,Palisade,81526,CO,45,11,$12.00 - $13.99
2020,SOWELL ORCHARDS FRUIT AND SALES,8182,CO,Palisade,81526,CO,45,11,$14.00 - $15.99
2020,SOYARS RANCH,5728,TX,Uvalde,78802,TX,45,11,$9.99 and under
2020,SPANGLER FARMS MARKET,9677,VA,Lovingston,22949,IN,45,11,$14.00 - $15.99
2020,SPANIER FARMS,6288,MN,Fergus Falls,56537,ND,45,11,$14.00 - $15.99
2020,SPANIER HARVESTING LLC,1095,TN,Sevierville,37862,SD,45,11,$14.00 - $15.99
2020,SPANISH TRAILS FARMS INC,9577,NC,Carthage,28327,FL,45,11,$10.00 - $11.99
2020,SPEAR FARMS INC,8609,MN,Fergus Falls,56537,ME,45,11,$12.00 - $13.99
2020,SPENCER BINA FARMS,5340,ND,Chaseley,58423,ND,45,11,$14.00 - $15.99
2020,SPENCER BRIAN LOTT DBA BRIAN LOTT,4840,ID,Heyburn,83336,ID,45,11,$12.00 - $13.99
2020,SPENCER BRIAN LOTT DBA BRIAN LOTT,4840,ID,Rigby,83442,ID,45,11,$12.00 - $13.99
2020,SPENCER WILSON,7229,NC,Waynesville,28786,ND,45,11,$14.00 - $15.99
2020,SPENDTHRIFT FARM,6,KY,Lexington,40511,KY,45,11,$10.00 - $11.99
2020,SPERRY LIVESTOCK CORP,618,WY,Casper,82601,CO,45,11,$9.99 and under
2020,SPERRY LIVESTOCK CORP,618,WY,Casper,82601,CO,45,11,$9.99 and under
2020,SPETEN FARMS,914,ND,Wilton,58579,ND,45,11,$14.00 - $15.99
2020,SPH FARM,974,MS,Greenwood,38930,KS,45,11,$14.00 - $15.99
2020,SPICER RANCHES LTD,9503,TX,Amarillo,79124,CO,45,11,$14.00 - $15.99
2020,SPIKE NOEL FARMS,9391,LA,Donaldsonville,70346,LA,45,11,$10.00 - $11.99
2020,SPIRAL PATH FARM LLC DBA SPIRAL PA,2883,VA,Lovingston,22949,PA,45,11,$12.00 - $13.99
2020,SPIVEY FARMS INC,8747,FL,Plant City,33567,FL,45,11,$10.00 - $11.99
2020,SPIVEY FARMS INC,8748,FL,Plant City,33567,FL,45,11,$10.00 - $11.99
2020,SPIVEY FARMS INC,8748,FL,Plant City,33567,FL,45,11,$10.00 - $11.99
2020,SPLENDOR SALAD,4819,CA,Gustine,95322,CA,45,11,$14.00 - $15.99
2020,SPLIT TREE FARMS LLC,6327,MS,Greenwood,38930,MS,45,11,$10.00 - $11.99
2020,SPOOKHOUSE FARMS LLC,9275,KY,Lexington,40508,KY,45,11,$12.00 - $13.99
2020,SPOOR FARMS J V,6771,TX,Angleton,77515,TX,45,11,$12.00 - $13.99
2020,SPORTING VALLEY TURF FARMS INC,615,GA,Valdosta,31606,PA,45,11,$12.00 - $13.99
2020,SPOTH BROTHERS ENTERPRISES LLC,9001,NC,Carthage,28327,NY,45,11,$14.00 - $15.99
2020,SPRA GREEN,8015,NM,Portales,88130,NM,45,31-33,$12.00 - $13.99
2020,SPRING BROOK FARM 1,7117,MA,Littleton,1460,MA,45,11,$14.00 - $15.99
2020,SPRING BROOK FARM 1,7117,NH,Goffstown,3045,MA,45,11,$14.00 - $15.99
2020,SPRING CREEK NURSERY,8013,OK,Tulsa,74132,OK,45,11,$12.00 - $13.99
2020,SPRING HILL PRODUCE LLC,8873,GA,Tifton,31793,GA,45,11,$10.00 - $11.99
2020,SPRING HILL PRODUCE LLC,8873,GA,Tifton,31793,GA,45,11,$10.00 - $11.99
2020,SPRING MEADOW NURSERY INC,9016,VA,Lovingston,22949,MI,45,11,$14.00 - $15.99
2020,SPRING MEADOW NURSERY INC,9067,VA,Lovingston,22949,MI,45,11,$14.00 - $15.99
2020,SPRING MEADOW NURSERY INC,9067,VA,Lovingston,22949,MI,45,11,$14.00 - $15.99
2020,SPRING VALLEY ASSOCIATES LLC,6408,NV,Ely,89301,NV,45,11,$9.99 and under
2020,SPRING VALLEY ASSOCIATES LLC,6408,NV,Ely,89315,NV,45,11,$14.00 - $15.99
2020,SPRING VALLEY ASSOCIATES LLC,6408,NV,Ely,89315,NV,45,11,$9.99 and under
2020,SPRING VALLEY ASSOCIATES LLC,6408,NV,Ely,89315,NV,45,11,$9.99 and under
2020,SPRING VALLEY FARM & ORCHARD,9217,VA,Lovingston,22949,WV,45,11,$10.00 - $11.99
2020,SPRING VALLEY FARM & ORCHARD,9217,VA,Lovingston,22949,WV,45,11,$10.00 - $11.99
2020,SPRING VALLEY FARM & ORCHARD,9217,VA,Lovingston,22949,WV,45,11,$12.00 - $13.99
