closing_date,px_gold,px_oil,gold_pct_chg,oil_pct_chg
1/31/2008,922.7,91.75,0.0,0.0
2/29/2008,975.0,101.84,5.668147827029365,10.997275204359678
3/31/2008,916.2,101.58,-0.7044543188468625,10.713896457765665
4/30/2008,865.1,113.46,-6.242549040858353,23.66212534059945
5/30/2008,887.3,127.35,-3.8365665980275376,38.801089918256125
6/30/2008,928.3,140.0,0.6069144900834408,52.58855585831063
7/31/2008,913.9,124.08,-0.9537227701311441,35.237057220708444
8/29/2008,831.2,115.46,-9.916549257613525,25.84196185286103
9/30/2008,874.2,100.64,-5.256312994472743,9.689373297002724
10/31/2008,718.2,67.81,-22.16321664679744,-26.092643051771113
11/28/2008,816.2,54.43,-11.542213070337054,-40.67574931880109
12/31/2008,884.3,44.6,-4.161699360572244,-51.38964577656676
1/30/2009,927.3,41.68,0.49853690256853894,-54.57220708446866
2/27/2009,942.5,44.76,2.145876232795053,-51.21525885558583
3/31/2009,922.6,49.66,-0.010837758751492656,-45.874659400544964
4/30/2009,891.2,51.12,-3.4138940067194103,-44.28337874659401
5/29/2009,978.8,66.31,6.079982659585988,-27.7275204359673
6/30/2009,927.4,69.89,0.5093746613200316,-23.825613079019075
7/31/2009,953.7,69.45,3.3597052129619596,-24.30517711171662
8/31/2009,952.2,69.96,3.1971388316896063,-23.749318801089924
9/30/2009,1008.0,70.61,9.24460821502113,-23.040871934604905
10/30/2009,1040.4,77.0,12.756042050503961,-16.076294277929154
11/30/2009,1181.1,77.28,28.00476861385064,-15.771117166212534
12/31/2009,1096.2,79.36,18.80351143383548,-13.50408719346049
1/29/2010,1083.0,72.89,17.372927278638773,-20.5558583106267
2/26/2010,1118.9,79.66,21.263682670423762,-13.177111716621257
3/31/2010,1113.3,83.76,20.656768180340297,-8.708446866485007
4/30/2010,1180.7,86.15,27.961417578844696,-6.103542234332418
5/31/2010,1212.2,73.97,31.375311585564102,-19.37874659400545
6/30/2010,1245.9,75.63,35.0276362848163,-17.569482288828343
7/30/2010,1181.7,78.95,28.069795166359597,-13.950953678474113
8/31/2010,1249.0,71.92,35.36360680611249,-21.613079019073567
9/30/2010,1307.8,79.97,41.736208951988715,-12.839237057220709
10/29/2010,1357.6,81.43,47.13341281023083,-11.247956403269747
11/30/2010,1385.0,84.11,50.10295870813914,-8.326975476839237
12/31/2010,1421.4,91.38,54.04790289368159,-0.40326975476839727
1/31/2011,1333.8,92.19,44.55402622737616,0.4795640326975452
2/28/2011,1409.9,96.97,52.801560637260216,5.6893732970027235
3/31/2011,1438.9,106.72,55.94451067519237,16.316076294277927
4/29/2011,1556.4,113.93,68.67887720819334,24.174386920980933
5/31/2011,1535.9,102.7,66.45713666413786,11.934604904632156
6/30/2011,1502.8,95.42,62.86983851739459,4.000000000000002
7/29/2011,1628.3,95.7,76.47122575051478,4.305177111716625
8/31/2011,1829.3,88.81,98.25512084101007,-3.2043596730245207
9/30/2011,1620.4,79.2,75.61504280914707,-13.678474114441414
10/31/2011,1725.2,93.19,86.97301398070879,1.5694822888283353
11/30/2011,1745.5,100.36,89.1730790072613,9.384196185286104
12/30/2011,1566.8,98.83,69.80600411834831,7.716621253405993
1/31/2012,1737.8,98.48,88.33857158339654,7.335149863760222
2/29/2012,1711.3,107.07,85.46656551425164,16.6975476839237
3/30/2012,1669.3,103.02,80.91470683862576,12.283378746594002
4/30/2012,1664.2,104.87,80.36198114229977,14.299727520435972
5/31/2012,1562.6,86.53,69.35081825078572,-5.6893732970027235
6/29/2012,1604.2,84.96,73.85932589140566,-7.400544959128072
7/31/2012,1610.5,88.06,74.54210469274953,-4.0217983651226135
8/31/2012,1685.3,96.47,82.64874823886419,5.144414168937328
9/28/2012,1771.1,92.19,91.94754524764276,0.4795640326975452
10/31/2012,1719.1,86.24,86.31191069686787,-6.00544959128066
11/30/2012,1710.9,88.91,85.42321447924569,-3.0953678474114477
12/31/2012,1675.8,91.82,81.61916115747262,0.07629427792914788
1/31/2013,1660.6,97.49,79.9718218272461,6.2561307901907295
2/28/2013,1578.1,92.05,71.0306708572667,0.32697547683923395
3/29/2013,1594.8,97.23,72.84057656876557,5.972752043596734
4/30/2013,1472.1,93.46,59.5426465806871,1.8637602179836443
5/31/2013,1392.6,91.97,50.92662837325239,0.2397820163487726
6/28/2013,1223.7,96.56,32.62165384198548,5.242506811989103
7/31/2013,1312.4,105.03,42.23474585455728,14.474114441416894
8/30/2013,1395.8,107.65,51.27343665330009,17.32970027247957
9/30/2013,1326.5,102.33,43.76286983851739,11.531335149863759
10/31/2013,1323.7,96.38,43.45941259347567,5.046321525885554
11/29/2013,1250.6,92.72,35.53701094613632,1.0572207084468652
12/31/2013,1202.3,98.42,30.302373469166564,7.269754768392373
1/31/2014,1240.1,97.49,34.39904627722985,6.2561307901907295
2/28/2014,1321.6,102.59,43.23181965969436,11.81471389645777
3/31/2014,1283.4,101.58,39.09179581662512,10.713896457765665
4/30/2014,1295.9,99.74,40.4465156605614,8.708446866485007
5/30/2014,1245.6,102.71,34.99512300856181,11.945504087193454
6/30/2014,1322.0,105.37,43.27517069470033,14.844686648501368
