closing_date,px_gold,px_oil,gold_pct_chg,oil_pct_chg
7/31/2014,1281.3,98.17,38.86420288284382,6.997275204359675
8/29/2014,1286.5,95.96,39.42776633792131,4.58855585831062
9/30/2014,1210.5,91.16,31.191069686788765,-0.6430517711171699
10/31/2014,1171.6,80.54,26.975181532459068,-12.21798365122615
11/28/2014,1175.2,66.15,27.36534084751273,-27.901907356948225
12/31/2014,1184.1,53.27,28.329901376395345,-41.940054495912804
1/30/2015,1278.5,48.24,38.5607456378021,-47.422343324250676
2/27/2015,1213.1,49.76,31.4728514143275,-45.76566757493188
3/31/2015,1183.1,47.6,28.221523788880443,-48.119891008174385
4/30/2015,1182.4,59.63,28.145659477620033,-35.00817438692098
5/29/2015,1189.4,60.3,28.904302590224347,-34.27792915531335
6/30/2015,1171.8,59.47,26.99685704996206,-35.18256130790191
7/31/2015,1094.9,47.12,18.662620570066114,-48.64305177111717
8/31/2015,1132.0,49.2,22.683429066868964,-46.376021798365116
9/30/2015,1115.5,45.09,20.895198872873085,-50.85558583106267
10/30/2015,1141.4,46.59,23.702178389509054,-49.22070844686648
11/30/2015,1065.8,41.65,15.508832773382453,-54.604904632152596
12/31/2015,1060.2,37.04,14.901918283299013,-59.629427792915536
1/29/2016,1116.4,33.62,20.992738701636505,-63.356948228882835
2/29/2016,1234.4,33.75,33.78129402839493,-63.21525885558583
3/31/2016,1234.2,38.34,33.75961851089195,-58.2125340599455
4/29/2016,1290.5,45.92,39.86127668798092,-49.950953678474114
5/31/2016,1214.8,49.1,31.65709331310284,-46.4850136239782
6/30/2016,1320.6,48.33,43.12344207217946,-47.32425068119891
7/29/2016,1349.0,41.6,46.20136555760268,-54.65940054495913
8/31/2016,1307.9,44.7,41.74704671074022,-51.28065395095368
9/30/2016,1313.3,48.24,42.33228568332068,-47.422343324250676
10/31/2016,1273.1,46.86,37.975506665221616,-48.926430517711175
11/30/2016,1170.8,49.44,26.888479462447158,-46.11444141689374
12/30/2016,1151.7,53.72,24.81846754091254,-41.449591280653955
1/31/2017,1208.6,52.81,30.98515227051044,-42.44141689373297
2/28/2017,1253.9,54.01,35.894656984935516,-41.13351498637602
3/31/2017,1247.3,50.6,35.17936490733715,-44.85013623978201
4/28/2017,1268.3,49.33,37.45529424515009,-46.23433242506812
5/31/2017,1272.0,48.32,37.85629131895523,-47.335149863760215
6/30/2017,1242.3,46.04,34.637476969762645,-49.82016348773842
7/31/2017,1266.6,50.17,37.27105234637476,-45.31880108991825
8/31/2017,1318.5,47.23,42.89584913839818,-48.52316076294279
9/29/2017,1281.5,51.67,38.885878400346805,-43.683923705722066
10/31/2017,1270.5,54.38,37.69372493768288,-40.730245231607626
11/30/2017,1273.2,57.4,37.98634442397312,-37.438692098092645
12/29/2017,1309.3,60.42,41.89877533326107,-34.14713896457766
1/31/2018,1339.0,64.73,45.11758968245366,-29.449591280653948
