Year Type,Year,Organization Group Code,Organization Group,Department,Job Family,Job,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health/Dental,Other Benefits,Total Benefits,Total Compensation
Fiscal,2000,1,Public Protection,FIR Fire Department,Fire Services,Asst Chf Of Dept (Fire Dept),211477.75,49805.91,17615.05,278898.71,40311.94,16143.08,4695.58,61150.6,340049.31
Fiscal,2016,1,Public Protection,FIR Fire Department,Fire Services,Asst Chf Of Dept (Fire Dept),208249.91,57736.82,12685.95,278672.68,39005.78,15715.72,4511.34,59232.84,337905.52
Fiscal,2011,1,Public Protection,POL Police,Police Services,Deputy Chief 3,277808.41,0,823.19,278631.6,48091.86,13765.55,25475.93,87333.34,365964.94
Fiscal,2000,1,Public Protection,FIR Fire Department,Fire Services,Asst Chf Of Dept (Fire Dept),207780.24,39718.47,30817.01,278315.72,42133.63,15715.72,4619.36,62468.71,340784.43
Fiscal,2013,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",140665.26,118433.42,18940.26,278038.94,27583.03,14734.97,4766.13,47084.13,325123.07
Fiscal,2001,1,Public Protection,POL Police,Police Services,Sergeant 3,151022.71,113161.15,13755.88,277939.74,26320.44,13706.21,4617.9,44644.55,322584.29
Fiscal,2017,1,Public Protection,FIR Fire Department,Management,Dep Chf Of Dept (Fire Dept),260758.08,0,17097.74,277855.82,49208.36,12803.49,13414.21,75426.06,353281.88
Fiscal,1993,1,Public Protection,FIR Fire Department,Fire Services,"Battlion Chief, Fire Suppressi",179760.48,71491.55,26253.01,277505.04,36485,15715.72,4598.62,56799.34,334304.38
Fiscal,1994,1,Public Protection,FIR Fire Department,Fire Services,"Battlion Chief, Fire Suppressi",179464.17,74565.28,23226.15,277255.6,40934.31,15250.25,4571.71,60756.27,338011.87
Fiscal,2009,4,Community Health,DPH Public Health,Nursing,Anesthetist,262678.28,1093.31,13373.25,277144.84,48935.59,13702.92,12998.85,75637.36,352782.2
Fiscal,1992,2,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,Management,Dep Dir V,277097.48,0,0,277097.48,50237.76,13175.97,21195.93,84609.66,361707.14
Fiscal,2011,1,Public Protection,SHF Sheriff,Correction & Detention,Sheriff's Lieutenant,145142.12,111917.31,19953.33,277012.76,41260.23,13765.53,4634.05,59659.81,336672.57
Fiscal,1999,1,Public Protection,SHF Sheriff,Correction & Detention,Deputy Sheriff,99948.1,155401.75,21566.47,276916.32,30597.38,13075.39,4706.8,48379.57,325295.89
Fiscal,2007,1,Public Protection,POL Police,Police Services,Deputy Chief 3,269665.21,0,7130.01,276795.22,59204.2,12501.46,13432.92,85138.58,361933.8
Fiscal,1992,1,Public Protection,FIR Fire Department,Fire Services,"Battlion Chief, Fire Suppressi",181157.27,67844.05,27681.42,276682.74,41701.52,15394.13,4652.44,61748.09,338430.83
Fiscal,2005,1,Public Protection,FIR Fire Department,Fire Services,"Battlion Chief, Fire Suppressi",181453.58,68864.5,26310.66,276628.74,36795.07,15863.73,4498.3,57157.1,333785.84
Fiscal,2003,1,Public Protection,SHF Sheriff,Correction & Detention,Sheriff's Sergeant,126637.22,120691.42,29023.7,276352.34,37089.13,13765.54,4717.52,55572.19,331924.53
Fiscal,2001,1,Public Protection,POL Police,Police Services,Deputy Chief 3,269665.23,0,6216.51,275881.74,59204.2,12501.45,13532.7,85238.35,361120.09
Fiscal,2016,1,Public Protection,SHF Sheriff,Correction & Detention,Senior Deputy Sheriff,111178.58,138642.84,26050.19,275871.61,34554.22,13125.68,4733.44,52413.34,328284.95
Fiscal,2000,1,Public Protection,FIR Fire Department,Fire Services,"Battlion Chief, Fire Suppressi",179760.5,71907.16,23892.88,275560.54,36067,15715.72,4521.87,56304.59,331865.13
Fiscal,2006,1,Public Protection,FIR Fire Department,Fire Services,Asst Chf Of Dept (Fire Dept),203523.84,23526.75,48180.33,275230.92,48043.84,14944.28,429.71,63417.83,338648.75
Fiscal,1997,4,Community Health,DPH Public Health,Management,"Adm, SFGH Medical Center",275041.11,0,0,275041.11,60343.94,12501.45,20854.11,93699.5,368740.61
Fiscal,2014,4,Community Health,DPH Public Health,Medical & Dental,Senior Physician Specialist,222908.83,0,52116.3,275025.13,45643.22,13416.13,13031.07,72090.42,347115.55
Fiscal,2009,1,Public Protection,FIR Fire Department,Fire Services,"Captain, Emergency Med Svcs",151768.53,101478.55,21723.48,274970.56,30135.59,15313.3,4672.61,50121.5,325092.06
Fiscal,1996,1,Public Protection,SHF Sheriff,Correction & Detention,Sheriff's Sergeant,122033.47,124455.33,28453.13,274941.93,34859.59,13175.98,4707.55,52743.12,327685.05
Fiscal,2010,4,Community Health,DPH Public Health,Medical & Dental,Supervising Physician Spec,269560.8,0,5300,274860.8,48069.04,13765.55,12960.27,74794.86,349655.66
Fiscal,2016,4,Community Health,DPH Public Health,Nursing,Nursing Supervisor,226125.46,0,48697.98,274823.44,46116.4,13765.55,12953.48,72835.43,347658.87
Fiscal,2016,1,Public Protection,POL Police,Police Services,Deputy Chief 3,268632,0,6190.68,274822.68,48671.02,12828.16,5920.32,67419.5,342242.18
Fiscal,2007,1,Public Protection,FIR Fire Department,Fire Services,"Battlion Chief, Fire Suppressi",177771.16,71195.23,25776.66,274743.05,41271.47,15106.39,4469.29,60847.15,335590.2
Fiscal,1993,1,Public Protection,FIR Fire Department,Fire Services,"Battlion Chief, Fire Suppressi",183152.86,53647.77,37664.91,274465.54,37377.06,16613.57,4629.04,58619.67,333085.21
Fiscal,2016,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",132267.11,114457.49,27646.01,274370.61,28101.67,15992.21,4662.04,48755.92,323126.53
Fiscal,2009,1,Public Protection,POL Police,Police Services,Deputy Chief 3,273397.03,0,826.35,274223.38,48400.34,13175.97,19382.78,80959.09,355182.47
Fiscal,2011,6,General Administration & Finance,CON Controller,Management,Controller,273925.84,0,0,273925.84,60099.28,12501.46,20099.15,92699.89,366625.73
Fiscal,2002,6,General Administration & Finance,ADM Gen Svcs Agency-City Admin,Management,Dept Head V,273925.82,0,0,273925.82,60099.27,12501.45,24296.82,96897.54,370823.36
Fiscal,2006,3,Human Welfare & Neighborhood Development,HSA Human Services Agency,Management,Dept Head V,273925.82,0,0,273925.82,60099.27,12501.45,19973.4,92574.12,366499.94
Fiscal,2012,4,Community Health,DPH Public Health,Medical & Dental,Supervising Physician Spec,269560.81,0,4365,273925.81,47847.04,13765.53,12955.07,74567.64,348493.45
Fiscal,2003,6,General Administration & Finance,RET Retirement System,Management,Dept Head V,273925.8,0,0,273925.8,60099.27,12501.45,20055.68,92656.4,366582.2
Fiscal,1992,1,Public Protection,FIR Fire Department,Fire Services,"Battlion Chief, Fire Suppressi",179760.53,72047.7,22114.22,273922.45,34385.73,15715.72,564.17,50665.62,324588.07
Fiscal,2000,4,Community Health,DPH Public Health,Medical & Dental,Senior Physician Specialist,234545.26,903.4,38391.78,273840.44,48116.17,13693.01,12966.95,74776.13,348616.57
Fiscal,2010,4,Community Health,DPH Public Health,Administrative & Mgmt (Unrep),"Manager, Department Of Public Health",273795.45,0,0,273795.45,49639.18,13175.97,20048.13,82863.28,356658.73
Fiscal,2010,1,Public Protection,POL Police,Police Services,Deputy Chief 3,267598.8,0,6167.34,273766.14,55629.23,12420.82,9548.55,77598.6,351364.74
Fiscal,2016,4,Community Health,DPH Public Health,Medical & Dental,Supervising Physician Spec,238014.31,0,35702.15,273716.46,49624.77,13025.11,12291.81,74941.69,348658.15
Fiscal,1999,6,General Administration & Finance,ADM Gen Svcs Agency-City Admin,Med Therapy & Auxiliary,Asst Med Examiner,248699.07,0,24982.5,273681.57,44144.19,13343.61,12946.24,70434.04,344115.61
Fiscal,2006,6,General Administration & Finance,RET Retirement System,Administrative & Mgmt (Unrep),"Dep Dir For Investments, Ret",273446,0,0,273446,48427.39,11594.68,13839.15,73861.22,347307.22
Fiscal,2007,1,Public Protection,POL Police,Police Services,Sergeant 3,148120.75,107156.71,18130.64,273408.1,26413.27,13778.73,725.3,40917.3,314325.4
Fiscal,1995,1,Public Protection,FIR Fire Department,Fire Services,"Battlion Chief, Fire Suppressi",177771.16,71495.67,24086.3,273353.13,40928.01,15106.39,4494.33,60528.73,333881.86
Fiscal,2015,1,Public Protection,POL Police,Police Services,Sergeant 3,145842.65,106232.51,20517.7,272592.86,26402.01,13182.25,4658.93,44243.19,316836.05
Fiscal,2010,1,Public Protection,FIR Fire Department,Fire Services,"Battlion Chief, Fire Suppressi",186641.45,49609.9,36263.91,272515.26,38354.55,16930.04,4560.62,59845.21,332360.47
Fiscal,2012,1,Public Protection,FIR Fire Department,Fire Services,"Battlion Chief, Fire Suppressi",179464.21,69906.72,23009.57,272380.5,41053.2,15250.26,4445.31,60748.77,333129.27
Fiscal,2000,1,Public Protection,FIR Fire Department,Fire Services,Asst Chf Of Dept (Fire Dept),205480.8,49667.65,17130.19,272278.64,47623.8,15087.97,4513.53,67225.3,339503.94
Fiscal,2005,1,Public Protection,FIR Fire Department,Fire Services,"Battlion Chief, Fire Suppressi",179464.24,62956.19,29809.97,272230.4,42294.55,15250.26,4418.98,61963.79,334194.19
