ISIN,Security Description,Indicate Value Of Aggregate Holding Of FPIS (INR Cr),source_file,date
IN0020230101,07.37 GS 2028,8564.98,CCIL 12-20-2024.xls,2024-12-20
IN0020230135,07.32 GS 2030,7768.728,CCIL 12-20-2024.xls,2024-12-20
IN0020240050,07.04 GS 2029,9592.883,CCIL 12-20-2024.xls,2024-12-20
IN0020230010,07.06 GS 2028,11883.464,CCIL 12-20-2024.xls,2024-12-20
IN0020220037,07.38 GS 2027,10961.858,CCIL 12-20-2024.xls,2024-12-20
IN0020240019,07.10 GS 2034,17054.533,CCIL 12-20-2024.xls,2024-12-20
IN0020200112,05.22 GS 2025,7209.532,CCIL 12-20-2024.xls,2024-12-20
IN0020220060,07.26 GS 2032,10770.936,CCIL 12-20-2024.xls,2024-12-20
IN0020220011,07.10 GS 2029,11525.39,CCIL 12-20-2024.xls,2024-12-20
IN0020230077,07.18 GS 2037,11656.691,CCIL 12-20-2024.xls,2024-12-20
IN0020240076,07.02 GS 2031,3793.948,CCIL 12-20-2024.xls,2024-12-20
IN0020230051,07.30 GS 2053,10737.429,CCIL 12-20-2024.xls,2024-12-20
IN0020210244,06.54 GS 2032,8478.087,CCIL 12-20-2024.xls,2024-12-20
IN0020220144,07.29 GOI SGRB 2033,418.732,CCIL 12-20-2024.xls,2024-12-20
IN0020230036,07.17 GS 2030,5080.016,CCIL 12-20-2024.xls,2024-12-20
IN0020220151,07.26 GS 2033,7108.211,CCIL 12-20-2024.xls,2024-12-20
IN0020180454,07.26 GS 2029,6013.911,CCIL 12-20-2024.xls,2024-12-20
IN0020240183,06.75 GS 2029,630.0,CCIL 12-20-2024.xls,2024-12-20
IN0020210095,06.10 GS 2031,6543.957,CCIL 12-20-2024.xls,2024-12-20
IN0020190362,06.45 GS 2029,4591.59,CCIL 12-20-2024.xls,2024-12-20
IN0020220102,07.41 GS 2036,6181.902,CCIL 12-20-2024.xls,2024-12-20
IN0020200153,05.77 GS 2030,4822.441,CCIL 12-20-2024.xls,2024-12-20
IN0020240126,06.79 GS 2034,3029.258,CCIL 12-20-2024.xls,2024-12-20
IN0020200278,05.15 GS 2025,3210.633,CCIL 12-20-2024.xls,2024-12-20
IN0020200252,06.67 GS 2050,4355.017,CCIL 12-20-2024.xls,2024-12-20
IN0020220029,07.54 GS 2036,4470.71,CCIL 12-20-2024.xls,2024-12-20
IN0020220086,07.36 GS 2052,4475.847,CCIL 12-20-2024.xls,2024-12-20
IN0020200070,05.79 GS 2030,2884.947,CCIL 12-20-2024.xls,2024-12-20
IN0020200294,05.85 GS 2030,2485.853,CCIL 12-20-2024.xls,2024-12-20
IN0020210194,06.99 GS 2051,2837.105,CCIL 12-20-2024.xls,2024-12-20
IN0020230176,07.37 GOI SGRB 2054,159.497,CCIL 12-20-2024.xls,2024-12-20
IN0020200054,07.16 GS 2050,1500.717,CCIL 12-20-2024.xls,2024-12-20
IN0020220136,07.10 GOI SGRB 2028,111.882,CCIL 12-20-2024.xls,2024-12-20
IN0020190032,07.72 GS 2049,1110.041,CCIL 12-20-2024.xls,2024-12-20
IN0020230150,07.24 GOI SGRB 2033,59.0,CCIL 12-20-2024.xls,2024-12-20
IN0020240159,06.79 GOI SGRB 2034,41.0,CCIL 12-20-2024.xls,2024-12-20
IN0020230143,07.25 GOI SGRB 2028,37.86,CCIL 12-20-2024.xls,2024-12-20
IN0020230101,07.37 GS 2028,8684.805,CCIL 12-29-2023.xls,2023-12-29
IN0020230135,07.32 GS 2030,2501.69,CCIL 12-29-2023.xls,2023-12-29
IN0020230010,07.06 GS 2028,9233.339,CCIL 12-29-2023.xls,2023-12-29
IN0020220011,07.10 GS 2029,9897.439,CCIL 12-29-2023.xls,2023-12-29
IN0020230085,07.18 GS 2033,7932.782,CCIL 12-29-2023.xls,2023-12-29
IN0020210012,05.63 GS 2026,8654.248,CCIL 12-29-2023.xls,2023-12-29
IN0020220060,07.26 GS 2032,8282.363,CCIL 12-29-2023.xls,2023-12-29
IN0020230036,07.17 GS 2030,5425.3,CCIL 12-29-2023.xls,2023-12-29
IN0020200112,05.22 GS 2025,6163.993,CCIL 12-29-2023.xls,2023-12-29
IN0020220037,07.38 GS 2027,7127.414,CCIL 12-29-2023.xls,2023-12-29
IN0020210186,05.74 GS 2026,3650.532,CCIL 12-29-2023.xls,2023-12-29
IN0020180454,07.26 GS 2029,6182.66,CCIL 12-29-2023.xls,2023-12-29
IN0020220151,07.26 GS 2033,6829.69,CCIL 12-29-2023.xls,2023-12-29
IN0020180488,07.32 GS 2024,2239.5,CCIL 12-29-2023.xls,2023-12-29
IN0020190362,06.45 GS 2029,4016.347,CCIL 12-29-2023.xls,2023-12-29
IN0020210095,06.10 GS 2031,5122.332,CCIL 12-29-2023.xls,2023-12-29
IN0020190396,06.18 GS 2024,2721.06,CCIL 12-29-2023.xls,2023-12-29
IN0020220144,07.29 GOI SGRB 2033,249.034,CCIL 12-29-2023.xls,2023-12-29
IN0020200153,05.77 GS 2030,3606.765,CCIL 12-29-2023.xls,2023-12-29
IN0020210244,06.54 GS 2032,3553.229,CCIL 12-29-2023.xls,2023-12-29
IN0020200070,05.79 GS 2030,2495.2,CCIL 12-29-2023.xls,2023-12-29
IN0020200278,05.15 GS 2025,2278.879,CCIL 12-29-2023.xls,2023-12-29
IN0020200252,06.67 GS 2050,2651.659,CCIL 12-29-2023.xls,2023-12-29
IN0020220029,07.54 GS 2036,1839.145,CCIL 12-29-2023.xls,2023-12-29
IN0020220102,07.41 GS 2036,1844.818,CCIL 12-29-2023.xls,2023-12-29
IN0020220086,07.36 GS 2052,1932.144,CCIL 12-29-2023.xls,2023-12-29
IN0020200294,05.85 GS 2030,1274.29,CCIL 12-29-2023.xls,2023-12-29
IN0020230077,07.18 GS 2037,1252.08,CCIL 12-29-2023.xls,2023-12-29
IN0020210194,06.99 GS 2051,998.284,CCIL 12-29-2023.xls,2023-12-29
IN0020230051,07.30 GS 2053,800.233,CCIL 12-29-2023.xls,2023-12-29
IN0020230150,07.24 GOI SGRB 2033,25.5,CCIL 12-29-2023.xls,2023-12-29
IN0020220136,07.10 GOI SGRB 2028,35.005,CCIL 12-29-2023.xls,2023-12-29
IN0020200054,07.16 GS 2050,441.034,CCIL 12-29-2023.xls,2023-12-29
IN0020190032,07.72 GS 2049,132.55,CCIL 12-29-2023.xls,2023-12-29
IN0020230143,07.25 GOI SGRB 2028,0.0,CCIL 12-29-2023.xls,2023-12-29
IN0020220037,07.38 GS 2027,13931.981,CCIL 12-31-2024.xls,2024-12-31
IN0020230010,07.06 GS 2028,13850.208,CCIL 12-31-2024.xls,2024-12-31
IN0020230135,07.32 GS 2030,8662.783,CCIL 12-31-2024.xls,2024-12-31
IN0020230085,07.18 GS 2033,24645.679,CCIL 12-31-2024.xls,2024-12-31
IN0020210012,05.63 GS 2026,16035.377,CCIL 12-31-2024.xls,2024-12-31
IN0020210186,05.74 GS 2026,6689.308,CCIL 12-31-2024.xls,2024-12-31
IN0020240019,07.10 GS 2034,18623.442,CCIL 12-31-2024.xls,2024-12-31
IN0020230101,07.37 GS 2028,7722.607,CCIL 12-31-2024.xls,2024-12-31
IN0020240050,07.04 GS 2029,8603.187,CCIL 12-31-2024.xls,2024-12-31
IN0020200112,05.22 GS 2025,7779.352,CCIL 12-31-2024.xls,2024-12-31
IN0020220011,07.10 GS 2029,11957.906,CCIL 12-31-2024.xls,2024-12-31
IN0020220060,07.26 GS 2032,10543.571,CCIL 12-31-2024.xls,2024-12-31
IN0020230077,07.18 GS 2037,11662.476,CCIL 12-31-2024.xls,2024-12-31
IN0020240076,07.02 GS 2031,3642.058,CCIL 12-31-2024.xls,2024-12-31
IN0020230051,07.30 GS 2053,10778.031,CCIL 12-31-2024.xls,2024-12-31
IN0020210244,06.54 GS 2032,8316.762,CCIL 12-31-2024.xls,2024-12-31
IN0020220144,07.29 GOI SGRB 2033,419.505,CCIL 12-31-2024.xls,2024-12-31
IN0020220151,07.26 GS 2033,7850.957,CCIL 12-31-2024.xls,2024-12-31
IN0020230036,07.17 GS 2030,5147.376,CCIL 12-31-2024.xls,2024-12-31
IN0020180454,07.26 GS 2029,6118.789,CCIL 12-31-2024.xls,2024-12-31
IN0020210095,06.10 GS 2031,6440.982,CCIL 12-31-2024.xls,2024-12-31
IN0020190362,06.45 GS 2029,4674.97,CCIL 12-31-2024.xls,2024-12-31
IN0020200153,05.77 GS 2030,4804.761,CCIL 12-31-2024.xls,2024-12-31
IN0020240126,06.79 GS 2034,2188.423,CCIL 12-31-2024.xls,2024-12-31
IN0020200278,05.15 GS 2025,3216.353,CCIL 12-31-2024.xls,2024-12-31
IN0020200252,06.67 GS 2050,4263.042,CCIL 12-31-2024.xls,2024-12-31
IN0020220086,07.36 GS 2052,4439.364,CCIL 12-31-2024.xls,2024-12-31
IN0020220029,07.54 GS 2036,4177.841,CCIL 12-31-2024.xls,2024-12-31
IN0020220102,07.41 GS 2036,4068.49,CCIL 12-31-2024.xls,2024-12-31
IN0020200070,05.79 GS 2030,2833.347,CCIL 12-31-2024.xls,2024-12-31
IN0020200294,05.85 GS 2030,2524.011,CCIL 12-31-2024.xls,2024-12-31
IN0020210194,06.99 GS 2051,2812.46,CCIL 12-31-2024.xls,2024-12-31
IN0020220136,07.10 GOI SGRB 2028,111.882,CCIL 12-31-2024.xls,2024-12-31
IN0020230176,07.37 GOI SGRB 2054,134.947,CCIL 12-31-2024.xls,2024-12-31
IN0020200054,07.16 GS 2050,1370.032,CCIL 12-31-2024.xls,2024-12-31
IN0020190032,07.72 GS 2049,1075.531,CCIL 12-31-2024.xls,2024-12-31
IN0020230150,07.24 GOI SGRB 2033,59.0,CCIL 12-31-2024.xls,2024-12-31
IN0020230143,07.25 GOI SGRB 2028,37.86,CCIL 12-31-2024.xls,2024-12-31
IN0020240159,06.79 GOI SGRB 2034,28.0,CCIL 12-31-2024.xls,2024-12-31
IN0020230101,07.37 GS 2028,9795.423,CCIL 01-12-2024.xls,2024-01-12
IN0020230135,07.32 GS 2030,4123.69,CCIL 01-12-2024.xls,2024-01-12
IN0020230010,07.06 GS 2028,9144.239,CCIL 01-12-2024.xls,2024-01-12
IN0020230085,07.18 GS 2033,10036.132,CCIL 01-12-2024.xls,2024-01-12
IN0020220011,07.10 GS 2029,10085.967,CCIL 01-12-2024.xls,2024-01-12
IN0020210012,05.63 GS 2026,9352.998,CCIL 01-12-2024.xls,2024-01-12
IN0020200112,05.22 GS 2025,6853.993,CCIL 01-12-2024.xls,2024-01-12
IN0020220037,07.38 GS 2027,8061.154,CCIL 01-12-2024.xls,2024-01-12
IN0020220060,07.26 GS 2032,8209.663,CCIL 01-12-2024.xls,2024-01-12
IN0020230036,07.17 GS 2030,5390.3,CCIL 01-12-2024.xls,2024-01-12
IN0020210186,05.74 GS 2026,3770.632,CCIL 01-12-2024.xls,2024-01-12
IN0020220151,07.26 GS 2033,6990.87,CCIL 01-12-2024.xls,2024-01-12
IN0020180454,07.26 GS 2029,5863.17,CCIL 01-12-2024.xls,2024-01-12
IN0020190396,06.18 GS 2024,3051.26,CCIL 01-12-2024.xls,2024-01-12
IN0020210095,06.10 GS 2031,5467.332,CCIL 01-12-2024.xls,2024-01-12
IN0020180488,07.32 GS 2024,2114.5,CCIL 01-12-2024.xls,2024-01-12
IN0020190362,06.45 GS 2029,4058.517,CCIL 01-12-2024.xls,2024-01-12
IN0020220144,07.29 GOI SGRB 2033,249.034,CCIL 01-12-2024.xls,2024-01-12
IN0020200153,05.77 GS 2030,3616.765,CCIL 01-12-2024.xls,2024-01-12
IN0020210244,06.54 GS 2032,4044.001,CCIL 01-12-2024.xls,2024-01-12
IN0020200070,05.79 GS 2030,2518.85,CCIL 01-12-2024.xls,2024-01-12
IN0020200278,05.15 GS 2025,2279.718,CCIL 01-12-2024.xls,2024-01-12
IN0020200252,06.67 GS 2050,2651.659,CCIL 01-12-2024.xls,2024-01-12
IN0020220029,07.54 GS 2036,1899.795,CCIL 01-12-2024.xls,2024-01-12
IN0020220102,07.41 GS 2036,1875.897,CCIL 01-12-2024.xls,2024-01-12
IN0020220086,07.36 GS 2052,1928.494,CCIL 01-12-2024.xls,2024-01-12
IN0020200294,05.85 GS 2030,1330.29,CCIL 01-12-2024.xls,2024-01-12
IN0020230077,07.18 GS 2037,1258.43,CCIL 01-12-2024.xls,2024-01-12
IN0020210194,06.99 GS 2051,998.284,CCIL 01-12-2024.xls,2024-01-12
IN0020230051,07.30 GS 2053,902.783,CCIL 01-12-2024.xls,2024-01-12
IN0020230150,07.24 GOI SGRB 2033,25.5,CCIL 01-12-2024.xls,2024-01-12
IN0020200054,07.16 GS 2050,445.374,CCIL 01-12-2024.xls,2024-01-12
IN0020220136,07.10 GOI SGRB 2028,35.005,CCIL 01-12-2024.xls,2024-01-12
IN0020190032,07.72 GS 2049,132.55,CCIL 01-12-2024.xls,2024-01-12
IN0020230143,07.25 GOI SGRB 2028,0.0,CCIL 01-12-2024.xls,2024-01-12
IN0020230101,07.37 GS 2028,10495.741,CCIL 01-19-2024.xls,2024-01-19
IN0020230135,07.32 GS 2030,5474.19,CCIL 01-19-2024.xls,2024-01-19
IN0020230010,07.06 GS 2028,9409.239,CCIL 01-19-2024.xls,2024-01-19
IN0020230085,07.18 GS 2033,10979.653,CCIL 01-19-2024.xls,2024-01-19
IN0020210012,05.63 GS 2026,9655.848,CCIL 01-19-2024.xls,2024-01-19
IN0020220011,07.10 GS 2029,10108.83,CCIL 01-19-2024.xls,2024-01-19
IN0020200112,05.22 GS 2025,6814.993,CCIL 01-19-2024.xls,2024-01-19
IN0020220037,07.38 GS 2027,8181.154,CCIL 01-19-2024.xls,2024-01-19
IN0020210186,05.74 GS 2026,3863.642,CCIL 01-19-2024.xls,2024-01-19
IN0020220060,07.26 GS 2032,8219.663,CCIL 01-19-2024.xls,2024-01-19
IN0020230036,07.17 GS 2030,5503.3,CCIL 01-19-2024.xls,2024-01-19
IN0020220151,07.26 GS 2033,7058.224,CCIL 01-19-2024.xls,2024-01-19
IN0020180454,07.26 GS 2029,5863.17,CCIL 01-19-2024.xls,2024-01-19
IN0020210095,06.10 GS 2031,5795.332,CCIL 01-19-2024.xls,2024-01-19
IN0020190396,06.18 GS 2024,3051.26,CCIL 01-19-2024.xls,2024-01-19
IN0020190362,06.45 GS 2029,4078.517,CCIL 01-19-2024.xls,2024-01-19
IN0020180488,07.32 GS 2024,2054.5,CCIL 01-19-2024.xls,2024-01-19
IN0020210244,06.54 GS 2032,5121.086,CCIL 01-19-2024.xls,2024-01-19
IN0020220144,07.29 GOI SGRB 2033,249.034,CCIL 01-19-2024.xls,2024-01-19
IN0020200153,05.77 GS 2030,3596.765,CCIL 01-19-2024.xls,2024-01-19
IN0020200070,05.79 GS 2030,2551.85,CCIL 01-19-2024.xls,2024-01-19
IN0020200278,05.15 GS 2025,2284.718,CCIL 01-19-2024.xls,2024-01-19
IN0020200252,06.67 GS 2050,2651.659,CCIL 01-19-2024.xls,2024-01-19
IN0020220029,07.54 GS 2036,1899.795,CCIL 01-19-2024.xls,2024-01-19
IN0020220102,07.41 GS 2036,1886.183,CCIL 01-19-2024.xls,2024-01-19
IN0020220086,07.36 GS 2052,1919.508,CCIL 01-19-2024.xls,2024-01-19
IN0020200294,05.85 GS 2030,1340.29,CCIL 01-19-2024.xls,2024-01-19
IN0020230077,07.18 GS 2037,1295.43,CCIL 01-19-2024.xls,2024-01-19
IN0020210194,06.99 GS 2051,998.284,CCIL 01-19-2024.xls,2024-01-19
IN0020230051,07.30 GS 2053,965.566,CCIL 01-19-2024.xls,2024-01-19
IN0020230150,07.24 GOI SGRB 2033,25.5,CCIL 01-19-2024.xls,2024-01-19
IN0020200054,07.16 GS 2050,445.374,CCIL 01-19-2024.xls,2024-01-19
IN0020220136,07.10 GOI SGRB 2028,33.555,CCIL 01-19-2024.xls,2024-01-19
IN0020190032,07.72 GS 2049,132.55,CCIL 01-19-2024.xls,2024-01-19
IN0020230143,07.25 GOI SGRB 2028,0.0,CCIL 01-19-2024.xls,2024-01-19
IN0020230176,07.37 GOI SGRB 2054,0.0,CCIL 01-19-2024.xls,2024-01-19
IN0020230101,07.37 GS 2028,11420.263,CCIL 01-25-2024.xls,2024-01-25
IN0020230135,07.32 GS 2030,5899.34,CCIL 01-25-2024.xls,2024-01-25
IN0020230010,07.06 GS 2028,9332.239,CCIL 01-25-2024.xls,2024-01-25
IN0020210012,05.63 GS 2026,9823.898,CCIL 01-25-2024.xls,2024-01-25
IN0020220011,07.10 GS 2029,10158.83,CCIL 01-25-2024.xls,2024-01-25
IN0020200112,05.22 GS 2025,7319.993,CCIL 01-25-2024.xls,2024-01-25
IN0020230085,07.18 GS 2033,11210.032,CCIL 01-25-2024.xls,2024-01-25
IN0020220037,07.38 GS 2027,8286.154,CCIL 01-25-2024.xls,2024-01-25
IN0020210186,05.74 GS 2026,3916.632,CCIL 01-25-2024.xls,2024-01-25
IN0020220060,07.26 GS 2032,8138.163,CCIL 01-25-2024.xls,2024-01-25
IN0020230036,07.17 GS 2030,5503.3,CCIL 01-25-2024.xls,2024-01-25
IN0020220151,07.26 GS 2033,6863.224,CCIL 01-25-2024.xls,2024-01-25
IN0020180454,07.26 GS 2029,5863.17,CCIL 01-25-2024.xls,2024-01-25
IN0020210095,06.10 GS 2031,5811.332,CCIL 01-25-2024.xls,2024-01-25
IN0020190396,06.18 GS 2024,3056.26,CCIL 01-25-2024.xls,2024-01-25
IN0020190362,06.45 GS 2029,4086.517,CCIL 01-25-2024.xls,2024-01-25
IN0020180488,07.32 GS 2024,2014.5,CCIL 01-25-2024.xls,2024-01-25
IN0020210244,06.54 GS 2032,5171.086,CCIL 01-25-2024.xls,2024-01-25
IN0020220144,07.29 GOI SGRB 2033,249.034,CCIL 01-25-2024.xls,2024-01-25
IN0020200153,05.77 GS 2030,3606.765,CCIL 01-25-2024.xls,2024-01-25
IN0020200070,05.79 GS 2030,2551.85,CCIL 01-25-2024.xls,2024-01-25
IN0020200278,05.15 GS 2025,2285.718,CCIL 01-25-2024.xls,2024-01-25
IN0020200252,06.67 GS 2050,2651.659,CCIL 01-25-2024.xls,2024-01-25
IN0020230077,07.18 GS 2037,2155.466,CCIL 01-25-2024.xls,2024-01-25
IN0020220029,07.54 GS 2036,1971.795,CCIL 01-25-2024.xls,2024-01-25
IN0020220102,07.41 GS 2036,1911.183,CCIL 01-25-2024.xls,2024-01-25
IN0020220086,07.36 GS 2052,1919.508,CCIL 01-25-2024.xls,2024-01-25
IN0020200294,05.85 GS 2030,1340.29,CCIL 01-25-2024.xls,2024-01-25
IN0020230051,07.30 GS 2053,1035.716,CCIL 01-25-2024.xls,2024-01-25
IN0020210194,06.99 GS 2051,998.284,CCIL 01-25-2024.xls,2024-01-25
IN0020230150,07.24 GOI SGRB 2033,25.5,CCIL 01-25-2024.xls,2024-01-25
IN0020200054,07.16 GS 2050,445.374,CCIL 01-25-2024.xls,2024-01-25
IN0020220136,07.10 GOI SGRB 2028,33.555,CCIL 01-25-2024.xls,2024-01-25
IN0020190032,07.72 GS 2049,132.55,CCIL 01-25-2024.xls,2024-01-25
IN0020230143,07.25 GOI SGRB 2028,0.0,CCIL 01-25-2024.xls,2024-01-25
IN0020230176,07.37 GOI SGRB 2054,0.0,CCIL 01-25-2024.xls,2024-01-25
IN0020230101,07.37 GS 2028,11249.639,CCIL 02-02-2024.xls,2024-02-02
IN0020230135,07.32 GS 2030,7227.49,CCIL 02-02-2024.xls,2024-02-02
IN0020230010,07.06 GS 2028,11129.739,CCIL 02-02-2024.xls,2024-02-02
IN0020220037,07.38 GS 2027,9903.404,CCIL 02-02-2024.xls,2024-02-02
IN0020230085,07.18 GS 2033,12877.022,CCIL 02-02-2024.xls,2024-02-02
IN0020210012,05.63 GS 2026,9863.853,CCIL 02-02-2024.xls,2024-02-02
IN0020220011,07.10 GS 2029,9964.904,CCIL 02-02-2024.xls,2024-02-02
IN0020200112,05.22 GS 2025,7197.059,CCIL 02-02-2024.xls,2024-02-02
IN0020210186,05.74 GS 2026,3922.582,CCIL 02-02-2024.xls,2024-02-02
IN0020220060,07.26 GS 2032,8269.163,CCIL 02-02-2024.xls,2024-02-02
IN0020230036,07.17 GS 2030,5462.3,CCIL 02-02-2024.xls,2024-02-02
IN0020220151,07.26 GS 2033,6773.022,CCIL 02-02-2024.xls,2024-02-02
IN0020180454,07.26 GS 2029,5845.924,CCIL 02-02-2024.xls,2024-02-02
IN0020210095,06.10 GS 2031,5851.332,CCIL 02-02-2024.xls,2024-02-02
IN0020190396,06.18 GS 2024,3053.26,CCIL 02-02-2024.xls,2024-02-02
IN0020190362,06.45 GS 2029,4104.517,CCIL 02-02-2024.xls,2024-02-02
IN0020210244,06.54 GS 2032,5542.586,CCIL 02-02-2024.xls,2024-02-02
IN0020220144,07.29 GOI SGRB 2033,249.034,CCIL 02-02-2024.xls,2024-02-02
IN0020200153,05.77 GS 2030,3626.765,CCIL 02-02-2024.xls,2024-02-02
IN0020200070,05.79 GS 2030,2571.85,CCIL 02-02-2024.xls,2024-02-02
IN0020230077,07.18 GS 2037,3434.92,CCIL 02-02-2024.xls,2024-02-02
IN0020200278,05.15 GS 2025,2329.59,CCIL 02-02-2024.xls,2024-02-02
IN0020200252,06.67 GS 2050,2651.109,CCIL 02-02-2024.xls,2024-02-02
IN0020220029,07.54 GS 2036,2312.969,CCIL 02-02-2024.xls,2024-02-02
IN0020220102,07.41 GS 2036,1953.183,CCIL 02-02-2024.xls,2024-02-02
IN0020220086,07.36 GS 2052,1919.508,CCIL 02-02-2024.xls,2024-02-02
IN0020200294,05.85 GS 2030,1350.29,CCIL 02-02-2024.xls,2024-02-02
IN0020230051,07.30 GS 2053,1582.396,CCIL 02-02-2024.xls,2024-02-02
IN0020210194,06.99 GS 2051,997.706,CCIL 02-02-2024.xls,2024-02-02
IN0020230150,07.24 GOI SGRB 2033,25.5,CCIL 02-02-2024.xls,2024-02-02
IN0020200054,07.16 GS 2050,445.374,CCIL 02-02-2024.xls,2024-02-02
IN0020220136,07.10 GOI SGRB 2028,33.555,CCIL 02-02-2024.xls,2024-02-02
IN0020190032,07.72 GS 2049,132.55,CCIL 02-02-2024.xls,2024-02-02
IN0020230143,07.25 GOI SGRB 2028,0.0,CCIL 02-02-2024.xls,2024-02-02
IN0020230176,07.37 GOI SGRB 2054,0.0,CCIL 02-02-2024.xls,2024-02-02
IN0020230085,07.18 GS 2033,28958.362,CCIL 10-18-2024.xls,2024-10-18
IN0020240050,07.04 GS 2029,10187.34,CCIL 10-18-2024.xls,2024-10-18
IN0020220037,07.38 GS 2027,15133.742,CCIL 10-18-2024.xls,2024-10-18
IN0020240076,07.02 GS 2031,4905.535,CCIL 10-18-2024.xls,2024-10-18
IN0020200112,05.22 GS 2025,10398.746,CCIL 10-18-2024.xls,2024-10-18
IN0020210186,05.74 GS 2026,6934.385,CCIL 10-18-2024.xls,2024-10-18
IN0020230010,07.06 GS 2028,11619.919,CCIL 10-18-2024.xls,2024-10-18
IN0020230101,07.37 GS 2028,6575.561,CCIL 10-18-2024.xls,2024-10-18
IN0020210012,05.63 GS 2026,11981.9,CCIL 10-18-2024.xls,2024-10-18
IN0020230077,07.18 GS 2037,14537.777,CCIL 10-18-2024.xls,2024-10-18
IN0020230135,07.32 GS 2030,5365.282,CCIL 10-18-2024.xls,2024-10-18
IN0020240019,07.10 GS 2034,13473.883,CCIL 10-18-2024.xls,2024-10-18
IN0020220060,07.26 GS 2032,10136.08,CCIL 10-18-2024.xls,2024-10-18
IN0020220011,07.10 GS 2029,9870.962,CCIL 10-18-2024.xls,2024-10-18
IN0020220102,07.41 GS 2036,8861.108,CCIL 10-18-2024.xls,2024-10-18
IN0020230051,07.30 GS 2053,10655.222,CCIL 10-18-2024.xls,2024-10-18
IN0020210244,06.54 GS 2032,8200.409,CCIL 10-18-2024.xls,2024-10-18
IN0020180454,07.26 GS 2029,6737.156,CCIL 10-18-2024.xls,2024-10-18
IN0020220144,07.29 GOI SGRB 2033,397.464,CCIL 10-18-2024.xls,2024-10-18
IN0020220151,07.26 GS 2033,6779.757,CCIL 10-18-2024.xls,2024-10-18
IN0020230036,07.17 GS 2030,4417.432,CCIL 10-18-2024.xls,2024-10-18
IN0020200153,05.77 GS 2030,5119.63,CCIL 10-18-2024.xls,2024-10-18
IN0020210095,06.10 GS 2031,6182.441,CCIL 10-18-2024.xls,2024-10-18
IN0020190362,06.45 GS 2029,4343.689,CCIL 10-18-2024.xls,2024-10-18
IN0020220029,07.54 GS 2036,5009.074,CCIL 10-18-2024.xls,2024-10-18
IN0020200252,06.67 GS 2050,3974.365,CCIL 10-18-2024.xls,2024-10-18
IN0020200278,05.15 GS 2025,2609.648,CCIL 10-18-2024.xls,2024-10-18
IN0020200070,05.79 GS 2030,2614.419,CCIL 10-18-2024.xls,2024-10-18
IN0020200294,05.85 GS 2030,2686.787,CCIL 10-18-2024.xls,2024-10-18
IN0020220086,07.36 GS 2052,2991.332,CCIL 10-18-2024.xls,2024-10-18
IN0020210194,06.99 GS 2051,2639.869,CCIL 10-18-2024.xls,2024-10-18
IN0020190396,06.18 GS 2024,1326.589,CCIL 10-18-2024.xls,2024-10-18
IN0020220136,07.10 GOI SGRB 2028,114.802,CCIL 10-18-2024.xls,2024-10-18
IN0020190032,07.72 GS 2049,1012.524,CCIL 10-18-2024.xls,2024-10-18
IN0020230150,07.24 GOI SGRB 2033,59.0,CCIL 10-18-2024.xls,2024-10-18
IN0020200054,07.16 GS 2050,1090.13,CCIL 10-18-2024.xls,2024-10-18
IN0020230143,07.25 GOI SGRB 2028,37.86,CCIL 10-18-2024.xls,2024-10-18
IN0020230176,07.37 GOI SGRB 2054,32.582,CCIL 10-18-2024.xls,2024-10-18
IN0020240126,06.79 GS 2034,50.5,CCIL 10-18-2024.xls,2024-10-18
IN0020220037,07.38 GS 2027,15430.931,CCIL 11-14-2024.xls,2024-11-14
IN0020230085,07.18 GS 2033,23340.777,CCIL 11-14-2024.xls,2024-11-14
IN0020230101,07.37 GS 2028,8503.837,CCIL 11-14-2024.xls,2024-11-14
IN0020200112,05.22 GS 2025,10575.598,CCIL 11-14-2024.xls,2024-11-14
IN0020240050,07.04 GS 2029,8153.86,CCIL 11-14-2024.xls,2024-11-14
IN0020210012,05.63 GS 2026,14796.83,CCIL 11-14-2024.xls,2024-11-14
IN0020230010,07.06 GS 2028,11947.797,CCIL 11-14-2024.xls,2024-11-14
IN0020240019,07.10 GS 2034,15909.725,CCIL 11-14-2024.xls,2024-11-14
IN0020240076,07.02 GS 2031,4177.222,CCIL 11-14-2024.xls,2024-11-14
IN0020230077,07.18 GS 2037,12496.898,CCIL 11-14-2024.xls,2024-11-14
IN0020220060,07.26 GS 2032,10545.446,CCIL 11-14-2024.xls,2024-11-14
IN0020230135,07.32 GS 2030,4678.633,CCIL 11-14-2024.xls,2024-11-14
IN0020210186,05.74 GS 2026,3952.615,CCIL 11-14-2024.xls,2024-11-14
IN0020220011,07.10 GS 2029,9757.38,CCIL 11-14-2024.xls,2024-11-14
IN0020230051,07.30 GS 2053,10841.828,CCIL 11-14-2024.xls,2024-11-14
IN0020220144,07.29 GOI SGRB 2033,426.025,CCIL 11-14-2024.xls,2024-11-14
IN0020210244,06.54 GS 2032,8153.687,CCIL 11-14-2024.xls,2024-11-14
IN0020180454,07.26 GS 2029,6582.36,CCIL 11-14-2024.xls,2024-11-14
IN0020220151,07.26 GS 2033,7416.915,CCIL 11-14-2024.xls,2024-11-14
IN0020230036,07.17 GS 2030,4920.541,CCIL 11-14-2024.xls,2024-11-14
IN0020210095,06.10 GS 2031,6336.115,CCIL 11-14-2024.xls,2024-11-14
