school_ID,School,State,School Type,subsidized_count,subsidized_amt,unsubsidized_count,unsubsidized_amt,academic_yr,academic_q
2297700,AUTOMECA TECHNICAL COLLEGE,PR,Proprietary,1,162,-, -,2020-2021,1
2297800,PAUL MITCHELL THE SCHOOL RAPID CITY,SD,Proprietary,8,12335,14,33877,2020-2021,1
2298000,DESIGN INSTITUTE OF SAN DIEGO,CA,Proprietary,45,98862,49,131215,2020-2021,1
2299300,TRINITY EPISCOPAL SCHOOL FOR MINISTRY,PA,Private-Nonprofit,-, -,-, -,2020-2021,1
2301400,EAST OHIO COLLEGE,OH,Proprietary,14,19306,11,8692,2020-2021,1
2302800,HATFIELD'S MISSISSIPPI COLLEGE OF BEAUTY CULTURE,MS,Proprietary,1,876,3,2331,2020-2021,1
2304300,"PLATT COLLEGE, SAN DIEGO",CA,Proprietary,11,24963,18,38313,2020-2021,1
2304700,TRI-RIVERS CAREER CENTER,OH,Public,58,45129,82,120592,2020-2021,1
2304800,PJ'S COLLEGE OF COSMETOLOGY,IN,Proprietary,5,8500,6,18333,2020-2021,1
2305300,PARKER UNIVERSITY,TX,Private-Nonprofit,84,149370,139,420329,2020-2021,1
2305800,FLORIDA CAREER COLLEGE,FL,Proprietary,947,1419005,1078,2425222,2020-2021,1
2306200,VENANGO COUNTY AREA VOCATIONAL TECHNICAL SCHOOL,PA,Public,38,62663,46,123876,2020-2021,1
2306700,FORT WORTH BEAUTY SCHOOL,TX,Proprietary,24,34156,25,49902,2020-2021,1
2306800,MILLER-MOTTE COLLEGE,TN,Proprietary,3268,3484458,3171,4939649,2020-2021,1
2306900,IOWA SCHOOL OF BEAUTY,IA,Proprietary,7,12396,7,12656,2020-2021,1
2309100,AMERICAN COLLEGE OF HAIR DESIGN,MO,Proprietary,1,835,-, -,2020-2021,1
2310800,LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER,PA,Public,30,44753,30,48846,2020-2021,1
2313000,CASS CAREER CENTER,MO,Public,21,35850,16,44184,2020-2021,1
2314000,NATHAN LAYNE INSTITUTE OF COSMETOLOGY,ID,Proprietary,5,8750,4,10000,2020-2021,1
2314100,SCHILLER INTERNATIONAL UNIVERSITY,FL,Proprietary,8,16251,7,9750,2020-2021,1
2314200,EMPIRE BEAUTY SCHOOL,NY,Proprietary,10,10551,9,13389,2020-2021,1
2315400,NORTHEAST TEXAS COMMUNITY COLLEGE,TX,Public,188,173314,228,304475,2020-2021,1
2316600,CORTIVA INSTITUTE,CT,Proprietary,28,23568,30,43566,2020-2021,1
2317200,MARANATHA BAPTIST UNIVERSITY,WI,Private-Nonprofit,144,339681,128,211722,2020-2021,1
2317300,TRICOCI UNIVERSITY OF BEAUTY CULTURE,IL,Proprietary,35,47700,34,62093,2020-2021,1
2319200,LAKE FOREST GRADUATE SCHOOL OF MANAGEMENT,IL,Private-Nonprofit,-, -,1,1516,2020-2021,1
2320200,HOUSTON GRADUATE SCHOOL OF THEOLOGY,TX,Private-Nonprofit,-, -,-, -,2020-2021,1
2320500,ROYAL NORTHERN COLLEGE OF MUSIC,,Foreign-Private,-, -,-, -,2020-2021,1
2320800,MAGNOLIA COLLEGE OF COSMETOLOGY,MS,Proprietary,10,11232,9,15566,2020-2021,1
2320900,TIDEWATER TECH,VA,Proprietary,112,182276,113,259536,2020-2021,1
2321400,TONI & GUY HAIRDRESSING ACADEMY,GA,Proprietary,16,23133,15,29016,2020-2021,1
2323000,MISSIO THEOLOGICAL SEMINARY,PA,Private-Nonprofit,-, -,2,15947,2020-2021,1
2323300,PROFESSIONAL'S CHOICE HAIR DESIGN ACADEMY,IL,Proprietary,3,5250,3,5000,2020-2021,1
2324500,MICHIGAN COLLEGE OF BEAUTY-MONROE,MI,Proprietary,3,4423,3,1482,2020-2021,1
2326000,UCAS UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES,TX,Proprietary,7,9549,6,9608,2020-2021,1
2326800,MERIDIAN COLLEGE,FL,Proprietary,183,232253,195,403531,2020-2021,1
2326900,SUNSTATE ACADEMY,FL,Private-Nonprofit,44,69862,45,63552,2020-2021,1
2328900,EMMAUS BIBLE COLLEGE,IA,Private-Nonprofit,41,79048,40,66639,2020-2021,1
2329900,FLORIDA INSTITUTE OF ULTRASOUND,FL,Proprietary,6,9016,8,19783,2020-2021,1
2330300,LEBANON COUNTY CAREER AND TECHNOLOGY CENTER,PA,Public,55,79505,70,159906,2020-2021,1
2330500,LAGUNA COLLEGE OF ART AND DESIGN,CA,Private-Nonprofit,313,694979,303,581934,2020-2021,1
2330600,PENNSYLVANIA GUNSMITH SCHOOL,PA,Proprietary,6,12500,8,20500,2020-2021,1
2330800,JEFFERSON REGIONAL SCHOOL OF NURSING,AR,Private-Nonprofit,11,14250,12,29250,2020-2021,1
2331000,MARYLAND BEAUTY ACADEMY OF ESSEX,MD,Proprietary,1,1750,1,1000,2020-2021,1
2331200,BAPTIST MISSIONARY ASSOCIATION THEOLOGICAL SEMINARY,TX,Private-Nonprofit,3,3125,6,6999,2020-2021,1
2331300,INTERACTIVE COLLEGE OF TECHNOLOGY,TX,Proprietary,2,2624,1,201,2020-2021,1
2332200,HAIR PROFESSIONALS CAREER COLLEGE,IL,Proprietary,6,10230,6,17286,2020-2021,1
2332800,CENTER FOR EMPLOYMENT TRAINING,CA,Private-Nonprofit,107,172267,98,192810,2020-2021,1
2333000,HAIR ACADEMY,MD,Proprietary,10,9334,16,29551,2020-2021,1
2334300,EMPIRE BEAUTY SCHOOL,OH,Proprietary,53,84672,52,128235,2020-2021,1
2334400,CENTURA COLLEGE,VA,Proprietary,299,442908,285,657243,2020-2021,1
2335500,THEOLOGICAL UNIVERSITY OF THE CARIBBEAN,PR,Private-Nonprofit,25,42332,-, -,2020-2021,1
2335700,BATON ROUGE GENERAL MEDICAL CENTER,LA,Private-Nonprofit,19,38889,39,138029,2020-2021,1
2336300,KNOX COUNTY CAREER CENTER,OH,Public,28,34327,30,74928,2020-2021,1
2336700,CUYAHOGA VALLEY CAREER CENTER,OH,Public,30,50786,41,106216,2020-2021,1
2337200,PJ'S COLLEGE OF COSMETOLOGY,KY,Proprietary,26,42434,25,61916,2020-2021,1
2337700,PROFESSIONAL SKILLS INSTITUTE,OH,Proprietary,113,130414,127,220236,2020-2021,1
2337900,COLLEGE OF HAIR DESIGN CAREERS,OR,Proprietary,2,4000,2,6000,2020-2021,1
2338400,FORT PIERCE BEAUTY ACADEMY,FL,Proprietary,13,22168,18,42916,2020-2021,1
2338500,GLENDALE CAREER COLLEGE,CA,Proprietary,118,209013,134,359440,2020-2021,1
2338600,CHARZANNE BEAUTY COLLEGE,SC,Proprietary,4,7000,4,4000,2020-2021,1
2338800,EMILY CARR UNIVERSITY OF ART AND DESIGN,,Foreign-Private,5,11817,7,14434,2020-2021,1
2339400,ROB ROY ACADEMY,MA,Proprietary,2,2258,1,3000,2020-2021,1
2339600,ROGERS ACADEMY OF HAIR DESIGN,IN,Proprietary,12,19374,13,20012,2020-2021,1
2339700,ROSS MEDICAL EDUCATION CENTER,MI,Proprietary,186,272701,183,407143,2020-2021,1
2340500,ST. LOUIS COLLEGE OF HEALTH CAREERS,MO,Proprietary,143,267575,151,353627,2020-2021,1
2340800,PAUL MITCHELL THE SCHOOL LEXINGTON,KY,Proprietary,20,32750,21,41909,2020-2021,1
2341000,FORTIS COLLEGE,AL,Proprietary,392,417202,410,654019,2020-2021,1
2341100,KENNETH SHULER SCHOOL OF COSMETOLOGY & NAILS,SC,Proprietary,66,98237,70,149272,2020-2021,1
2341300,PALO ALTO COLLEGE,TX,Public,104,186578,110,219638,2020-2021,1
2341700,CAREER ACADEMY OF HAIR DESIGN,AR,Proprietary,33,45099,33,62374,2020-2021,1
2343400,BELLUS ACADEMY,CA,Proprietary,74,116807,89,180760,2020-2021,1
2343800,MONTGOMERY BEAUTY SCHOOL,MD,Proprietary,7,6241,9,11069,2020-2021,1
2348500,LAMAR STATE COLLEGE - PORT ARTHUR,TX,Public,292,542930,279,731121,2020-2021,1
2349200,HEADMASTERS SCHOOL OF HAIR DESIGN,ID,Proprietary,5,4000,4,4668,2020-2021,1
2349500,CANNELLA SCHOOL OF HAIR DESIGN,IL,Proprietary,1,1300,-, -,2020-2021,1
2350200,INDIANA COUNTY TECHNOLOGY CENTER,PA,Public,43,62360,45,96903,2020-2021,1
2351500,NORTHERN CAREER INSTITUTE,OH,Public,46,70075,72,227353,2020-2021,1
2351700,PAUL MITCHELL THE SCHOOL - LOUISVILLE,KY,Proprietary,3,4500,5,8832,2020-2021,1
2351800,UNIVERSIDAD IBEROAMERICANA (UNIBE),,Foreign-Private,2,4500,1,3250,2020-2021,1
2352100,UNIVERSITY OF PLYMOUTH,,Foreign-Private,6,8667,7,12500,2020-2021,1
2354200,SCIOTO COUNTY CAREER TECHNICAL CENTER,OH,Public,-, -,1,1583,2020-2021,1
2357700,PAUL MITCHELL THE SCHOOL HOUSTON,TX,Proprietary,74,121659,86,202710,2020-2021,1
2358000,THOMAS AQUINAS COLLEGE,CA,Private-Nonprofit,-, -,-, -,2020-2021,1
2358200,LAMAR STATE COLLEGE - ORANGE,TX,Public,156,289131,186,456391,2020-2021,1
2358500,BON SECOURS ST MARY'S HOSPITAL SCHOOL OF MEDICAL IMAGING,VA,Private-Nonprofit,3,4538,5,16250,2020-2021,1
2358600,STAGE ONE THE HAIR SCHOOL,LA,Proprietary,-, -,1,2167,2020-2021,1
2359300,SHASTA BIBLE COLLEGE AND GRADUATE SCHOOL,CA,Private-Nonprofit,3,5250,3,8500,2020-2021,1
2360800,PROVO COLLEGE,UT,Proprietary,85,180366,92,235723,2020-2021,1
2361300,THE LANDING SCHOOL OF BOATBUILDING & DESIGN,ME,Private-Nonprofit,10,19000,12,25000,2020-2021,1
2361400,COLLIN COUNTY COMMUNITY COLLEGE DISTRICT,TX,Public,1898,3280137,805,1531459,2020-2021,1
2361600,CONCORDE CAREER COLLEGE,MO,Proprietary,236,321749,221,480478,2020-2021,1
2362000,UNIVERSAL TECHNICAL INSTITUTE,TX,Proprietary,1110,1899325,1069,1912889,2020-2021,1
2362100,FULL SAIL UNIVERSITY,FL,Proprietary,4434,8467027,4583,10998484,2020-2021,1
2362300,MERCER COUNTY CAREER CENTER,PA,Public,3,4524,6,12046,2020-2021,1
2362800,AUSTIN GRADUATE SCHOOL OF THEOLOGY,TX,Private-Nonprofit,6,9946,5,8304,2020-2021,1
2363500,ARTHUR'S BEAUTY COLLEGE,AR,Proprietary,13,22000,12,18835,2020-2021,1
2453500,MEDICAL COLLEGE OF WISCONSIN,WI,Private-Nonprofit,-, -,-, -,2020-2021,1
2454400,NORTHEAST OHIO MEDICAL UNIVERSITY,OH,Public,-, -,-, -,2020-2021,1
2460000,UNIVERSITY OF PUERTO RICO - MEDICAL SCIENCE CAMPUS,PR,Public,33,81300,19,41800,2020-2021,1
2482100,MOREHOUSE SCHOOL OF MEDICINE,GA,Private-Nonprofit,-, -,-, -,2020-2021,1
2482400,PONCE HEALTH SCIENCES UNIVERSITY,PR,Proprietary,-, -,-, -,2020-2021,1
2482700,WESTERN UNIVERSITY OF HEALTH SCIENCES,CA,Private-Nonprofit,-, -,-, -,2020-2021,1
2491000,WEST MICHIGAN COLLEGE OF BARBERING AND BEAUTY,MI,Proprietary,7,13250,7,18089,2020-2021,1
2491500,SOUTHWEST UNIVERSITY OF VISUAL ARTS,AZ,Private-Nonprofit,10,23000,9,21500,2020-2021,1
2492600,EASTERN CENTER FOR ARTS AND TECHNOLOGY-PRACTICAL NURSING,PA,Public,8,11925,16,35075,2020-2021,1
2494700,BALTIMORE STUDIO OF HAIR DESIGN,MD,Proprietary,1,1358,1,700,2020-2021,1
2494800,CR'U INSTITUTE OF COSMETOLOGY AND BARBERING,CA,Proprietary,7,11750,9,13457,2020-2021,1
2495000,ROBERT PAUL ACADEMY OF COSMETOLOGY ARTS & SCIENCES,MD,Proprietary,5,7865,7,10582,2020-2021,1
2495500,ALL-STATE CAREER SCHOOL,PA,Proprietary,35,32950,41,71793,2020-2021,1
2497300,MILAN INSTITUTE,CA,Proprietary,77,126115,71,127248,2020-2021,1
2497500,CLINTON TECHNICAL SCHOOL,MO,Public,9,9270,7,9618,2020-2021,1
2498200,G SKIN & BEAUTY INSTITUTE,IL,Proprietary,46,63921,58,129727,2020-2021,1
2499000,ACADEMY OF COSMETOLOGY,FL,Proprietary,5,7193,5,9361,2020-2021,1
2500000,SAN JOAQUIN COLLEGE OF LAW,CA,Private-Nonprofit,-, -,-, -,2020-2021,1
2503400,AMRIDGE UNIVERSITY,AL,Private-Nonprofit,208,288963,221,471792,2020-2021,1
2504200,WALDEN UNIVERSITY,MN,Proprietary,1384,1974538,1467,3193545,2020-2021,1
2505400,ATLANTIC UNIVERSITY COLLEGE,PR,Private-Nonprofit,29,36526,6,5851,2020-2021,1
2508300,SOUTHEAST COMMUNITY COLLEGE,NE,Public,951,1169296,1101,1782879,2020-2021,1
2516200,WESLEY BIBLICAL SEMINARY,MS,Private-Nonprofit,-, -,-, -,2020-2021,1
2517100,SARASOTA SCHOOL OF MASSAGE THERAPY,FL,Proprietary,19,27684,18,42915,2020-2021,1
2518300,LASALLE TECH,LA,Proprietary,8,9959,10,16187,2020-2021,1
2518900,BARRETT & CO SCHOOL OF HAIR DESIGN,KY,Proprietary,7,8466,7,13288,2020-2021,1
2519300,OHIO STATE SCHOOL OF COSMETOLOGY,OH,Proprietary,23,34831,20,27934,2020-2021,1
2520000,INTERNATIONAL SCHOOL OF SKIN AND NAILCARE,GA,Proprietary,38,38306,47,73993,2020-2021,1
2520400,ADRIANS BEAUTY COLLEGE OF TURLOCK,CA,Proprietary,3,4500,2,2500,2020-2021,1
2520800,MERRELL UNIVERSITY OF BEAUTY ARTS & SCIENCE,MO,Proprietary,3,2875,5,9000,2020-2021,1
2521200,ARLINGTON CAREER INSTITUTE,TX,Proprietary,146,145606,146,215317,2020-2021,1
2521800,SEGUIN BEAUTY SCHOOL,TX,Proprietary,5,8750,6,19750,2020-2021,1
2522700,EASTLAND-FAIRFIELD CAREER AND TECHNICAL SCHOOLS,OH,Public,27,44254,27,52339,2020-2021,1
2522800,FOX COLLEGE,IL,Proprietary,177,315219,302,418522,2020-2021,1
2524000,JONES TECHNICAL INSTITUTE,FL,Private-Nonprofit,58,81925,62,81577,2020-2021,1
2525900,ARTISTIC ACADEMY OF HAIR DESIGN (THE),NJ,Proprietary,-, -,-, -,2020-2021,1
2528300,TDDS TECHNICAL INSTITUTE,OH,Proprietary,18,17028,24,38265,2020-2021,1
2529500,HAMRICK SCHOOL,OH,Proprietary,12,12273,16,32430,2020-2021,1
2529800,WILKES BARRE AREA CAREER AND TECHNICAL CENTER PRACTICAL NURSING PRGM,PA,Public,25,43697,31,98680,2020-2021,1
2530600,SAINT CHARLES COMMUNITY COLLEGE,MO,Public,189,355975,225,432417,2020-2021,1
2530700,SEBRING CAREER SCHOOLS,TX,Proprietary,1,1750,1,1000,2020-2021,1
2531200,FORMATIONS INSTITUTE,OK,Proprietary,9,14427,11,22414,2020-2021,1
2531800,PAUL MITCHELL THE SCHOOL COSTA MESA,CA,Proprietary,151,218962,164,311852,2020-2021,1
2532600,LANDMARK COLLEGE,VT,Private-Nonprofit,57,105885,63,101926,2020-2021,1
2533200,SCHOOL OF ARCHITECTURE (THE),AZ,Private-Nonprofit,-, -,-, -,2020-2021,1
2533600,ROSS MEDICAL EDUCATION CENTER,MI,Proprietary,112,190066,133,329253,2020-2021,1
2534000,NATIONAL UNIVERSITY OF NATURAL MEDICINE,OR,Private-Nonprofit,21,34371,15,27249,2020-2021,1
2536400,LOUISIANA ACADEMY OF BEAUTY,LA,Proprietary,2,3500,1,500,2020-2021,1
2537200,PALOMAR INSTITUTE OF COSMETOLOGY,CA,Proprietary,1,1750,1,778,2020-2021,1
2538300,DELTA COLLEGE OF ARTS & TECHNOLOGY,LA,Proprietary,64,107873,79,143179,2020-2021,1
2538500,ARTHUR'S BEAUTY COLLEGE,AR,Proprietary,24,39900,27,42417,2020-2021,1
2539500,IRVINE VALLEY COLLEGE,CA,Public,22,41750,12,25526,2020-2021,1
2539800,QUEEN CITY COLLEGE,TN,Proprietary,14,16977,12,15948,2020-2021,1
2541000,ALASKA CAREER COLLEGE,AK,Proprietary,33,53264,29,69322,2020-2021,1
2541200,STRATFORD UNIVERSITY,VA,Proprietary,176,247692,210,374348,2020-2021,1
2541900,BJ'S BEAUTY & BARBER COLLEGE,WA,Proprietary,1,1750,2,5155,2020-2021,1
2542300,NATIONAL HOLISTIC INSTITUTE,CA,Proprietary,105,166582,116,302096,2020-2021,1
2543400,BROWNSON TECHNICAL SCHOOL,CA,Proprietary,13,22750,14,38750,2020-2021,1
2545400,NORTH AMERICAN TRADE SCHOOLS,MD,Proprietary,224,195840,264,293471,2020-2021,1
2545700,GLASGOW SCHOOL OF ART,,Foreign-Private,4,9500,4,6500,2020-2021,1
2545900,HYPNOSIS MOTIVATION INSTITUTE,CA,Private-Nonprofit,11,19250,12,37751,2020-2021,1
2546200,LAUREL BUSINESS INSTITUTE,PA,Proprietary,7,11875,9,13649,2020-2021,1
2547600,FLORIDA NATIONAL UNIVERSITY,FL,Proprietary,22,37099,15,32237,2020-2021,1
2548500,COSMETOLOGY TRAINING CENTER,LA,Proprietary,8,14000,10,11617,2020-2021,1
2548800,SOUTH TEXAS VOCATIONAL TECHNICAL INSTITUTE,TX,Proprietary,156,143839,137,199492,2020-2021,1
2551100,PJ'S COLLEGE OF COSMETOLOGY,KY,Proprietary,5,8250,5,10250,2020-2021,1
2552400,ACADEMY OF HAIR TECHNOLOGY,SC,Proprietary,9,11455,6,9350,2020-2021,1
2553000,MODERN COLLEGE OF DESIGN (THE),OH,Proprietary,74,140091,77,122573,2020-2021,1
2553600,DIVERSIFIED VOCATIONAL COLLEGE,CA,Proprietary,15,26250,18,45250,2020-2021,1
2554800,PAUL MITCHELL THE SCHOOL NEW ORLEANS,LA,Proprietary,13,18509,17,37071,2020-2021,1
2555400,UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTER,TX,Public,90,174147,64,152746,2020-2021,1
2556100,ETI SCHOOL OF SKILLED TRADES,IL,Proprietary,44,76086,49,119371,2020-2021,1
2556500,YUKON BEAUTY COLLEGE,OK,Proprietary,6,9916,6,15092,2020-2021,1
2556800,PAUL MITCHELL THE SCHOOL SALT LAKE CITY,UT,Proprietary,14,22617,16,29199,2020-2021,1
2558700,PRISM CAREER INSTITUTE,PA,Proprietary,220,357381,249,672711,2020-2021,1
2559000,UNIVERSITY OF ADVANCING COMPUTER TECHNOLOGY,AZ,Proprietary,145,322325,150,373334,2020-2021,1
2559300,UNITED EDUCATION INSTITUTE,CA,Proprietary,863,1425138,987,2346846,2020-2021,1
2559400,INTERCOAST COLLEGES,CA,Proprietary,69,63401,68,85122,2020-2021,1
2559500,SALON PROFESSIONAL ACADEMY (THE),ID,Proprietary,6,10500,7,15194,2020-2021,1
2560000,CASAL AVEDA INSTITUTE,OH,Proprietary,29,45551,40,57697,2020-2021,1
2560200,PHILLIPS THEOLOGICAL SEMINARY,OK,Private-Nonprofit,-, -,-, -,2020-2021,1
2560600,PINNACLE INSTITUTE OF COSMETOLOGY,NC,Proprietary,10,17000,10,22750,2020-2021,1
2562300,APOLLO CAREER CENTER,OH,Public,30,51260,32,77100,2020-2021,1
2563000,RAPHAEL'S SCHOOL OF BEAUTY CULTURE,OH,Proprietary,32,45252,27,50999,2020-2021,1
2568100,TEXAS BARBER COLLEGE,TX,Proprietary,29,48829,28,72664,2020-2021,1
2568500,GRABBER SCHOOL OF HAIR DESIGN,MO,Proprietary,21,33453,27,64371,2020-2021,1
2569600,SEARCY BEAUTY COLLEGE,AR,Proprietary,22,34434,18,37397,2020-2021,1
2572000,VISTA COLLEGE,TX,Proprietary,507,600610,476,835532,2020-2021,1
2572800,VISTA COLLEGE,TX,Proprietary,84,82476,67,94164,2020-2021,1
2573200,LA BELLE BEAUTY ACADEMY,FL,Proprietary,7,8601,7,5552,2020-2021,1
2573700,INSTITUTE FOR CLINICAL SOCIAL WORK,IL,Private-Nonprofit,-, -,-, -,2020-2021,1
2575400,INTERNATIONAL CULINARY CENTER,NY,Proprietary,-, -,-, -,2020-2021,1
2576900,CHARTER COLLEGE,AK,Proprietary,654,915363,748,1309980,2020-2021,1
2577000,PAUL MITCHELL THE SCHOOL - ESANI,GA,Proprietary,34,34205,39,54674,2020-2021,1
2577900,SANTA BARBARA BUSINESS COLLEGE,CA,Proprietary,7,7858,6,7940,2020-2021,1
2578000,SANTA BARBARA BUSINESS COLLEGE,CA,Proprietary,3,3635,2,4389,2020-2021,1
2578200,NOSSI COLLEGE OF ART,TN,Proprietary,137,251379,126,231034,2020-2021,1
2578400,MARYLAND UNIVERSITY OF INTEGRATIVE HEALTH,MD,Private-Nonprofit,-, -,-, -,2020-2021,1
2579600,MURDOCH UNIVERSITY,,Foreign-Private,3,9000,2,8500,2020-2021,1
2580200,ATLANTA SCHOOL OF MASSAGE,GA,Proprietary,76,81986,100,168997,2020-2021,1
2582200,BELBO BEAUTY INSTITUTE,LA,Proprietary,6,10250,7,18875,2020-2021,1
2583000,GWINNETT COLLEGE,GA,Proprietary,51,61908,74,132966,2020-2021,1
2584400,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF MASSACHUSETTS,RI,Proprietary,224,254348,234,408480,2020-2021,1
2584900,FIRST INSTITUTE,IL,Proprietary,21,36330,22,52679,2020-2021,1
2586400,TRUMBULL CAREER AND TECHNICAL CENTER-ADULT TRAINING CENTER,OH,Public,12,18400,13,33700,2020-2021,1
2586900,HARRIS SCHOOL OF BUSINESS,NJ,Proprietary,2,2920,-, -,2020-2021,1
2587500,UNIVERSIDAD ANA G. MÉNDEZ - CUPEY CAMPUS,PR,Private-Nonprofit,689,1563830,560,1539106,2020-2021,1
2587600,ORLO SCHOOL OF HAIR DESIGN AND COSMETOLOGY (THE),NY,Proprietary,3,3694,6,18377,2020-2021,1
2587700,HAIR PROFESSIONALS CAREER COLLEGE,IL,Proprietary,7,11374,7,15833,2020-2021,1
2588000,UNIVERSITY OF ULSTER,,Foreign-Private,3,6750,3,5000,2020-2021,1
2588200,DOUGLAS J AVEDA INSTITUTE,MI,Proprietary,111,163295,134,230093,2020-2021,1
2588500,OHIO STATE SCHOOL OF COSMETOLOGY,OH,Proprietary,21,37128,14,22591,2020-2021,1
2588600,SEMINARIO EVANGELICO DE PUERTO RICO,PR,Private-Nonprofit,-, -,-, -,2020-2021,1
2591600,NORTH-WEST COLLEGE,CA,Proprietary,12,18475,10,25337,2020-2021,1
2593700,RTP HISPANIC AMERICAN COLLEGE,LA,Proprietary,16,23333,28,43589,2020-2021,1
2593800,CONCORDIA UNIVERSITY OF EDMONTON,,Foreign-Private,1,2750,2,4750,2020-2021,1
2594300,COLLEGEAMERICA DENVER,CO,Private-Nonprofit,1,1067,-, -,2020-2021,1
2595000,HAIR ACADEMY THE,TN,Proprietary,7,11416,7,9216,2020-2021,1
2595700,HILLSDALE BEAUTY COLLEGE,MI,Proprietary,1,1750,1,3000,2020-2021,1
2596400,SPARTAN COLLEGE OF AERONAUTICS AND TECHNOLOGY,CA,Proprietary,110,202703,116,274079,2020-2021,1
2597300,SOUTH BAYLO UNIVERSITY,CA,Private-Nonprofit,2,3666,2,2334,2020-2021,1
2599400,NEW YORK COLLEGE OF HEALTH PROFESSIONS,NY,Private-Nonprofit,45,100468,48,157903,2020-2021,1
2600100,NEW YORK ACADEMY OF ART (THE),NY,Private-Nonprofit,-, -,-, -,2020-2021,1
2600200,OCEAN (THE),TX,Proprietary,2,3500,3,4125,2020-2021,1
2600900,AVEDA ARTS & SCIENCES INSTITUTE COVINGTON,LA,Proprietary,202,245226,254,454981,2020-2021,1
2601100,OPELOUSAS SCHOOL OF COSMETOLOGY,LA,Proprietary,3,5000,3,6250,2020-2021,1
2602100,NORTHWEST COLLEGE OF ART & DESIGN,WA,Proprietary,8,22000,9,20000,2020-2021,1
2602300,CENTRAL COAST COLLEGE,CA,Proprietary,51,81023,50,104963,2020-2021,1
2603100,"CRAVE BEAUTY ACADEMY,LLC",KS,Proprietary,37,55526,44,93766,2020-2021,1
2603700,OREGON COLLEGE OF ORIENTAL MEDICINE,OR,Private-Nonprofit,-, -,-, -,2020-2021,1
2604700,CENTER FOR ADVANCED LEGAL STUDIES,TX,Proprietary,43,69020,44,128076,2020-2021,1
2606300,PAUL MITCHELL THE SCHOOL WICHITA,KS,Proprietary,40,60550,48,96885,2020-2021,1
2607000,TRICOCI UNIVERSITY OF BEAUTY CULTURE,IN,Proprietary,32,46616,29,55090,2020-2021,1
2607100,PAUL MITCHELL THE SCHOOL BOISE,ID,Proprietary,65,104921,71,140308,2020-2021,1
2608000,NEOSHO BEAUTY COLLEGE,MO,Proprietary,4,6127,3,4884,2020-2021,1
2609400,VALLEY COLLEGE,WV,Proprietary,167,305071,188,489198,2020-2021,1
2610500,XENON INTERNATIONAL ACADEMY II,NE,Proprietary,32,54870,29,62843,2020-2021,1
2611700,DUBLIN CITY UNIVERSITY,,Foreign-Private,1,2750,2,3750,2020-2021,1
2611900,KING'S UNIVERSITY (THE),,Foreign-Private,2,4500,2,4000,2020-2021,1
2612700,"SALON PROFESSIONAL ACADEMY - MELBOURNE, THE",FL,Proprietary,49,70837,55,101783,2020-2021,1
2615800,COLLEGE OF COURT REPORTING,IN,Proprietary,33,63479,38,108427,2020-2021,1
2616100,JEAN MADELINE AVEDA INSTITUTE,PA,Proprietary,9,7271,11,7271,2020-2021,1
2616600,SHEAR EGO INTERNATIONAL SCHOOL OF HAIR DESIGN,NY,Proprietary,-, -,2,5948,2020-2021,1
2619200,DENHAM SPRINGS BEAUTY COLLEGE,LA,Proprietary,2,3000,3,2384,2020-2021,1
2620000,SANDUSKY CAREER CENTER,OH,Public,12,10744,20,37853,2020-2021,1
2621500,CAREER COLLEGE OF NORTHERN NEVADA,NV,Proprietary,176,114038,161,127700,2020-2021,1
2622000,SOUTHWEST ACUPUNCTURE COLLEGE,NM,Proprietary,-, -,2,12500,2020-2021,1
2623600,PARADISE VALLEY COMMUNITY COLLEGE,AZ,Public,391,705329,117,226706,2020-2021,1
3001800,WELCH COLLEGE,TN,Private-Nonprofit,65,138948,71,138483,2020-2021,1
3002000,HAIRMASTERS INSTITUTE OF COSMETOLOGY,IL,Proprietary,6,5805,5,2861,2020-2021,1
3002100,KENTUCKY MOUNTAIN BIBLE COLLEGE,KY,Private-Nonprofit,16,29880,14,36929,2020-2021,1
3005100,ARKANSAS BEAUTY SCHOOL- LITTLE ROCK,AR,Proprietary,9,10006,19,47600,2020-2021,1
3005400,GEORGIA CAREER INSTITUTE,GA,Proprietary,79,102801,102,226175,2020-2021,1
3006300,IBMC COLLEGE,CO,Proprietary,207,225020,227,339682,2020-2021,1
3007000,FRONTIER NURSING UNIVERSITY,KY,Private-Nonprofit,-, -,-, -,2020-2021,1
3007100,HOT SPRINGS BEAUTY COLLEGE,AR,Proprietary,18,26334,26,36320,2020-2021,1
3008600,CORTIVA INSTITUTE,FL,Proprietary,45,53052,69,126151,2020-2021,1
3008800,BRILLARE BEAUTY INSTITUTE,TN,Private-Nonprofit,31,44677,40,67190,2020-2021,1
3009400,NUVANI INSTITUTE,TX,Proprietary,5,8750,6,8642,2020-2021,1
3010400,CRESCENT CITY SCHOOL OF GAMING & BARTENDING,LA,Proprietary,24,20350,32,51987,2020-2021,1
3010700,PAUL MITCHELL THE SCHOOL ROANOKE,VA,Proprietary,10,15472,7,15967,2020-2021,1
3011300,"CALIFORNIA STATE UNIVERSITY, SAN MARCOS",CA,Public,3149,7216694,2890,7004098,2020-2021,1
