school_ID,School,State,School Type,subsidized_count,subsidized_amt,unsubsidized_count,unsubsidized_amt,academic_yr,academic_q
1162200,WELDER TRAINING & TESTING INSTITUTE,PA,Proprietary,36,62685,38,88566,2014_2015,4
1162600,WESTWOOD COLLEGE - SOUTH BAY,CA,Proprietary,1753,2106589,1764,2707471,2014_2015,4
1163100,D'JAY'S INSTITUTE OF COSMETOLOGY AND ESTHIOLOGY,LA,Proprietary,40,68002,43,91331,2014_2015,4
1164400,UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE,MD,Public,3122,6178243,2834,7923941,2014_2015,4
1164700,SBI CAMPUS - AN AFFILIATE OF SANFORD-BROWN,NY,Proprietary,391,368822,283,331443,2014_2015,4
1164900,LOYOLA MARYMOUNT UNIVERSITY,CA,Private-Nonprofit,97,161739,75,178974,2014_2015,4
1166700,NORTHEAST COMMUNITY COLLEGE,NE,Public,126,121737,80,93958,2014_2015,4
1167200,MENDOCINO COLLEGE,CA,Public,93,107393,56,67497,2014_2015,4
1167300,MAINE COLLEGE OF ART,ME,Private-Nonprofit,3,8777,2,4000,2014_2015,4
1167700,MEMORIAL SLOAN KETTERING CANCER CENTER,NY,Private-Nonprofit,0,0,1,609,2014_2015,4
1167800,STATE UNIVERSITY OF NEW YORK POLYTECHNIC INSTITUTE,NY,Public,144,136079,119,131193,2014_2015,4
1167900,UNIVERSITY OF BATH,,Foreign-Public,0,0,0,0,2014_2015,4
1168300,FRANKLIN UNIVERSITY SWITZERLAND,,Foreign-Private,2,10000,2,4000,2014_2015,4
1168900,REFRIGERATION SCHOOL (THE),AZ,Proprietary,745,1113677,806,1510198,2014_2015,4
1170700,NORTH-WEST COLLEGE,CA,Proprietary,775,1330082,794,1700383,2014_2015,4
1171100,UNIVERSITY OF HOUSTON-CLEAR LAKE,TX,Public,222,498258,229,607838,2014_2015,4
1171500,JOSEPH F. MCCLOSKEY SCHOOL OF NURSING AT SCHUYLKILL HEALTH,PA,Private-Nonprofit,42,68962,48,81292,2014_2015,4
1171900,UNIVERSIDAD DEL TURABO,PR,Private-Nonprofit,4061,4020865,2733,3477268,2014_2015,4
1172700,DELAWARE TECHNICAL COMMUNITY COLLEGE,DE,Public,588,596113,449,400254,2014_2015,4
1173200,MAYO CLINIC COLLEGE OF MEDICINE,MN,Private-Nonprofit,33,52176,22,42309,2014_2015,4
1174400,NATIONAL BEAUTY COLLEGE,OH,Proprietary,36,48812,53,100804,2014_2015,4
1174500,OHIO TECHNICAL COLLEGE,OH,Proprietary,1099,1387045,1178,1602093,2014_2015,4
1176400,ROYAL ACADEMY OF MUSIC,,Foreign-Public,0,0,3,7166,2014_2015,4
1176500,GOLDSMITHS COLLEGE - UNIVERSITY OF LONDON,,Foreign-Public,3,5500,3,7000,2014_2015,4
1178000,BRUNEL UNIVERSITY LONDON,,Foreign-Public,3,4500,3,1998,2014_2015,4
1179900,PAUL MITCHELL THE SCHOOL FAYETTEVILLE,NC,Proprietary,550,871585,591,1127485,2014_2015,4
1180200,ARIZONA ACADEMY OF BEAUTY - NORTH,AZ,Proprietary,39,42084,38,57490,2014_2015,4
1181000,TAYLOR BUSINESS INSTITUTE,IL,Proprietary,151,157219,186,188411,2014_2015,4
1182000,SAN DIEGO MIRAMAR COLLEGE,CA,Public,59,83875,2,6000,2014_2015,4
1182400,WISCONSIN INDIANHEAD TECHNICAL COLLEGE,WI,Public,95,102521,110,126446,2014_2015,4
1183000,BERK TRADE & BUSINESS SCHOOL,NY,Proprietary,204,235387,216,372419,2014_2015,4
1183800,UNIVERSITY OF OXFORD - MANSFIELD COLLEGE,,Foreign-Public,0,0,0,0,2014_2015,4
1185800,EVEREST COLLEGE,IL,Private-Nonprofit,112,54506,98,39190,2014_2015,4
1185900,WORD OF LIFE BIBLE INSTITUTE,NY,Private-Nonprofit,64,97560,49,59815,2014_2015,4
1186400,MOHAVE COMMUNITY COLLEGE,AZ,Public,177,186520,108,123167,2014_2015,4
1186500,CALIFORNIA HAIR DESIGN ACADEMY,CA,Proprietary,201,263599,114,136226,2014_2015,4
1186600,LU ROSS ACADEMY,CA,Proprietary,238,353372,191,171151,2014_2015,4
1191900,BEAVER FALLS BEAUTY ACADEMY,PA,Proprietary,35,49321,36,52862,2014_2015,4
1192100,WESTCHESTER SCHOOL OF BEAUTY CULTURE,NY,Proprietary,40,63002,55,75728,2014_2015,4
1193400,VERMONT LAW SCHOOL,VT,Private-Nonprofit,0,0,2,9070,2014_2015,4
1194100,AMERICAN UNIVERSITY OF PUERTO RICO,PR,Private-Nonprofit,152,144687,20,14610,2014_2015,4
1201500,AUSTIN COMMUNITY COLLEGE,TX,Public,1570,1292585,1172,1149558,2014_2015,4
1202000,VICTORIA BEAUTY COLLEGE,TX,Proprietary,73,97069,38,55685,2014_2015,4
1202600,BELLUS ACADEMY,CA,Proprietary,126,177492,130,223392,2014_2015,4
1203100,SAN DIEGO CHRISTIAN COLLEGE,CA,Private-Nonprofit,356,769192,338,1024411,2014_2015,4
1204200,MANSFIELD BEAUTY SCHOOLS,MA,Proprietary,29,38614,32,42377,2014_2015,4
1205000,ROSEDALE TECHNICAL COLLEGE,PA,Private-Nonprofit,351,648303,326,613637,2014_2015,4
1205100,PRO WAY HAIR SCHOOL,GA,Proprietary,189,232936,183,266698,2014_2015,4
1205900,TRINITY BIBLE COLLEGE AND GRADUATE SCHOOL,ND,Private-Nonprofit,2,4500,5,6000,2014_2015,4
1206400,HAMILTON TECHNICAL COLLEGE,IA,Proprietary,162,324002,185,391571,2014_2015,4
1206800,MANSFIELD BEAUTY SCHOOLS,MA,Proprietary,10,11589,19,18727,2014_2015,4
1207800,VICTORIA UNIVERSITY OF WELLINGTON,,Foreign-Public,9,17250,9,15500,2014_2015,4
1208800,SULLIVAN COLLEGE OF TECHNOLOGY AND DESIGN,KY,Proprietary,655,795555,653,1017321,2014_2015,4
1209000,ROBERT FIANCE BEAUTY SCHOOLS,NJ,Proprietary,102,148739,105,203998,2014_2015,4
1209200,KENNETH SHULER SCHOOL OF COSMETOLOGY,SC,Proprietary,236,307490,186,385155,2014_2015,4
1209600,ECOLE HOTELIERE DE LAUSANNE,,Foreign-Private,0,0,0,0,2014_2015,4
1210100,UNIVERSITY OF CAMBRIDGE - GIRTON COLLEGE,,Foreign-Public,0,0,0,0,2014_2015,4
1210500,NATIONAL PARK COLLEGE,AR,Public,109,153190,105,123015,2014_2015,4
1210700,INSTITUTE OF DESIGN AND CONSTRUCTION,NY,Private-Nonprofit,2,1750,0,0,2014_2015,4
1213600,UNIVERSITY OF MANCHESTER (THE),,Foreign-Public,0,0,0,0,2014_2015,4
1215400,CALIFORNIA INSTITUTE OF INTEGRAL STUDIES,CA,Private-Nonprofit,64,176460,60,215521,2014_2015,4
1216500,ATLANTA METROPOLITAN  STATE COLLEGE,GA,Public,594,476764,393,361544,2014_2015,4
1216600,CAROUSEL BEAUTY COLLEGE,OH,Proprietary,107,157943,68,55309,2014_2015,4
1218200,CHATTAHOOCHEE VALLEY COMMUNITY COLLEGE,AL,Public,257,345878,156,216024,2014_2015,4
1218300,BURLINGTON COLLEGE,VT,Private-Nonprofit,37,55290,38,62585,2014_2015,4
1218700,BLACKSTONE VALLEY VOCATIONAL REGIONAL SCHOOL DISTRICT,MA,Public,4,5923,2,1384,2014_2015,4
1219800,UNIVERSITY OF BRADFORD,,Foreign-Public,0,0,0,0,2014_2015,4
1220100,UNIVERSITY OF OXFORD - REGENT'S PARK COLLEGE,,Foreign-Public,0,0,0,0,2014_2015,4
1220300,MEMORIAL COLLEGE OF NURSING,NY,Private-Nonprofit,6,11360,2,3300,2014_2015,4
1220600,JAMES COOK UNIVERSITY - TOWNSVILLE,,Foreign-Public,3,4319,3,7931,2014_2015,4
1221500,BIRMINGHAM CITY UNIVERSITY,,Foreign-Public,2,3334,2,3000,2014_2015,4
1222300,JAGIELLONIAN UNIVERSITY MEDICAL COLLEGE,,Foreign-Public,0,0,0,0,2014_2015,4
1222800,HUMBER COLLEGE INSTITUTE OF TECHNOLOGY AND ADVANCED LEARNING,,Foreign-Public,3,5250,3,5000,2014_2015,4
1224800,CENTRAL SCHOOL OF PRACTICAL NURSING,OH,Private-Nonprofit,89,155750,84,226000,2014_2015,4
1226000,EAST ARKANSAS COMMUNITY COLLEGE,AR,Public,9,9446,2,875,2014_2015,4
1226100,NORTH ARKANSAS COLLEGE,AR,Public,38,42511,38,38770,2014_2015,4
1226800,BALDWIN BEAUTY SCHOOLS,TX,Proprietary,55,89254,44,89374,2014_2015,4
1227400,PROVIDENCE UNIVERSITY COLLEGE AND THEOLOGICAL SEMINARY,,Foreign-Private,11,8188,12,10625,2014_2015,4
1227500,UNIVERSITY OF OXFORD - WOLFSON COLLEGE,,Foreign-Public,0,0,0,0,2014_2015,4
1227700,NEW YORK CHIROPRACTIC COLLEGE,NY,Private-Nonprofit,0,0,0,0,2014_2015,4
1229100,WRIGHT BEAUTY ACADEMY,MI,Proprietary,29,40997,24,51116,2014_2015,4
1229300,VEEB NASSAU COUNTY SCHOOL OF PRACTICAL NURSING,NY,Public,121,138435,144,195665,2014_2015,4
1229500,JZ TREND ACADEMY PAUL MITCHELL PARTNER SCHOOL,ND,Proprietary,15,21056,19,35575,2014_2015,4
1230000,PALMER COLLEGE OF CHIROPRACTIC,IA,Private-Nonprofit,3,6250,4,12250,2014_2015,4
1230200,UNIVERSITY OF CAMBRIDGE - GONVILLE & CAIUS COLLEGE,,Foreign-Public,0,0,0,0,2014_2015,4
1230900,UNIVERSITY OF WESTERN STATES,OR,Private-Nonprofit,56,96575,67,151510,2014_2015,4
1231500,CORNISH COLLEGE OF THE ARTS,WA,Private-Nonprofit,3,1500,6,15500,2014_2015,4
1232800,NORTHWESTERN HEALTH SCIENCES UNIVERSITY,MN,Private-Nonprofit,97,198497,117,328313,2014_2015,4
1233500,ROYAL COLLEGE OF MUSIC,,Foreign-Public,2,3668,2,1332,2014_2015,4
1234100,UNIVERSITY OF WALES TRINITY SAINT DAVID,,Foreign-Public,0,0,1,7500,2014_2015,4
1234700,PHAGANS' CENTRAL OREGON BEAUTY COLLEGE,OR,Proprietary,176,160560,178,200782,2014_2015,4
1234800,PHAGANS' BEAUTY COLLEGE,OR,Proprietary,131,124009,118,89558,2014_2015,4
1235000,PHAGANS' SCHOOL OF HAIR DESIGN,OR,Proprietary,129,248876,123,270886,2014_2015,4
1235100,PHAGANS' SCHOOL OF BEAUTY,OR,Proprietary,88,75014,69,55570,2014_2015,4
1235800,PLAZA COLLEGE,NY,Proprietary,557,941657,299,431161,2014_2015,4
1236200,NORTHWESTERN COLLEGE,IL,Proprietary,1811,2255426,2231,4055044,2014_2015,4
1236400,ST. PAUL'S SCHOOL OF NURSING,NY,Proprietary,314,462534,292,577391,2014_2015,4
1238600,SOUTHEASTERN REGIONAL VOCATIONAL TECHNICAL SCHOOL,MA,Public,4,2346,0,0,2014_2015,4
1239300,THOMAS JEFFERSON UNIVERSITY,PA,Private-Nonprofit,208,516412,175,605321,2014_2015,4
1240700,SCHUYLER STEUBEN CHEMUNG TIOGA ALLEGANY BOCES,NY,Public,39,57413,37,79598,2014_2015,4
1242100,UNIVERSITY OF AUCKLAND (THE),,Foreign-Public,3,10000,3,7500,2014_2015,4
1242500,STONE ACADEMY,CT,Proprietary,1044,1629271,998,2059122,2014_2015,4
1245200,EVERGREEN VALLEY COLLEGE,CA,Public,28,47666,21,30709,2014_2015,4
1246100,LINCOLN TECHNICAL INSTITUTE,NJ,Proprietary,5100,6630983,6320,8890678,2014_2015,4
1246200,EASTWICK COLLEGE - HACKENSACK CAMPUS.,NJ,Proprietary,686,842845,610,1041173,2014_2015,4
1248300,PAUL MITCHELL THE SCHOOL DALLAS,TX,Proprietary,729,1133579,874,1632836,2014_2015,4
1249600,TONI & GUY HAIRDRESSING ACADEMY,WA,Proprietary,34,56626,39,88497,2014_2015,4
1250000,RANKEN TECHNICAL COLLEGE,MO,Private-Nonprofit,609,745591,665,770215,2014_2015,4
1252500,CARIBBEAN UNIVERSITY,PR,Private-Nonprofit,140,166066,60,72383,2014_2015,4
1254000,UNIVERSIDAD DE NAVARRA,,Foreign-Private,1,3500,0,0,2014_2015,4
1255000,LOS ANGELES MISSION COLLEGE,CA,Public,144,254481,132,231741,2014_2015,4
1256100,FIVE TOWNS COLLEGE,NY,Proprietary,65,102864,67,103066,2014_2015,4
1257400,RINGLING COLLEGE OF ART & DESIGN,FL,Private-Nonprofit,2,9000,1,2000,2014_2015,4
1258000,SAINT LOUIS CHRISTIAN COLLEGE,MO,Private-Nonprofit,36,35024,38,63715,2014_2015,4
1258400,ILLINOIS INSTITUTE OF ART (THE),IL,Proprietary,3077,3769489,3180,4575736,2014_2015,4
1258600,METROPOLITAN COMMUNITY COLLEGE,NE,Public,2067,1164572,1972,1264352,2014_2015,4
1258900,ERIE 1 BOARD OF COOPERATIVE EDUCATIONAL SERVICES,NY,Public,269,440527,275,732108,2014_2015,4
1260600,EMPIRE BEAUTY SCHOOL,PA,Proprietary,1073,1546217,1162,1738569,2014_2015,4
1262700,THOMAS M. COOLEY LAW SCHOOL,MI,Private-Nonprofit,0,0,0,0,2014_2015,4
1265000,MARINELLO SCHOOL OF BEAUTY,CA,Proprietary,418,616689,443,618318,2014_2015,4
1265200,ONONDAGA CORTLAND MADISON BOCES,NY,Public,265,420895,267,617519,2014_2015,4
1267000,BEL - REA INSTITUTE OF ANIMAL TECHNOLOGY,CO,Proprietary,616,851896,639,1079000,2014_2015,4
1267200,CAROUSEL BEAUTY COLLEGE,OH,Proprietary,12,14045,8,3630,2014_2015,4
1269300,PELLISSIPPI STATE COMMUNITY COLLEGE,TN,Public,389,371113,327,251194,2014_2015,4
1274400,SOUTHSIDE REGIONAL MEDICAL CENTER PROFESSIONAL SCHOOLS,VA,Proprietary,36,60771,106,145869,2014_2015,4
1275000,EDISON STATE COMMUNITY COLLEGE,OH,Public,335,425684,325,565684,2014_2015,4
1276400,METROPLEX BEAUTY SCHOOL,TX,Proprietary,26,41248,26,61650,2014_2015,4
1276500,UNIVERSITY OF OXFORD - LINACRE COLLEGE,,Foreign-Public,0,0,0,0,2014_2015,4
1276600,"NATIONAL UNIVERSITY OF IRELAND, GALWAY",,Foreign-Public,0,0,0,0,2014_2015,4
1278300,OSWEGO COUNTY BOCES,NY,Public,25,35992,20,34224,2014_2015,4
1280200,PONTIFICIA UNIVERSIDAD CATOLICA MADRE Y MAESTRA,,Foreign-Private,54,82644,50,48473,2014_2015,4
1280300,DOMINICAN HOUSE OF STUDIES,DC,Private-Nonprofit,0,0,0,0,2014_2015,4
1281100,INSTITUTO TECNOLOGICO DE SANTO DOMINGO,,Foreign-Private,21,31836,23,31667,2014_2015,4
1281300,JOHN WOOD COMMUNITY COLLEGE,IL,Public,110,72632,118,74305,2014_2015,4
1282300,PAT GOINS RUSTON BEAUTY SCHOOL,LA,Proprietary,32,45528,44,74555,2014_2015,4
1283900,UNIVERSITY OF CAMBRIDGE - SAINT JOHN'S COLLEGE,,Foreign-Public,0,0,0,0,2014_2015,4
1284800,MOLER HOLLYWOOD BEAUTY ACADEMY,OH,Proprietary,35,59095,31,80674,2014_2015,4
1285000,INTERNATIONAL SALON AND SPA ACADEMY,CO,Proprietary,140,192157,153,239719,2014_2015,4
1287000,SOUTHERN STATE COMMUNITY COLLEGE,OH,Public,261,314003,242,410763,2014_2015,4
1287200,NORTH-WEST COLLEGE,CA,Proprietary,1508,2603315,1550,3529244,2014_2015,4
1287300,WYOTECH,CA,Proprietary,71,37326,42,27194,2014_2015,4
1287900,PAT GOINS BENTON ROAD BEAUTY SCHOOL,LA,Proprietary,32,43883,33,52214,2014_2015,4
1288000,CELEBRITY STYLIST BEAUTY SCHOOL,LA,Proprietary,31,53088,36,85704,2014_2015,4
1288100,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL,MA,Public,2,678,0,0,2014_2015,4
1289100,ANTONELLI COLLEGE,OH,Proprietary,764,1247844,702,1779399,2014_2015,4
1289600,VIRGINIA MARTI COLLEGE OF ART AND DESIGN,OH,Proprietary,129,166382,118,196323,2014_2015,4
1291200,MTI COLLEGE,CA,Proprietary,718,1056284,646,1138655,2014_2015,4
1292900,SOUTH HILLS BEAUTY ACADEMY,PA,Proprietary,107,122368,112,170598,2014_2015,4
1293000,CHARLES & SUE'S SCHOOL OF HAIR DESIGN,TX,Proprietary,37,60538,32,76000,2014_2015,4
1293200,TINT SCHOOL OF MAKEUP & COSMETOLOGY,TX,Proprietary,89,134156,112,160206,2014_2015,4
1294800,ROB ROY ACADEMY,MA,Proprietary,52,82657,55,104785,2014_2015,4
1295400,HUDSON COUNTY COMMUNITY COLLEGE,NJ,Public,273,485343,191,330861,2014_2015,4
1298400,PROFESSIONAL INSTITUTE OF BEAUTY,CA,Proprietary,102,112886,4,2356,2014_2015,4
1298900,OCEANSIDE COLLEGE OF BEAUTY,CA,Proprietary,54,85561,35,54136,2014_2015,4
1300500,OLYMPIAN ACADEMY OF COSMETOLOGY,NM,Proprietary,986,1300578,1179,1419996,2014_2015,4
1300600,LA'JAMES INTERNATIONAL COLLEGE,IA,Proprietary,37,70948,35,69073,2014_2015,4
1300700,NAZARENE BIBLE COLLEGE,CO,Private-Nonprofit,148,203470,140,214608,2014_2015,4
1300800,SUMMIT SALON ACADEMY - PORTLAND,OR,Proprietary,53,53687,51,67099,2014_2015,4
1301000,LANCASTER BEAUTY SCHOOL,CA,Proprietary,93,135596,90,168093,2014_2015,4
1301600,OGLE SCHOOL HAIR SKIN NAILS,TX,Proprietary,492,723697,451,758687,2014_2015,4
1302200,CITY UNIVERSITY OF SEATTLE,WA,Private-Nonprofit,333,568232,334,657412,2014_2015,4
1302900,BORICUA COLLEGE,NY,Private-Nonprofit,46,54560,30,28545,2014_2015,4
1303900,SOUTH UNIVERSITY,GA,Proprietary,23442,30637076,22678,43110251,2014_2015,4
1307400,AMERICAN BEAUTY COLLEGE,CA,Proprietary,87,115924,26,38005,2014_2015,4
1308800,CAPRI OAK FOREST BEAUTY COLLEGE,IL,Proprietary,122,159611,130,196840,2014_2015,4
1309500,SALON SUCCESS ACADEMY,CA,Proprietary,265,416109,436,531247,2014_2015,4
1310300,CALIFORNIA WESTERN SCHOOL OF LAW,CA,Private-Nonprofit,0,0,0,0,2014_2015,4
1313200,INTERNATIONAL COLLEGE OF BROADCASTING,OH,Proprietary,79,144093,96,180450,2014_2015,4
1315300,MASSEY UNIVERSITY,,Foreign-Public,18,23750,21,27099,2014_2015,4
1318900,CONTINENTAL ACADEMIE OF HAIR DESIGN,NH,Proprietary,61,78323,61,90523,2014_2015,4
1320800,BAPTIST BIBLE COLLEGE,MO,Private-Nonprofit,3,4275,2,5600,2014_2015,4
1321400,ROXBOROUGH MEMORIAL HOSPITAL,PA,Proprietary,1,1750,2,2100,2014_2015,4
1321800,M.J. MURPHY BEAUTY COLLEGE,MI,Proprietary,31,46732,28,43903,2014_2015,4
1323100,UNIVERSITY OF HOUSTON - VICTORIA,TX,Public,186,357934,236,526457,2014_2015,4
1323200,ACADEMY OF HAIR DESIGN,NV,Proprietary,133,200955,183,262447,2014_2015,4
1324000,LYTLE'S REDWOOD EMPIRE BEAUTY COLLEGE,CA,Proprietary,105,168958,114,182207,2014_2015,4
1326300,SOUTH HILLS SCHOOL OF BUSINESS & TECHNOLOGY,PA,Proprietary,620,888439,696,940370,2014_2015,4
2050300,ACADEMY COLLEGE,MN,Proprietary,102,113797,93,163176,2014_2015,4
2052000,BRIGHTWOOD COLLEGE,OH,Proprietary,466,516170,445,760053,2014_2015,4
2052200,BLACK RIVER TECHNICAL COLLEGE,AR,Public,142,117077,111,90201,2014_2015,4
2052400,UNIVERSITY OF CAMBRIDGE - DARWIN COLLEGE,,Foreign-Public,0,0,0,0,2014_2015,4
2053000,LIBERTY UNIVERSITY,VA,Private-Nonprofit,23053,45351554,22900,55855319,2014_2015,4
2053300,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO,,Foreign-Private,0,0,0,0,2014_2015,4
2053700,EASTWICK COLLEGE,NJ,Proprietary,991,1236296,894,1457667,2014_2015,4
2054300,TRUMBULL BUSINESS COLLEGE,OH,Proprietary,326,272874,310,408786,2014_2015,4
2054900,MARINELLO SCHOOL OF BEAUTY,CA,Proprietary,416,642552,396,625648,2014_2015,4
2055200,HARRINGTON COLLEGE OF DESIGN,IL,Proprietary,112,204322,122,256416,2014_2015,4
2055400,BOSSIER PARISH COMMUNITY COLLEGE,LA,Public,604,693037,548,720678,2014_2015,4
2055500,DELTA SCHOOL OF BUSINESS AND TECHNOLOGY,LA,Proprietary,431,499023,399,614962,2014_2015,4
2056400,CAPRI COSMETOLOGY LEARNING CENTER,NY,Proprietary,96,138057,104,203525,2014_2015,4
2056500,MITCHELL'S HAIR STYLING ACADEMY,NC,Proprietary,44,69851,39,74523,2014_2015,4
2056800,DAYMAR COLLEGE,OH,Proprietary,311,388164,343,488692,2014_2015,4
2060300,MIAT COLLEGE OF TECHNOLOGY,MI,Proprietary,713,996247,716,1230362,2014_2015,4
2060900,BROWN COLLEGE OF COURT REPORTING,GA,Proprietary,303,346377,310,562066,2014_2015,4
2061000,VENUS BEAUTY ACADEMY,PA,Proprietary,46,71077,46,92996,2014_2015,4
2061800,ROMAN ACADEMY OF BEAUTY CULTURE,NJ,Proprietary,16,26833,22,49166,2014_2015,4
2063000,MONTSERRAT COLLEGE OF ART,MA,Private-Nonprofit,0,0,0,0,2014_2015,4
2063500,COASTLINE COMMUNITY COLLEGE,CA,Public,291,479330,236,486646,2014_2015,4
2063700,SHERMAN COLLEGE OF STRAIGHT CHIROPRACTIC,SC,Private-Nonprofit,0,0,0,0,2014_2015,4
2065300,PRESCOTT COLLEGE,AZ,Private-Nonprofit,61,120589,56,144452,2014_2015,4
2065700,CALIFORNIA BEAUTY COLLEGE,CA,Proprietary,61,91486,55,49911,2014_2015,4
2066100,OHIO STATE COLLEGE OF BARBER STYLING,OH,Proprietary,158,233290,150,188660,2014_2015,4
2066200,"NEW SCHOOL, THE",NY,Private-Nonprofit,72,215075,86,222161,2014_2015,4
2068100,ADLER UNIVERSITY,IL,Private-Nonprofit,0,0,0,0,2014_2015,4
2068200,LESTER E. COX MEDICAL CENTER,MO,Private-Nonprofit,47,104470,35,76336,2014_2015,4
2068300,DOUGLAS EDUCATION CENTER,PA,Proprietary,225,410866,250,401452,2014_2015,4
2069000,NEW YORK SCHOOL OF INTERIOR DESIGN,NY,Private-Nonprofit,0,0,0,0,2014_2015,4
2069300,VATTEROTT COLLEGE,IL,Proprietary,1008,1143676,980,1630750,2014_2015,4
2070500,CONCORDIA UNIVERSITY,CA,Private-Nonprofit,226,486449,214,636662,2014_2015,4
2073300,GALLIA JACKSON VINTON JOINT SCHOOL ADULT EDUCATION,OH,Public,5,4538,3,5486,2014_2015,4
2073500,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT BATESVILLE,AR,Public,114,111549,126,141032,2014_2015,4
2073900,WOR-WIC COMMUNITY COLLEGE,MD,Public,38,50155,33,61219,2014_2015,4
2074000,BRANFORD HALL CAREER INSTITUTE,CT,Proprietary,2843,3214393,2790,4322444,2014_2015,4
2074400,ILLINOIS EASTERN COMMUNITY COLLEGES -FRONTIER COMMUNITY COLLEGE,IL,Public,10,12776,9,9474,2014_2015,4
2074600,SOUTH ARKANSAS COMMUNITY COLLEGE,AR,Public,191,161130,301,322096,2014_2015,4
2074800,LIFE UNIVERSITY,GA,Private-Nonprofit,92,138147,97,172979,2014_2015,4
2075300,UNIVERSITY OF ARKANSAS - PULASKI TECHNICAL COLLEGE,AR,Public,636,576993,700,810161,2014_2015,4
2075700,BRIARCLIFFE COLLEGE,NY,Proprietary,1452,2382719,1147,2443160,2014_2015,4
2075800,SOUTHERN CALIFORNIA INSTITUTE OF ARCHITECTURE (THE),CA,Private-Nonprofit,2,1000,3,4500,2014_2015,4
2077100,MILWAUKEE INSTITUTE OF ART & DESIGN,WI,Private-Nonprofit,111,148706,111,100294,2014_2015,4
2077400,NORTH LAKE COLLEGE,TX,Public,194,211516,225,257033,2014_2015,4
2078800,COLLECTIV HAIR DRESSING ACADEMY,UT,Proprietary,18,20560,6,2320,2014_2015,4
2078900,ART INSTITUTE OF COLORADO (THE),CO,Proprietary,866,1045334,928,1230167,2014_2015,4
2079400,EMPIRE BEAUTY SCHOOL,MA,Proprietary,1400,1914159,1513,2480071,2014_2015,4
2079700,COLLEGE OF HAIR DESIGN,NE,Proprietary,184,308892,195,376989,2014_2015,4
2081400,ARLINGTON BAPTIST COLLEGE,TX,Private-Nonprofit,27,39833,28,49552,2014_2015,4
2082400,UNIVERSITY OF CAMBRIDGE - QUEEN'S COLLEGE,,Foreign-Public,0,0,1,2166,2014_2015,4
2083400,UNIVERSITY OF CAMBRIDGE - WOLFSON COLLEGE,,Foreign-Public,0,0,0,0,2014_2015,4
2083600,BRIGHTWOOD COLLEGE,MD,Proprietary,548,603851,548,911423,2014_2015,4
2083900,NORTHERN NEW MEXICO COLLEGE,NM,Public,29,33316,10,12280,2014_2015,4
2084800,RAVENSCROFT BEAUTY COLLEGE,IN,Proprietary,131,196423,156,282430,2014_2015,4
2086400,MARINELLO SCHOOL OF BEAUTY,CA,Proprietary,397,587695,400,622646,2014_2015,4
2087000,OZARKA COLLEGE,AR,Public,81,77387,93,110278,2014_2015,4
2087400,UNIVERSITY OF CAMBRIDGE - NEWNHAM COLLEGE,,Foreign-Public,0,0,0,0,2014_2015,4
2087600,CONCORDIA THEOLOGICAL SEMINARY,IN,Private-Nonprofit,0,0,0,0,2014_2015,4
2087900,OXFORD BROOKES UNIVERSITY,,Foreign-Public,0,0,0,0,2014_2015,4
2089600,CONCORDE CAREER INSTITUTE,FL,Proprietary,856,1239255,863,1855237,2014_2015,4
2090200,TRIANGLE TECH,PA,Proprietary,50,98817,54,103877,2014_2015,4
2090300,CAPRI COLLEGE,IA,Proprietary,126,213495,128,181528,2014_2015,4
2090700,CLEVELAND UNIVERSITY-KANSAS CITY,KS,Private-Nonprofit,31,71073,32,88384,2014_2015,4
2091200,ELEGANCE INTERNATIONAL,CA,Proprietary,336,406987,333,597046,2014_2015,4
2091700,BRIGHTWOOD COLLEGE,CA,Proprietary,1754,2302334,1771,3072140,2014_2015,4
2092100,MASSACHUSETTS SCHOOL OF BARBERING,MA,Proprietary,47,70729,66,101764,2014_2015,4
2092300,EASTWICK COLLEGE - NUTLEY CAMPUS,NJ,Proprietary,524,620143,529,608736,2014_2015,4
2092400,RIDLEY-LOWELL SCHOOL OF BUSINESS,NY,Proprietary,53,79112,59,132907,2014_2015,4
2092500,LAUREL TECHNICAL INSTITUTE,PA,Proprietary,356,334778,304,261479,2014_2015,4
2093700,LONG ISLAND BUSINESS INSTITUTE,NY,Proprietary,91,154295,91,149730,2014_2015,4
2094100,BEN-GURION UNIVERSITY OF THE NEGEV,,Foreign-Public,0,0,0,0,2014_2015,4
2094400,UNIVERSITY OF CAMBRIDGE - ST EDMUND'S COLLEGE,,Foreign-Public,1,1500,1,2000,2014_2015,4
2095500,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,,Foreign-Public,0,0,0,0,2014_2015,4
2096100,FIELDING GRADUATE UNIVERSITY,CA,Private-Nonprofit,0,0,1,3000,2014_2015,4
2097300,HASTINGS BEAUTY SCHOOL,MN,Proprietary,34,47085,25,54458,2014_2015,4
2098300,WESTERN TECHNICAL COLLEGE,TX,Proprietary,1169,1995745,986,2267986,2014_2015,4
2098400,HERKIMER COUNTY  BOCES PRACTICAL NURSING PROGRAM,NY,Public,2,350,5,3050,2014_2015,4
