time,fossil-gas,hard-coal,fossil-oil,nuclear,solar,wind-onshore,load-forecast,load-actual,price
2015-04-15 09:00:00+02:00,4999,4907,354,7092,495,4917,30921,31172,64.1
2015-04-15 10:00:00+02:00,4953,5105,347,7090,997,4918,31470,31754,67.43
2015-04-15 11:00:00+02:00,4858,4782,343,7089,1469,5482,31586,32001,68
2015-04-15 12:00:00+02:00,5155,4821,358,7087,1667,5793,31773,32232,68.04
2015-04-15 13:00:00+02:00,5318,5056,362,7089,1749,5466,31596,32149,68.29
2015-04-15 14:00:00+02:00,5302,5052,361,7088,1907,5482,30607,30868,65.86
2015-04-15 15:00:00+02:00,5181,4964,369,7088,2041,5343,29932,30216,62.66
2015-04-15 16:00:00+02:00,5362,4863,362,7089,1777,5373,29599,29854,63.08
2015-04-15 17:00:00+02:00,5473,4808,356,7088,1213,5412,29380,29628,64.44
2015-04-15 18:00:00+02:00,5656,4782,356,7089,818,4930,29100,29407,64.18
2015-04-15 19:00:00+02:00,5705,4925,366,7088,548,4364,28955,29624,65.54
2015-04-15 20:00:00+02:00,6056,4993,369,7088,165,4165,29866,30872,71.29
2015-04-15 21:00:00+02:00,6150,4990,370,7088,57,3909,32019,32311,77.57
2015-04-15 22:00:00+02:00,5920,4913,367,7088,54,3461,29602,29850,71.6
2015-04-15 23:00:00+02:00,5493,4735,357,7089,53,3077,26862,27238,64.74
2015-04-16 00:00:00+02:00,5137,4647,327,7090,53,3263,25212,25286,65.82
2015-04-16 01:00:00+02:00,4961,4522,319,7091,53,3080,23524,23604,61.88
2015-04-16 02:00:00+02:00,4547,4515,318,7092,52,3156,22665,22560,55.28
2015-04-16 03:00:00+02:00,4477,4333,318,7090,53,3278,22348,22218,55.77
2015-04-16 04:00:00+02:00,4434,4204,312,7090,53,3321,22258,22142,53.36
2015-04-16 05:00:00+02:00,4417,4204,315,7092,53,3280,22575,22457,53.6
2015-04-16 06:00:00+02:00,4882,4185,322,7092,53,3303,24708,24606,60.82
2015-04-16 07:00:00+02:00,5360,4448,344,7090,67,3356,27800,27759,63.77
2015-04-16 08:00:00+02:00,5332,4815,370,7090,227,3280,29732,24541,66.56
2015-04-16 09:00:00+02:00,,,,,,,31001,,67.55
2015-04-16 10:00:00+02:00,5708,4989,411,7089,1225,3056,31704,31468,68.01
2015-04-16 11:00:00+02:00,5933,4988,412,7090,1619,3395,31786,31715,68.49
2015-04-16 12:00:00+02:00,5760,4990,411,7090,2021,3781,31968,31930,68.91
2015-04-16 13:00:00+02:00,5560,4955,414,7086,2201,4454,31837,31653,66.49
2015-04-16 14:00:00+02:00,5149,4921,411,7084,2483,5218,30724,30455,63.34
2015-04-16 15:00:00+02:00,4900,4896,411,7082,2626,5910,30169,29587,59.1
2015-04-16 16:00:00+02:00,4263,4924,405,7080,2554,6536,30007,29423,56.56
2015-04-16 17:00:00+02:00,4027,4789,416,7079,2127,7137,29845,29368,56.47
2015-04-16 18:00:00+02:00,4321,4662,422,7079,1672,6817,29528,29214,56.85
2015-04-16 19:00:00+02:00,4676,4805,426,7082,1010,6293,29369,29337,60.83
2015-04-16 20:00:00+02:00,5131,4915,426,7083,400,5661,30305,30540,67.23
2015-04-16 21:00:00+02:00,5479,5003,425,7085,222,5167,32179,32527,70.61
2015-04-16 22:00:00+02:00,5301,4935,427,7087,197,4942,29780,30037,65.22
2015-04-16 23:00:00+02:00,5122,4812,413,7088,142,4564,27168,27375,59.65
2015-04-17 00:00:00+02:00,5035,4690,374,7087,66,4274,25361,25398,65.28
2015-04-17 01:00:00+02:00,4629,4547,364,7086,63,3919,23753,23759,56.93
2015-04-17 02:00:00+02:00,4673,4600,363,7088,60,3761,22656,22779,54.25
2015-04-17 03:00:00+02:00,4682,4648,363,7088,56,3337,22276,22266,53.63
2015-04-17 04:00:00+02:00,4680,4725,361,7087,55,2951,22205,22150,52.4
2015-04-17 05:00:00+02:00,4820,4743,363,7089,40,2904,22509,22505,53.68
2015-04-17 06:00:00+02:00,4957,4884,367,7088,38,3041,24661,24716,64.86
2015-04-17 07:00:00+02:00,5795,4877,389,7087,53,2914,27850,27795,68.56
2015-04-17 08:00:00+02:00,5929,4961,405,7087,344,2575,30052,29769,71.32
2015-04-17 09:00:00+02:00,5900,4992,407,7087,1129,2019,31042,30941,72.66
2015-04-17 10:00:00+02:00,5850,4952,411,7085,2171,1900,31643,31378,72.55
2015-04-17 11:00:00+02:00,5976,4882,410,7084,2942,1784,31808,31519,73.13
2015-04-17 12:00:00+02:00,5994,4974,420,7083,3474,1573,31808,31823,72.85
2015-04-17 13:00:00+02:00,5936,5004,424,7083,3843,1656,31564,31444,72.98
2015-04-17 14:00:00+02:00,5954,5064,414,7082,3834,1839,30427,30104,70.41
2015-04-17 15:00:00+02:00,5706,5041,424,7081,3771,1721,29416,29310,68.83
2015-04-17 16:00:00+02:00,5696,5176,417,7079,3720,1645,29111,29017,68.1
2015-04-17 17:00:00+02:00,5934,4918,407,7080,3319,1596,28911,28822,69.11
2015-04-17 18:00:00+02:00,5952,4967,408,7080,2591,1688,28621,28373,69.68
2015-04-17 19:00:00+02:00,5918,4877,419,7080,1732,1944,28512,28390,71.83
2015-04-17 20:00:00+02:00,5963,4813,416,7080,896,2111,29439,29239,75.55
2015-04-17 21:00:00+02:00,5980,4858,423,7081,556,2140,31764,31207,80.34
2015-04-17 22:00:00+02:00,5743,4705,425,7082,508,2006,29237,29085,75.49
2015-04-17 23:00:00+02:00,5385,4460,416,7085,446,1918,27108,26792,70.98
2015-04-18 00:00:00+02:00,4949,4225,374,7087,261,2028,25524,25230,66.33
2015-04-18 01:00:00+02:00,4771,3988,367,7070,106,2186,23841,23707,62.64
2015-04-18 02:00:00+02:00,4636,3604,365,7033,73,2306,22590,22576,59.61
2015-04-18 03:00:00+02:00,4603,3444,366,6923,49,2377,21811,21917,59.71
2015-04-18 04:00:00+02:00,4635,3533,364,6710,46,2409,21450,21519,61.86
2015-04-18 05:00:00+02:00,4636,3630,352,6521,46,2352,21232,21313,59.79
2015-04-18 06:00:00+02:00,4820,3796,344,6475,47,2375,21633,21785,61.27
2015-04-18 07:00:00+02:00,4801,4026,328,6508,67,2302,22143,22323,59.66
2015-04-18 08:00:00+02:00,4934,4064,329,6521,390,2252,23346,23716,63.96
2015-04-18 09:00:00+02:00,4892,4299,335,6496,1302,1911,25750,25989,66.62
2015-04-18 10:00:00+02:00,4882,4449,345,6497,2706,1984,27460,27506,66.92
2015-04-18 11:00:00+02:00,4432,4480,351,6497,3698,2590,27886,27751,66.03
2015-04-18 12:00:00+02:00,4185,4201,362,6490,4123,3882,27981,27640,62.21
2015-04-18 13:00:00+02:00,4364,3843,357,6505,4234,4940,27961,27802,59.03
2015-04-18 14:00:00+02:00,4036,3534,328,6515,4116,5465,27103,27035,53.38
2015-04-18 15:00:00+02:00,3943,3216,318,6523,4133,5909,25783,25732,46.76
2015-04-18 16:00:00+02:00,4010,2891,319,6534,3943,5928,25044,24876,44.63
2015-04-18 17:00:00+02:00,4063,2853,319,6547,3414,5906,24678,24564,44.44
2015-04-18 18:00:00+02:00,3881,2935,323,6561,2929,6370,24735,24585,46.33
2015-04-18 19:00:00+02:00,3964,2969,230,6572,1854,7104,24874,25097,50.81
2015-04-18 20:00:00+02:00,4404,3397,255,6587,1062,6563,26217,26014,62.49
2015-04-18 21:00:00+02:00,5129,3968,296,6595,678,5489,28678,28339,68.51
2015-04-18 22:00:00+02:00,5186,4113,300,6604,623,4935,27331,27115,66.88
2015-04-18 23:00:00+02:00,4806,4015,296,6615,620,4889,25601,25237,59.84
2015-04-19 00:00:00+02:00,4729,3303,294,6629,589,4827,23585,23555,61.06
2015-04-19 01:00:00+02:00,4713,2947,288,6646,510,4468,22013,21967,48.24
2015-04-19 02:00:00+02:00,4918,3003,286,6664,384,4469,21048,20806,46.94
2015-04-19 03:00:00+02:00,4715,2867,286,6673,255,4549,20312,20154,47.72
2015-04-19 04:00:00+02:00,4375,2853,287,6694,146,4514,19914,19665,45.39
2015-04-19 05:00:00+02:00,4400,2750,277,6709,90,4724,19799,19655,44.46
2015-04-19 06:00:00+02:00,4486,2603,287,6716,68,4749,20134,19943,45.62
2015-04-19 07:00:00+02:00,4494,2812,288,6724,72,4534,20038,19910,43.69
2015-04-19 08:00:00+02:00,4744,2849,288,6732,529,4198,20559,20613,45.81
2015-04-19 09:00:00+02:00,4531,3181,290,6744,1646,3806,22332,22544,47.75
2015-04-19 10:00:00+02:00,4142,3435,291,6753,3214,4161,23942,24137,52.04
2015-04-19 11:00:00+02:00,4129,3292,291,6766,4067,4083,24701,24767,53.29
2015-04-19 12:00:00+02:00,4203,3398,290,6776,4454,3967,24911,24862,53.71
2015-04-19 13:00:00+02:00,4386,3581,292,6787,4706,3357,25344,25157,55.35
2015-04-19 14:00:00+02:00,4361,3636,292,6797,4724,2917,25197,24873,53.5
2015-04-19 15:00:00+02:00,4189,3553,295,6801,4584,2783,24168,23597,47.16
2015-04-19 16:00:00+02:00,4058,3164,294,6805,4323,2808,23395,22848,46.75
2015-04-19 17:00:00+02:00,4088,3102,290,6804,3900,2768,23005,22508,48.04
2015-04-19 18:00:00+02:00,4021,3268,293,6809,3502,2681,23288,22566,51.52
2015-04-19 19:00:00+02:00,4187,3223,291,6806,2653,2426,23978,23107,56.58
2015-04-19 20:00:00+02:00,4508,3825,291,6818,1297,2143,25094,24641,71.09
2015-04-19 21:00:00+02:00,4940,4838,290,6830,694,2091,27956,27825,80.35
2015-04-19 22:00:00+02:00,5103,4932,291,6843,596,2162,27149,27126,78.57
2015-04-19 23:00:00+02:00,5052,4713,293,6856,598,1973,25210,25158,71.36
2015-04-20 00:00:00+02:00,5028,4693,292,6864,563,1604,23225,22984,68.55
2015-04-20 01:00:00+02:00,4876,4466,289,6878,403,1302,21724,21590,62.65
2015-04-20 02:00:00+02:00,4742,4658,292,6891,267,1112,20754,20745,58.53
2015-04-20 03:00:00+02:00,4706,4828,291,6899,181,933,20443,20383,57.86
2015-04-20 04:00:00+02:00,4747,4821,291,6913,35,770,20359,20426,59.24
2015-04-20 05:00:00+02:00,4815,5101,292,6922,34,726,20973,21078,61.79
2015-04-20 06:00:00+02:00,5423,5507,294,6935,35,683,23531,23661,67.21
2015-04-20 07:00:00+02:00,5619,5633,308,6947,70,786,26830,26894,68.93
2015-04-20 08:00:00+02:00,5614,5784,369,6954,636,797,29287,,72.92
2015-04-20 09:00:00+02:00,5292,5726,382,6963,1994,648,30958,30296,75.37
2015-04-20 10:00:00+02:00,5242,5636,391,6971,3734,608,31520,30676,75.03
2015-04-20 11:00:00+02:00,5025,5650,387,6973,4620,817,31508,30814,75.1
2015-04-20 12:00:00+02:00,4792,5554,393,6978,5147,1171,31637,31057,74.77
2015-04-20 13:00:00+02:00,4963,5447,397,6981,5301,1523,31376,30931,73.67
2015-04-20 14:00:00+02:00,4645,5266,402,6992,5309,1798,30260,29977,71.85
2015-04-20 15:00:00+02:00,5007,5301,400,7003,5153,2172,29292,29254,66.48
2015-04-20 16:00:00+02:00,4903,5462,384,7006,4911,2471,28825,29039,65.28
2015-04-20 17:00:00+02:00,4800,5494,390,7021,4435,2800,28566,28888,65.67
2015-04-20 18:00:00+02:00,4193,5521,393,7029,3816,3490,28059,28481,61.67
2015-04-20 19:00:00+02:00,4178,5478,387,7042,2699,4256,27880,28253,63.21
2015-04-20 20:00:00+02:00,4794,5405,396,7054,1187,4899,28773,29259,68.99
2015-04-20 21:00:00+02:00,5139,5678,400,7063,685,5859,31244,31572,72.11
2015-04-20 22:00:00+02:00,4811,5539,410,7065,596,6894,29085,29388,67.54
2015-04-20 23:00:00+02:00,4221,5011,383,7064,592,7524,26444,26576,55.67
2015-04-21 00:00:00+02:00,4219,4001,362,7065,593,7731,24713,24837,55.28
2015-04-21 01:00:00+02:00,4286,3361,345,7062,592,7642,23320,23307,53.92
2015-04-21 02:00:00+02:00,4354,3262,333,7064,581,7409,22422,22462,51.3
2015-04-21 03:00:00+02:00,4274,3289,326,7063,537,6985,22011,22076,50.53
2015-04-21 04:00:00+02:00,4482,3321,346,6965,408,6468,21923,21966,52.2
2015-04-21 05:00:00+02:00,4205,3665,346,6811,231,6267,22381,22354,52.5
2015-04-21 06:00:00+02:00,4403,4410,351,6660,121,6032,24528,24543,54.89
2015-04-21 07:00:00+02:00,4385,4940,354,6510,80,6110,27518,27310,62.66
2015-04-21 08:00:00+02:00,4358,5012,370,6331,526,5981,29516,29477,69.37
2015-04-21 09:00:00+02:00,4125,5354,381,6177,1485,5620,30659,30553,70.56
2015-04-21 10:00:00+02:00,3985,5336,375,6088,2508,5800,31060,30928,71.21
2015-04-21 11:00:00+02:00,3956,5323,379,6038,3375,6200,31104,31088,71.03
2015-04-21 12:00:00+02:00,3679,5218,376,6039,4187,6506,31420,31283,69.8
2015-04-21 13:00:00+02:00,3577,5358,390,6041,4703,7100,31407,31163,67.92
2015-04-21 14:00:00+02:00,3596,5184,392,6049,4611,7871,30406,30146,63.57
2015-04-21 15:00:00+02:00,3405,4827,396,6047,4373,8489,29688,29426,53.87
2015-04-21 16:00:00+02:00,3407,4764,395,6046,3812,9003,29472,29235,53.26
2015-04-21 17:00:00+02:00,3525,4792,399,6045,3249,9397,29272,29044,54.75
2015-04-21 18:00:00+02:00,3632,4693,401,6048,2542,9572,28879,28696,54.17
2015-04-21 19:00:00+02:00,3800,4724,401,6050,1715,9219,28678,28646,55.67
2015-04-21 20:00:00+02:00,4387,5118,397,6049,843,8897,29622,29756,65.08
2015-04-21 21:00:00+02:00,4682,5486,374,6049,469,9052,31933,31654,72.02
2015-04-21 22:00:00+02:00,4367,5147,369,6049,357,9338,29628,29320,66.04
2015-04-21 23:00:00+02:00,4153,4562,362,6050,235,9114,26889,26644,56.44
2015-04-22 00:00:00+02:00,4600,4009,344,6050,142,8648,24954,25040,54.49
2015-04-22 01:00:00+02:00,4514,3898,311,6047,103,8223,23388,23590,49.93
2015-04-22 02:00:00+02:00,4369,3699,307,6048,103,7850,22469,22730,45.19
2015-04-22 03:00:00+02:00,4330,3597,304,6048,81,7521,22172,22157,45.34
2015-04-22 04:00:00+02:00,4347,3698,305,6047,26,7239,22061,22179,46.11
2015-04-22 05:00:00+02:00,4486,3902,310,6048,25,6840,22417,22370,49.76
2015-04-22 06:00:00+02:00,4595,4348,322,6044,28,6570,24543,24385,55.5
2015-04-22 07:00:00+02:00,4892,4624,350,6041,40,6314,27238,27221,62.56
2015-04-22 08:00:00+02:00,5092,5141,355,6041,234,5625,29433,29302,68.45
2015-04-22 09:00:00+02:00,5143,5523,356,6041,896,5216,30610,30479,69.17
2015-04-22 10:00:00+02:00,5097,5602,362,6040,2046,5154,31048,31259,70.21
2015-04-22 11:00:00+02:00,5206,5584,349,6038,2778,4560,31319,31470,71.14
2015-04-22 12:00:00+02:00,5162,5688,357,6037,3237,4264,31552,31546,70.69
2015-04-22 13:00:00+02:00,5167,5641,367,6041,3480,4300,31457,31131,70
2015-04-22 14:00:00+02:00,4980,5640,378,6038,3773,4398,30342,29955,64.05
2015-04-22 15:00:00+02:00,4298,5616,365,6036,4088,4666,29616,29113,59.22
2015-04-22 16:00:00+02:00,4416,5460,368,6034,4169,4729,29292,28879,57.37
2015-04-22 17:00:00+02:00,4598,5513,368,6034,3893,4830,29106,28751,61.76
2015-04-22 18:00:00+02:00,4938,5449,377,6034,3337,4315,28908,28368,63.18
2015-04-22 19:00:00+02:00,5103,5495,368,6034,2361,3802,28839,28243,63.25
2015-04-22 20:00:00+02:00,5597,5694,377,6033,1061,2815,29777,29122,71.03
2015-04-22 21:00:00+02:00,5797,5701,375,6035,594,2159,31818,30776,78.01
2015-04-22 22:00:00+02:00,5796,5706,383,6037,495,1918,29510,28944,71.74
2015-04-22 23:00:00+02:00,5661,5712,376,6040,390,1651,26838,26697,68.39
2015-04-23 00:00:00+02:00,5515,5675,345,6039,292,1459,24919,25096,70.17
2015-04-23 01:00:00+02:00,5238,5620,341,6039,214,1684,23395,23396,67.51
2015-04-23 02:00:00+02:00,5165,5678,340,6041,146,1489,22523,22397,63.48
2015-04-23 03:00:00+02:00,5488,5695,340,6039,98,1469,21947,22041,65.51
2015-04-23 04:00:00+02:00,5175,5700,340,6038,47,1555,21872,21931,65.3
2015-04-23 05:00:00+02:00,5005,5700,341,6036,24,1721,22013,22205,65.02
2015-04-23 06:00:00+02:00,5206,5694,339,6034,27,1805,23649,23971,68.49
2015-04-23 07:00:00+02:00,5289,5670,341,6034,61,1696,25985,26548,71.8
2015-04-23 08:00:00+02:00,5273,5666,360,6033,593,1329,27841,28511,75.98
2015-04-23 09:00:00+02:00,5343,5676,352,6034,1792,861,29243,29638,77.11
2015-04-23 10:00:00+02:00,4916,5679,356,6036,3452,741,30118,30032,78.33
2015-04-23 11:00:00+02:00,4907,5664,366,6033,4309,705,30363,30323,78.52
2015-04-23 12:00:00+02:00,5106,5667,368,6033,4535,751,30512,30329,78.43
2015-04-23 13:00:00+02:00,5139,5712,367,6033,4885,869,30324,30291,77.53
2015-04-23 14:00:00+02:00,5088,5756,375,6031,4953,1030,29263,29208,75.74
2015-04-23 15:00:00+02:00,5353,5751,374,6029,4860,1237,28472,28503,71.68
2015-04-23 16:00:00+02:00,5312,5802,372,6026,4627,1467,28155,28293,71.38
2015-04-23 17:00:00+02:00,5444,5827,372,6022,4211,1643,28003,28195,71.82
2015-04-23 18:00:00+02:00,5390,5824,374,6023,3506,1631,27833,27802,72.94
2015-04-23 19:00:00+02:00,5250,5841,384,6025,2241,1420,27869,27765,75.62
2015-04-23 20:00:00+02:00,5697,5918,385,6024,1056,1135,28839,28620,79.04
2015-04-23 21:00:00+02:00,,,,,,,31421,,82.57
2015-04-23 22:00:00+02:00,6306,5964,382,6029,598,955,28995,28899,77.04
2015-04-23 23:00:00+02:00,5794,5884,369,6030,578,925,26449,26437,72.01
2015-04-24 00:00:00+02:00,5548,5902,344,6031,552,862,24795,24580,70.39
2015-04-24 01:00:00+02:00,5484,5725,340,6031,399,993,23223,23152,68.87
2015-04-24 02:00:00+02:00,5321,5727,340,6030,170,1189,22207,22124,67
2015-04-24 03:00:00+02:00,5275,5685,341,6027,55,1365,21813,21623,66.93
2015-04-24 04:00:00+02:00,5174,5588,338,6046,41,1498,21728,21533,64.97
2015-04-24 05:00:00+02:00,5353,5767,341,6127,41,1510,22077,21996,66.4
2015-04-24 06:00:00+02:00,5872,5841,343,6183,43,1375,24074,24143,68.96
2015-04-24 07:00:00+02:00,5782,5917,352,6247,83,1431,26930,26651,70.71
2015-04-24 08:00:00+02:00,5754,5944,364,6333,498,1619,29059,28665,74.2
2015-04-24 09:00:00+02:00,5885,5934,366,6364,1319,1713,30166,29942,74.66
2015-04-24 10:00:00+02:00,5656,5814,374,6445,2027,1796,30773,30614,76.39
2015-04-24 11:00:00+02:00,5738,5872,370,6424,2549,2124,30893,30714,76.17
2015-04-24 12:00:00+02:00,5796,5901,380,6453,2879,2427,30970,30918,76
2015-04-24 13:00:00+02:00,5770,5864,390,6544,2964,3064,30739,30817,74.31
2015-04-24 14:00:00+02:00,5700,5859,389,6629,2861,3549,29584,29979,72.06
2015-04-24 15:00:00+02:00,6080,5837,399,6572,2387,3965,28615,29140,66.96
2015-04-24 16:00:00+02:00,6325,5909,393,6421,1802,4089,28308,28781,65.17
2015-04-24 17:00:00+02:00,6559,5870,398,6282,1239,4090,28144,28653,65.71
2015-04-24 18:00:00+02:00,6320,5906,400,6165,849,3983,27775,28329,64.97
2015-04-24 19:00:00+02:00,6264,5916,397,6059,481,4086,27575,28223,65.21
2015-04-24 20:00:00+02:00,6272,5962,401,6008,242,3813,28166,28982,67.89
2015-04-24 21:00:00+02:00,6235,6061,400,6036,138,3860,30070,30659,74.05
2015-04-24 22:00:00+02:00,5763,5914,401,6067,92,4477,28515,28694,67.24
2015-04-24 23:00:00+02:00,5400,5371,376,6086,54,4806,26468,26520,61.3
2015-04-25 00:00:00+02:00,5221,4357,357,6045,40,5387,24772,25086,67.87
2015-04-25 01:00:00+02:00,4885,3425,351,6037,33,5949,23348,23554,57.79
2015-04-25 02:00:00+02:00,4777,2992,316,6038,31,6344,22136,22450,51.5
2015-04-25 03:00:00+02:00,4791,2786,314,6037,27,6691,21356,21914,51.91
2015-04-25 04:00:00+02:00,4930,2662,304,6038,27,6833,21042,21693,48.7
2015-04-25 05:00:00+02:00,4780,2647,292,6039,27,7026,20910,21464,48.28
2015-04-25 06:00:00+02:00,4869,2542,292,6037,27,6797,21375,21955,52.2
2015-04-25 07:00:00+02:00,4930,2462,291,6038,56,6374,21588,22288,51.98
2015-04-25 08:00:00+02:00,5029,2606,306,6041,357,5750,22907,23863,56.74
2015-04-25 09:00:00+02:00,5267,3030,299,6042,863,5345,25275,26276,62.42
2015-04-25 10:00:00+02:00,5037,3327,301,6041,1316,5694,27138,27961,63.5
2015-04-25 11:00:00+02:00,4838,3319,301,6041,1575,6209,27570,28192,65.48
2015-04-25 12:00:00+02:00,5094,3180,302,6041,1800,6271,27589,28026,63.98
2015-04-25 13:00:00+02:00,5383,3308,301,6041,1901,5658,27680,28171,65.16
2015-04-25 14:00:00+02:00,5588,3528,294,6038,1840,5573,26911,27243,64.2
2015-04-25 15:00:00+02:00,5014,3519,290,6018,1696,5786,25565,25956,56.43
2015-04-25 16:00:00+02:00,4855,3167,290,6010,1478,5837,24822,25036,54.35
2015-04-25 17:00:00+02:00,4803,3080,294,6011,1261,5693,24511,24711,54.86
2015-04-25 18:00:00+02:00,4888,3349,295,6009,855,5351,24399,24597,57.12
2015-04-25 19:00:00+02:00,5425,3473,297,6012,440,4733,24516,24833,62
2015-04-25 20:00:00+02:00,5445,3518,297,6014,126,4258,25250,25829,67.16
2015-04-25 21:00:00+02:00,5686,3644,296,6019,66,4314,27719,27959,73.17
2015-04-25 22:00:00+02:00,5516,3496,273,6035,67,4388,26656,26883,69.88
2015-04-25 23:00:00+02:00,5082,3169,268,6037,65,4550,24919,25153,62.64
2015-04-26 00:00:00+02:00,5130,2884,262,6036,35,4319,23486,23401,52.84
2015-04-26 01:00:00+02:00,5821,2528,261,6037,30,4292,21920,21746,45.73
2015-04-26 02:00:00+02:00,5913,2451,260,6039,28,4858,20948,20725,42.73
2015-04-26 03:00:00+02:00,5164,2537,261,6037,28,5091,20298,20286,44.96
2015-04-26 04:00:00+02:00,5330,2567,259,6034,28,4994,20024,19989,42.09
2015-04-26 05:00:00+02:00,5140,2589,257,6035,28,5189,19914,19916,42
2015-04-26 06:00:00+02:00,4870,2547,248,6010,28,5305,20237,20114,44.48
2015-04-26 07:00:00+02:00,4707,2578,258,5964,37,5534,19994,19987,41.15
2015-04-26 08:00:00+02:00,5057,2610,260,5807,194,5606,20689,20484,46.4
2015-04-26 09:00:00+02:00,5719,2605,261,5609,569,5746,22437,22475,50.31
2015-04-26 10:00:00+02:00,5216,2597,258,5465,944,5851,23923,24193,55.36
2015-04-26 11:00:00+02:00,4974,2635,257,5395,1405,6047,24659,25165,55.33
2015-04-26 12:00:00+02:00,5000,2638,262,5307,1633,6211,24854,25563,58.99
2015-04-26 13:00:00+02:00,5041,2638,263,5134,1825,6365,25197,25877,64.14
2015-04-26 14:00:00+02:00,4754,2561,263,5095,1980,6880,25034,25495,57.98
2015-04-26 15:00:00+02:00,4586,2526,258,5074,1824,7679,23966,24235,46.07
2015-04-26 16:00:00+02:00,4050,2394,260,5001,1527,8562,23260,23383,38
2015-04-26 17:00:00+02:00,4308,2303,252,4999,1387,8211,22907,23127,40.42
2015-04-26 18:00:00+02:00,4490,2392,247,5000,1079,7591,23054,23356,43.36
2015-04-26 19:00:00+02:00,4648,2595,258,5004,699,7263,23486,23926,47.56
2015-04-26 20:00:00+02:00,4914,2574,245,5009,345,6842,24703,25281,52.15
2015-04-26 21:00:00+02:00,5140,2619,243,5012,69,7532,27383,27678,71.6
2015-04-26 22:00:00+02:00,5246,2640,254,5012,31,7131,26782,27002,67.98
2015-04-26 23:00:00+02:00,4677,2588,254,5018,29,7104,24906,25193,52.82
2015-04-27 00:00:00+02:00,4813,2501,252,5018,28,7783,22888,23262,50.36
2015-04-27 01:00:00+02:00,4786,2521,250,5018,28,8443,21375,21819,46.34
2015-04-27 02:00:00+02:00,4368,2558,249,5019,28,9032,20545,20936,41.6
2015-04-27 03:00:00+02:00,3868,2306,245,5016,28,9621,20404,20576,42.68
2015-04-27 04:00:00+02:00,3893,1953,246,5015,28,10121,20479,20511,42.73
2015-04-27 05:00:00+02:00,4046,1981,250,5014,27,10142,21063,21207,44.32
2015-04-27 06:00:00+02:00,4227,2314,262,5014,28,10034,23555,23720,49.99
2015-04-27 07:00:00+02:00,4871,2871,309,5014,58,9626,26670,26575,54.21
2015-04-27 08:00:00+02:00,4753,3703,361,5017,407,9401,28836,28935,61.16
2015-04-27 09:00:00+02:00,4470,4043,378,5021,1096,9711,30583,30129,61.69
2015-04-27 10:00:00+02:00,4360,4242,379,5022,1614,10602,31238,30788,62.11
2015-04-27 11:00:00+02:00,4417,4419,388,5022,2280,10872,31542,31120,62.84
2015-04-27 12:00:00+02:00,4407,4482,381,5024,2708,10731,31933,31385,64.17
2015-04-27 13:00:00+02:00,4588,4453,384,5025,2730,10638,31789,31309,64.15
2015-04-27 14:00:00+02:00,4457,4347,380,5025,2729,10486,30687,30244,59.91
2015-04-27 15:00:00+02:00,4390,4234,375,5025,2621,10631,29833,29520,54.55
2015-04-27 16:00:00+02:00,4056,4174,375,5025,2696,10861,29407,29279,52.81
2015-04-27 17:00:00+02:00,3934,4052,369,5026,2501,11013,29289,29291,55.92
2015-04-27 18:00:00+02:00,3978,4135,373,5027,2076,10711,29042,28961,57.61
2015-04-27 19:00:00+02:00,4016,3807,386,5028,1560,10617,28908,28763,59.71
2015-04-27 20:00:00+02:00,4411,3986,383,5027,826,9706,29605,29627,63.03
2015-04-27 21:00:00+02:00,4731,4330,382,5025,569,9059,31685,31677,71.32
2015-04-27 22:00:00+02:00,4643,4168,385,5025,365,8861,29173,29319,67.31
2015-04-27 23:00:00+02:00,4410,4070,374,5027,172,8424,26547,26414,62.29
2015-04-28 00:00:00+02:00,4810,4213,355,5028,142,8199,24936,24793,61.58
2015-04-28 01:00:00+02:00,4517,4238,336,5025,111,7860,23463,23210,52.55
2015-04-28 02:00:00+02:00,4754,4240,334,5021,108,7623,22529,22438,50.68
2015-04-28 03:00:00+02:00,4780,4368,341,5020,83,7082,22159,22074,50.49
2015-04-28 04:00:00+02:00,4715,4639,341,5019,52,6794,22011,21961,49.77
2015-04-28 05:00:00+02:00,4838,4915,342,5017,24,6323,22496,22304,51.59
2015-04-28 06:00:00+02:00,4916,5246,349,5015,29,5994,24595,24494,61.25
2015-04-28 07:00:00+02:00,5157,5610,358,5018,86,5819,27159,27085,66.59
2015-04-28 08:00:00+02:00,5567,5845,374,5020,646,5154,29325,29453,70.95
2015-04-28 09:00:00+02:00,5545,5999,379,5022,1822,4900,30500,30447,73.05
2015-04-28 10:00:00+02:00,5370,5658,386,5026,3666,4511,30946,30968,71.92
2015-04-28 11:00:00+02:00,5307,5677,375,5028,4726,3861,31101,31040,73.69
2015-04-28 12:00:00+02:00,5319,5669,379,5028,5244,3481,31332,31269,73.94
2015-04-28 13:00:00+02:00,5348,5480,389,5027,5230,3168,31325,31110,74.4
2015-04-28 14:00:00+02:00,5276,5231,389,5027,5022,2997,30230,29865,74.21
2015-04-28 15:00:00+02:00,5609,5121,386,5025,4841,2658,29557,29305,74.03
2015-04-28 16:00:00+02:00,5771,5280,386,5026,4556,2563,29348,29047,71.56
2015-04-28 17:00:00+02:00,5843,5463,383,5025,3835,2506,29313,28821,72.52
2015-04-28 18:00:00+02:00,6017,5501,387,5025,3228,2223,29030,28509,74.6
