time,fossil-gas,hard-coal,fossil-oil,nuclear,solar,wind-onshore,load-forecast,load-actual,price
2015-01-01 00:00:00+01:00,4844,4821,162,7096,49,6378,26118,25385,65.41
2015-01-01 01:00:00+01:00,5196,4755,158,7096,50,5890,24934,24382,64.92
2015-01-01 02:00:00+01:00,4857,4581,157,7099,50,5461,23515,22734,64.48
2015-01-01 03:00:00+01:00,4314,4131,160,7098,50,5238,22642,21286,59.32
2015-01-01 04:00:00+01:00,4130,3840,156,7097,42,4935,21785,20264,56.04
2015-01-01 05:00:00+01:00,4038,3590,156,7098,34,4618,21441,19905,53.63
2015-01-01 06:00:00+01:00,4040,3368,158,7098,34,4397,21285,20010,51.73
2015-01-01 07:00:00+01:00,4030,3208,160,7099,35,3992,21545,20377,51.43
2015-01-01 08:00:00+01:00,4052,3335,161,7098,54,3629,21443,20094,48.98
2015-01-01 09:00:00+01:00,4137,3437,163,7097,743,3073,21560,20637,54.2
2015-01-01 10:00:00+01:00,4059,3516,167,7096,2019,2683,22824,22250,58.94
2015-01-01 11:00:00+01:00,3931,3845,166,7097,3197,2771,23720,23547,59.86
2015-01-01 12:00:00+01:00,3784,4220,167,7097,3885,2906,24180,24133,60.12
2015-01-01 13:00:00+01:00,3754,4404,167,7099,4007,2923,24797,24713,62.05
2015-01-01 14:00:00+01:00,3779,4256,166,7097,3973,2945,25222,24672,62.06
2015-01-01 15:00:00+01:00,3708,4038,160,7096,3818,2709,24173,23528,59.76
2015-01-01 16:00:00+01:00,3813,4191,163,7095,3088,2552,23659,23118,61.18
2015-01-01 17:00:00+01:00,3967,4707,165,7095,1467,2699,23982,23606,64.74
2015-01-01 18:00:00+01:00,4756,4756,164,7096,404,2764,26981,26447,74.26
2015-01-01 19:00:00+01:00,4410,4918,147,7096,139,2913,28515,28020,74.24
2015-01-01 20:00:00+01:00,4324,5025,154,7096,100,3118,30482,29014,75.64
2015-01-01 21:00:00+01:00,4684,5043,154,7096,75,3373,30739,29571,73.92
2015-01-01 22:00:00+01:00,4870,4990,154,7098,74,3508,29756,29031,70.53
2015-01-01 23:00:00+01:00,4685,4942,160,7098,56,3527,27589,26798,64.13
2015-01-02 00:00:00+01:00,3189,1291,193,7106,54,13232,27309,27070,64.02
2015-01-02 01:00:00+01:00,2902,1190,192,7106,54,12760,25397,24935,58.46
2015-01-02 02:00:00+01:00,2772,1023,189,7107,54,12174,23640,23214,54.7
2015-01-02 03:00:00+01:00,2936,1016,188,7107,53,11358,22638,22540,54.91
2015-01-02 04:00:00+01:00,2893,1103,189,7106,53,11199,22238,22096,53.07
2015-01-02 05:00:00+01:00,2889,1120,190,7105,63,11152,22299,22066,54.23
2015-01-02 06:00:00+01:00,2898,1167,189,7105,55,11169,22660,22275,58.22
2015-01-02 07:00:00+01:00,2938,1067,194,7105,54,11205,23449,23025,67.55
2015-01-02 08:00:00+01:00,2869,1098,196,7105,116,10920,24067,23699,70.33
2015-01-02 09:00:00+01:00,3090,1293,193,7107,1039,10491,25737,25834,71.26
2015-01-02 10:00:00+01:00,2844,1339,200,7107,2373,10156,27883,27927,75.86
2015-01-02 11:00:00+01:00,2699,1335,199,7106,3699,10421,28969,29072,73.65
2015-01-02 12:00:00+01:00,2606,1336,197,7104,4154,11230,28894,29071,74.19
2015-01-02 13:00:00+01:00,2662,1341,208,7105,4074,11920,29460,29439,71.51
2015-01-02 14:00:00+01:00,2729,1354,195,7105,3851,11819,29389,29241,71.04
2015-01-02 15:00:00+01:00,2599,1298,195,7105,3619,11961,28231,27973,71.24
2015-01-02 16:00:00+01:00,2996,1184,195,7106,3024,12025,27716,27320,70.64
2015-01-02 17:00:00+01:00,3696,1047,195,7105,2053,12077,27981,27157,72.85
2015-01-02 18:00:00+01:00,4760,1178,199,7106,769,11276,30136,29045,82.55
2015-01-02 19:00:00+01:00,6030,1345,205,7104,266,10510,32754,31967,83.33
2015-01-02 20:00:00+01:00,5973,1354,214,7106,165,10406,33968,33266,83.23
2015-01-02 21:00:00+01:00,6082,1348,215,7107,137,10445,33870,33668,79.06
2015-01-02 22:00:00+01:00,5747,1429,217,7107,137,9976,32715,32426,76.2
2015-01-02 23:00:00+01:00,4177,1432,220,7108,137,9527,30052,29705,71.75
2015-01-03 00:00:00+01:00,3801,1798,246,7096,62,9264,26323,25564,66.82
2015-01-03 01:00:00+01:00,3812,1351,245,7095,62,9135,24301,23584,63.35
2015-01-03 02:00:00+01:00,3745,1258,244,7096,61,9362,22651,22194,58.79
2015-01-03 03:00:00+01:00,3638,1196,244,7098,61,9628,21785,21296,57.44
2015-01-03 04:00:00+01:00,3515,1138,202,7097,61,9607,21418,21145,55.29
2015-01-03 05:00:00+01:00,3626,1180,189,7098,61,9666,21317,21316,56.22
2015-01-03 06:00:00+01:00,3556,1246,188,7099,61,9743,21768,21674,58.13
2015-01-03 07:00:00+01:00,3524,1175,190,7098,63,9401,22276,22127,62.06
2015-01-03 08:00:00+01:00,4000,1249,190,7097,233,8363,22674,22756,67.36
2015-01-03 09:00:00+01:00,4157,1415,226,7097,820,7924,24595,24654,69.21
2015-01-03 10:00:00+01:00,3960,1597,249,7097,1665,7592,26431,26454,70.35
2015-01-03 11:00:00+01:00,3622,1569,250,7093,2488,7874,27260,26959,68.77
2015-01-03 12:00:00+01:00,3138,1379,247,7094,3218,8192,27165,26716,68.82
2015-01-03 13:00:00+01:00,3113,1193,249,7095,3695,8718,27449,26802,68.23
2015-01-03 14:00:00+01:00,3114,1155,248,7093,3780,9152,27154,26416,67.97
2015-01-03 15:00:00+01:00,2982,1137,206,7092,3370,9382,26011,25362,62.76
2015-01-03 16:00:00+01:00,2987,1205,190,7092,2692,9307,25162,24770,62.03
2015-01-03 17:00:00+01:00,3169,1289,190,7095,1931,8892,24691,24501,66.69
2015-01-03 18:00:00+01:00,3221,1399,218,7094,1015,8568,25293,24992,71.5
2015-01-03 19:00:00+01:00,3033,1539,243,7094,502,9005,28421,27964,72.14
2015-01-03 20:00:00+01:00,3136,1555,244,7096,355,9672,30293,29694,72.45
2015-01-03 21:00:00+01:00,3061,1507,245,7095,291,10081,30828,29874,72.86
2015-01-03 22:00:00+01:00,3224,1441,247,7094,207,10537,29896,28979,70.1
2015-01-03 23:00:00+01:00,3529,1291,248,7094,117,10953,27700,26863,67.62
2015-01-04 00:00:00+01:00,3981,2559,323,7086,692,8540,25481,25254,55.22
2015-01-04 01:00:00+01:00,3997,2755,310,7087,684,8080,23734,23620,50.54
2015-01-04 02:00:00+01:00,3787,2678,306,7086,648,7773,22658,22606,48.68
2015-01-04 03:00:00+01:00,3724,2426,311,7086,640,7601,22130,22191,48.02
2015-01-04 04:00:00+01:00,3578,2046,310,7087,563,7584,21879,21929,47.06
2015-01-04 05:00:00+01:00,3676,2248,310,7086,372,7812,22230,22195,46.79
2015-01-04 06:00:00+01:00,3702,2148,320,7085,179,7950,23903,24035,47.63
2015-01-04 07:00:00+01:00,3569,2100,325,7086,129,8228,26742,26807,47.44
2015-01-04 08:00:00+01:00,3314,2143,359,7080,357,8341,28481,28316,50.84
2015-01-04 09:00:00+01:00,3183,2244,368,7080,1634,8569,29705,29871,54.84
2015-01-04 10:00:00+01:00,3168,2209,370,7079,3830,8433,30656,30585,59.95
2015-01-04 11:00:00+01:00,3207,2303,371,7083,4937,8001,30717,30772,59.35
2015-01-04 12:00:00+01:00,3279,2307,371,7085,5302,7520,30616,30685,57.03
2015-01-04 13:00:00+01:00,3295,2353,362,7087,5590,7274,30287,30429,59.22
2015-01-04 14:00:00+01:00,3141,2324,369,7085,5668,6878,29451,28741,58.56
2015-01-04 15:00:00+01:00,3118,2164,365,7083,5593,7517,28730,28249,52.07
2015-01-04 16:00:00+01:00,3131,2049,374,7080,5316,7999,28393,28105,52.15
2015-01-04 17:00:00+01:00,3303,2104,383,7079,4907,8181,28062,27908,61.12
2015-01-04 18:00:00+01:00,3368,2098,381,7078,4200,8260,27317,27577,71.98
2015-01-04 19:00:00+01:00,3434,2075,383,7080,2911,8156,27189,27418,74.64
2015-01-04 20:00:00+01:00,3604,2162,385,7082,1392,8347,28914,28604,75.38
2015-01-04 21:00:00+01:00,3874,2445,389,7084,748,8875,30333,30346,76.49
2015-01-04 22:00:00+01:00,3447,2169,394,7085,696,8922,28341,28190,73.83
2015-01-04 23:00:00+01:00,3390,1770,391,7088,672,8735,26412,26270,69.51
2015-01-05 00:00:00+01:00,5338,4247,352,4036,691,7351,25149,25069,70.77
2015-01-05 01:00:00+01:00,5352,3112,310,4029,668,7403,23630,23390,64.89
2015-01-05 02:00:00+01:00,4791,2580,311,4028,662,7887,22590,21988,60.91
2015-01-05 03:00:00+01:00,,,,,,,21912,21182,59.68
2015-01-05 04:00:00+01:00,4390,2573,308,4030,570,8348,21369,20778,58.04
2015-01-05 05:00:00+01:00,4108,2551,300,4031,428,8526,20723,20309,59.57
2015-01-05 06:00:00+01:00,4396,2351,291,4031,243,8518,20498,20252,69.73
2015-01-05 07:00:00+01:00,4227,2202,301,4031,155,8263,19736,19964,72.97
2015-01-05 08:00:00+01:00,4017,2138,317,4030,500,8326,19970,20796,77.92
2015-01-05 09:00:00+01:00,4243,2239,331,4028,1333,8046,21590,22478,79.59
2015-01-05 10:00:00+01:00,3993,2545,337,4011,2482,8439,22987,23834,81.75
2015-01-05 11:00:00+01:00,3900,2422,333,3829,3339,9131,23271,24429,80.82
2015-01-05 12:00:00+01:00,,,,,,,23209,,79.14
2015-01-05 13:00:00+01:00,,,,,,,23725,,73.95
2015-01-05 14:00:00+01:00,,,,,,,23614,,71.93
2015-01-05 15:00:00+01:00,,,,,,,22381,,71.5
2015-01-05 16:00:00+01:00,,,,,,,21371,,71.85
2015-01-05 17:00:00+01:00,,,,,,,20760,,80.53
2015-01-05 18:00:00+01:00,4003,2217,336,3712,2944,7431,20654,21888,89.08
2015-01-05 19:00:00+01:00,4181,2541,333,3743,1971,6570,20904,22048,90.97
2015-01-05 20:00:00+01:00,4607,2509,334,3773,958,5549,22334,22858,88.51
2015-01-05 21:00:00+01:00,5329,2804,326,3803,605,4979,25504,25604,82.85
2015-01-05 22:00:00+01:00,5682,2891,334,3834,518,4822,25938,25381,80.52
2015-01-05 23:00:00+01:00,5699,2958,328,3868,394,4982,23892,23822,72.18
2015-01-06 00:00:00+01:00,4359,5130,257,4826,626,4052,24086,23711,71.48
2015-01-06 01:00:00+01:00,4502,4990,258,4828,624,3832,22554,22354,64.76
2015-01-06 02:00:00+01:00,4393,5207,266,4830,616,3398,21566,21546,60.22
2015-01-06 03:00:00+01:00,4386,5418,262,4846,582,3003,21211,21171,57.14
2015-01-06 04:00:00+01:00,4453,5497,266,4895,576,2569,21074,21042,53.94
2015-01-06 05:00:00+01:00,4589,5753,263,4903,499,2380,21579,21618,53.43
2015-01-06 06:00:00+01:00,4818,6154,257,4911,415,2196,23250,23433,56.68
2015-01-06 07:00:00+01:00,4862,6527,283,4924,412,1701,25560,25885,63.49
2015-01-06 08:00:00+01:00,5143,6774,343,4930,1168,1102,27900,28456,66.75
2015-01-06 09:00:00+01:00,4842,6973,368,4942,3018,682,29463,29708,73.07
2015-01-06 10:00:00+01:00,4604,7101,361,4952,4129,470,30133,30887,78.95
2015-01-06 11:00:00+01:00,4475,7198,351,4950,4642,472,30558,31409,75.91
2015-01-06 12:00:00+01:00,4376,7215,349,4956,4976,683,31035,31947,73.12
2015-01-06 13:00:00+01:00,4512,7210,356,4959,5044,1041,31154,32078,68.02
2015-01-06 14:00:00+01:00,4178,7159,365,4953,4887,1652,30381,31193,66.67
2015-01-06 15:00:00+01:00,4035,7067,366,4956,4641,2761,29581,30542,65.08
2015-01-06 16:00:00+01:00,3821,6830,364,4955,4279,3277,29085,30591,66.1
2015-01-06 17:00:00+01:00,4059,6873,362,4799,3824,3281,29155,30799,72
2015-01-06 18:00:00+01:00,4472,7100,356,4186,3132,3781,28943,30481,78.6
2015-01-06 19:00:00+01:00,4553,7172,351,4368,2383,3943,29013,30147,81.18
2015-01-06 20:00:00+01:00,4490,7194,365,4657,1586,4028,29307,30120,81.65
2015-01-06 21:00:00+01:00,4664,7264,364,4878,891,3661,29896,30747,78.63
2015-01-06 22:00:00+01:00,4684,7279,360,4961,696,3485,29310,29978,73.2
2015-01-06 23:00:00+01:00,4728,7227,352,4959,669,3276,26817,27421,72.46
2015-01-07 00:00:00+01:00,4659,7996,371,6000,1280,6210,30239,30518,67.24
2015-01-07 01:00:00+01:00,4199,7838,370,5995,1253,5993,28031,28484,64.17
2015-01-07 02:00:00+01:00,4448,8048,368,5997,1231,5529,26635,27026,62.12
2015-01-07 03:00:00+01:00,4157,7837,360,5998,1223,5127,26076,26248,62.11
2015-01-07 04:00:00+01:00,4001,7827,360,6003,1189,4940,25734,25838,60.05
2015-01-07 05:00:00+01:00,4219,7910,360,6005,1142,4735,25889,26021,62.48
2015-01-07 06:00:00+01:00,4338,7856,364,6003,1043,4266,27135,26992,70.01
2015-01-07 07:00:00+01:00,4954,7855,374,6000,979,3849,29269,28625,75.2
2015-01-07 08:00:00+01:00,5447,7982,378,5997,1336,3369,31596,31015,83.3
2015-01-07 09:00:00+01:00,5881,7991,381,5996,2121,2959,33540,33276,93.14
2015-01-07 10:00:00+01:00,6076,7979,364,5989,2841,3226,34919,34221,100.45
2015-01-07 11:00:00+01:00,5726,7982,367,5974,3556,4273,35376,34796,95.17
2015-01-07 12:00:00+01:00,5583,8005,362,5971,3756,5914,36279,35535,85.23
2015-01-07 13:00:00+01:00,5637,7975,367,5969,3639,7320,36886,35752,81.5
2015-01-07 14:00:00+01:00,5684,7839,369,5964,4133,7837,36199,35605,77.29
2015-01-07 15:00:00+01:00,6098,7782,367,5961,4896,7890,35918,36020,76.61
2015-01-07 16:00:00+01:00,6242,7807,367,5956,4647,7996,36366,36066,77.15
2015-01-07 17:00:00+01:00,6056,7866,368,5969,4184,7955,36676,36195,79.51
2015-01-07 18:00:00+01:00,5839,8058,364,5978,3631,7582,36275,35739,91.05
2015-01-07 19:00:00+01:00,6477,8129,371,5986,2772,6821,35664,35188,95.29
2015-01-07 20:00:00+01:00,6316,8163,354,5981,2013,6198,34828,34470,91.25
2015-01-07 21:00:00+01:00,5881,8002,386,5985,1193,6139,34241,33716,87.08
2015-01-07 22:00:00+01:00,5785,7853,384,5984,636,6398,33972,32697,78.15
2015-01-07 23:00:00+01:00,5519,7601,381,5987,573,6262,32057,30477,75.07
2015-01-08 00:00:00+01:00,4178,7280,383,6741,433,5908,27766,26788,73.73
2015-01-08 01:00:00+01:00,3912,6774,370,6741,391,5509,26176,25146,70.99
2015-01-08 02:00:00+01:00,3718,6349,372,6742,352,5204,24974,23889,68.3
2015-01-08 03:00:00+01:00,3768,6078,373,6743,328,4891,24173,23046,64.22
2015-01-08 04:00:00+01:00,3707,5984,373,6744,327,4738,23779,22587,63.53
2015-01-08 05:00:00+01:00,3706,5817,361,6748,320,4868,23503,22361,66.7
2015-01-08 06:00:00+01:00,3946,5785,354,6750,265,4809,23493,22551,69.79
2015-01-08 07:00:00+01:00,3890,5570,347,6748,223,4849,23562,22543,75.57
2015-01-08 08:00:00+01:00,4066,6289,332,6747,708,4285,24929,24042,82.36
2015-01-08 09:00:00+01:00,4535,6720,305,6749,2225,3889,27227,25932,87.03
2015-01-08 10:00:00+01:00,4441,7301,315,6749,3943,3330,29193,27664,91.08
2015-01-08 11:00:00+01:00,4513,7468,315,6744,4514,2911,29950,28448,89.29
2015-01-08 12:00:00+01:00,4654,7503,311,6741,4926,2376,30333,28881,85.45
2015-01-08 13:00:00+01:00,4760,7551,311,6739,5067,1917,30711,29329,80.33
2015-01-08 14:00:00+01:00,4591,7542,269,6732,5092,1741,30055,29026,77.33
2015-01-08 15:00:00+01:00,4964,7517,263,6730,5019,1680,29123,28237,77.03
2015-01-08 16:00:00+01:00,5046,7462,259,6729,4803,1774,28632,27868,78.15
2015-01-08 17:00:00+01:00,4899,7437,258,6728,4507,2001,28356,27654,80.48
2015-01-08 18:00:00+01:00,4677,7345,258,6717,4010,2574,28124,27507,90.87
2015-01-08 19:00:00+01:00,4606,7419,270,6727,3321,3022,27922,27544,94.11
2015-01-08 20:00:00+01:00,4805,7224,295,6736,2089,3312,27925,27578,90.26
2015-01-08 21:00:00+01:00,4932,7191,301,6748,957,3478,28578,28222,84.66
2015-01-08 22:00:00+01:00,5136,7012,301,6762,721,3726,28862,28221,77.05
2015-01-08 23:00:00+01:00,5209,6549,302,6760,691,3968,27334,26436,73.14
2015-01-09 00:00:00+01:00,5410,7695,314,6846,39,3552,27430,27485,67.7
2015-01-09 01:00:00+01:00,4445,7691,301,6852,38,3334,25783,25750,61.05
2015-01-09 02:00:00+01:00,4287,7435,297,6854,37,3486,24718,24760,59.61
2015-01-09 03:00:00+01:00,4223,7544,296,6855,37,3492,24185,24188,58.65
2015-01-09 04:00:00+01:00,4178,7375,298,6858,36,3541,23980,23840,58.4
2015-01-09 05:00:00+01:00,4283,7442,288,6862,41,3603,24139,24030,59.77
2015-01-09 06:00:00+01:00,4444,7465,299,6861,45,3952,25737,25965,68.38
2015-01-09 07:00:00+01:00,5068,7674,299,6864,58,4209,27995,28266,75.5
2015-01-09 08:00:00+01:00,5684,7654,333,6866,317,4171,29747,29981,81.67
2015-01-09 09:00:00+01:00,6295,7801,348,6866,1107,3873,31824,31932,85.8
2015-01-09 10:00:00+01:00,6674,7866,352,6863,2133,3865,33063,33325,92
2015-01-09 11:00:00+01:00,6918,7645,353,6860,3193,3802,33748,34144,89.66
2015-01-09 12:00:00+01:00,6848,7610,360,6855,3932,3676,34392,35040,85.5
2015-01-09 13:00:00+01:00,6954,7710,364,6853,4156,3620,34891,35524,81.22
2015-01-09 14:00:00+01:00,7022,7738,374,6855,4285,3774,33853,34579,77.08
2015-01-09 15:00:00+01:00,6520,7777,366,6857,4135,4045,32981,33792,77.33
2015-01-09 16:00:00+01:00,6377,7817,372,6855,3883,4345,32846,33768,80.09
2015-01-09 17:00:00+01:00,6247,7645,386,6858,3513,4914,32833,33696,81.64
2015-01-09 18:00:00+01:00,6189,7179,390,6858,3253,5564,32283,33154,88.51
2015-01-09 19:00:00+01:00,5975,6873,391,6860,2403,5966,31942,32440,89
2015-01-09 20:00:00+01:00,6141,6633,397,6862,1060,5879,32045,32384,87.11
2015-01-09 21:00:00+01:00,6476,7175,388,6862,530,5861,33356,33976,82.13
2015-01-09 22:00:00+01:00,5953,7443,395,6867,444,5431,31269,31420,78.39
2015-01-09 23:00:00+01:00,5207,7447,384,6849,386,5147,28845,28825,72.17
2015-01-10 00:00:00+01:00,5151,7380,412,6012,384,996,24575,24899,61.8
2015-01-10 01:00:00+01:00,5181,7378,399,6014,167,897,23348,23505,59.46
2015-01-10 02:00:00+01:00,4917,7369,389,6014,102,934,22480,22589,55.97
2015-01-10 03:00:00+01:00,4496,7318,386,6014,103,933,22330,22177,55.03
2015-01-10 04:00:00+01:00,4488,7337,385,6014,102,898,22165,22025,54.53
2015-01-10 05:00:00+01:00,4645,7357,371,6014,102,826,22491,22426,55.44
2015-01-10 06:00:00+01:00,5093,7242,386,6013,102,890,24284,24361,57.22
2015-01-10 07:00:00+01:00,5641,7236,401,6010,103,998,27772,27890,63.84
2015-01-10 08:00:00+01:00,6096,7260,423,6010,233,1183,29263,29335,71.4
2015-01-10 09:00:00+01:00,5896,7419,431,6005,1209,1214,29664,29951,74.51
2015-01-10 10:00:00+01:00,5695,7347,436,6004,2927,852,30369,30452,77.05
2015-01-10 11:00:00+01:00,5666,7333,425,6003,4515,828,30650,30856,75.49
2015-01-10 12:00:00+01:00,5580,7368,419,6003,5044,1346,30964,31449,74.23
2015-01-10 13:00:00+01:00,5449,7380,420,5879,5107,2139,30930,31218,74
2015-01-10 14:00:00+01:00,5433,7409,425,6007,4900,2602,29821,30458,72.86
2015-01-10 15:00:00+01:00,5395,7403,420,6005,4463,3146,29284,29836,69.68
2015-01-10 16:00:00+01:00,5288,7314,410,5997,4215,3812,29705,29781,68.36
2015-01-10 17:00:00+01:00,5262,7246,428,6000,3756,4411,29953,29929,71.77
2015-01-10 18:00:00+01:00,5437,6732,428,6001,2857,4682,29914,29638,77.55
2015-01-10 19:00:00+01:00,5800,6632,439,6002,1303,4400,29920,29950,78.67
2015-01-10 20:00:00+01:00,6067,6937,423,6004,633,4443,32363,32244,78.46
2015-01-10 21:00:00+01:00,6088,7119,427,6005,510,4419,31869,31900,78.1
2015-01-10 22:00:00+01:00,5814,7025,429,6007,497,3976,28549,28690,70.98
2015-01-10 23:00:00+01:00,5385,7088,427,6008,466,3299,26142,26219,62.14
2015-01-11 00:00:00+01:00,4827,4352,211,5041,26,4256,22654,22460,60.35
2015-01-11 01:00:00+01:00,4185,3416,211,5039,25,4802,21215,21033,54.98
2015-01-11 02:00:00+01:00,4066,2719,211,5041,25,5261,20177,19977,53.36
2015-01-11 03:00:00+01:00,3994,2553,210,5042,25,5647,19623,19389,52.62
2015-01-11 04:00:00+01:00,3922,2460,194,5039,25,5907,19453,19126,49.17
2015-01-11 05:00:00+01:00,3965,2335,200,5040,25,6487,19430,19199,47.97
2015-01-11 06:00:00+01:00,3945,2187,209,5041,23,7036,19825,19404,49.1
2015-01-11 07:00:00+01:00,3973,1855,211,5043,35,7397,20080,19500,49.91
2015-01-11 08:00:00+01:00,4078,1779,211,5043,394,8140,20529,20182,51.53
2015-01-11 09:00:00+01:00,4220,1869,212,5044,1228,9148,22303,22121,55.87
2015-01-11 10:00:00+01:00,4085,1811,212,5042,2045,9866,23863,23589,55.81
2015-01-11 11:00:00+01:00,3728,1847,213,5042,2423,10448,24372,24238,54.7
2015-01-11 12:00:00+01:00,3863,1910,213,5043,2437,10819,24563,24271,52.89
2015-01-11 13:00:00+01:00,3946,1928,212,5042,2022,11383,24976,24713,54.58
2015-01-11 14:00:00+01:00,3789,1857,213,5042,1630,11916,24827,24477,54.82
2015-01-11 15:00:00+01:00,3758,1899,211,5042,1334,12171,23696,23377,52.08
2015-01-11 16:00:00+01:00,4071,1859,210,5042,860,12258,23021,23037,52.05
2015-01-11 17:00:00+01:00,3982,1982,210,5042,254,12239,23123,23049,55.59
2015-01-11 18:00:00+01:00,3682,2327,211,5041,57,12399,25036,25259,77.6
2015-01-11 19:00:00+01:00,3508,2424,214,5043,54,12793,26555,26520,80.36
2015-01-11 20:00:00+01:00,3506,2193,213,5043,55,12806,26981,27123,82.29
2015-01-11 21:00:00+01:00,3375,2114,214,5045,34,12675,27054,27025,82.47
2015-01-11 22:00:00+01:00,3606,1960,213,5045,31,12677,25990,25889,78.06
2015-01-11 23:00:00+01:00,3758,1727,206,5046,31,12580,23997,23940,70.13
2015-01-12 00:00:00+01:00,6789,7023,401,5370,44,1661,27051,27085,60.81
2015-01-12 01:00:00+01:00,6012,7141,386,5398,42,1436,25157,25272,58.27
2015-01-12 02:00:00+01:00,5459,7128,380,5428,42,1350,24059,24121,53.65
2015-01-12 03:00:00+01:00,5248,7102,378,5452,42,1386,23630,23626,51.95
2015-01-12 04:00:00+01:00,5409,7019,375,5452,42,1349,23522,23572,51.4
2015-01-12 05:00:00+01:00,5644,7060,378,5452,42,1286,24139,24070,52.93
2015-01-12 06:00:00+01:00,6915,7071,379,5459,42,1263,26643,26787,58.8
2015-01-12 07:00:00+01:00,8118,7159,399,5465,45,1266,31303,31511,70.52
2015-01-12 08:00:00+01:00,8974,7140,417,5464,157,1237,34166,34046,75.72
2015-01-12 09:00:00+01:00,9546,7148,411,5465,1104,1205,34902,34876,81.92
2015-01-12 10:00:00+01:00,9728,7214,415,5464,2190,1196,35302,35093,85.63
2015-01-12 11:00:00+01:00,9668,7290,421,5469,3012,1146,34926,34588,86.76
2015-01-12 12:00:00+01:00,9752,7311,425,5466,3262,1170,34461,34347,82.78
2015-01-12 13:00:00+01:00,9860,7419,431,5468,3208,1210,34077,34146,76.7
2015-01-12 14:00:00+01:00,9443,7389,433,5467,3027,1034,32951,32884,74.35
2015-01-12 15:00:00+01:00,9672,7403,424,5467,2630,924,32532,32422,73.6
2015-01-12 16:00:00+01:00,10336,7443,423,5468,1615,905,32380,32502,74.74
2015-01-12 17:00:00+01:00,11171,7430,421,5469,422,1091,33392,33509,76.34
2015-01-12 18:00:00+01:00,12227,7369,422,5470,86,1110,36018,35896,84.23
2015-01-12 19:00:00+01:00,12415,7374,420,5471,63,1051,36757,36615,87.72
2015-01-12 20:00:00+01:00,12532,7372,419,5471,56,1175,36901,36704,86.54
2015-01-12 21:00:00+01:00,12693,7372,432,5471,44,1430,35903,35823,81.3
2015-01-12 22:00:00+01:00,10741,7369,435,5472,42,1631,32853,32932,69.06
2015-01-12 23:00:00+01:00,9445,7273,434,5473,42,1729,29696,29695,62.43
2015-01-13 00:00:00+01:00,4338,6070,275,7104,32,8027,28161,28033,55.61
2015-01-13 01:00:00+01:00,4087,5834,270,7102,32,7668,25814,25750,52.54
2015-01-13 02:00:00+01:00,4091,5456,270,7103,32,7337,24609,24517,50.97
2015-01-13 03:00:00+01:00,4062,5421,270,7103,32,6970,24062,23911,49.57
2015-01-13 04:00:00+01:00,3893,5325,274,7102,32,6966,23903,23876,48.74
2015-01-13 05:00:00+01:00,4020,5466,274,7103,32,6890,24462,24445,49.56
2015-01-13 06:00:00+01:00,4233,5735,277,7104,32,6853,27029,27027,53.96
2015-01-13 07:00:00+01:00,4919,6706,288,7102,37,6849,31669,31924,65.89
2015-01-13 08:00:00+01:00,5981,7228,334,7102,56,6964,35277,35351,73.97
2015-01-13 09:00:00+01:00,5959,7103,335,7101,516,6922,36330,36288,78.25
2015-01-13 10:00:00+01:00,5995,7075,338,7101,1475,6320,36982,36612,83.44
2015-01-13 11:00:00+01:00,5992,6823,335,7102,2284,5670,36787,36296,81.74
2015-01-13 12:00:00+01:00,5882,6933,349,7101,2857,5901,36279,35645,78.22
2015-01-13 13:00:00+01:00,5626,7080,353,7099,3217,6300,35781,35172,74.18
2015-01-13 14:00:00+01:00,5445,7024,350,7099,3253,6635,34485,33895,69.45
2015-01-13 15:00:00+01:00,5399,7030,349,7098,3084,6481,33826,33283,69.58
2015-01-13 16:00:00+01:00,5903,7022,358,7098,2475,6184,33745,33030,72.97
2015-01-13 17:00:00+01:00,7059,7085,361,7097,1187,5758,34067,33542,75.59
2015-01-13 18:00:00+01:00,8464,7068,359,7098,303,5607,36388,35944,86.26
2015-01-13 19:00:00+01:00,8877,7241,350,7098,98,5656,37797,37553,88.57
2015-01-13 20:00:00+01:00,9161,7257,350,7098,80,5789,37691,37604,87.32
2015-01-13 21:00:00+01:00,9945,7274,345,7097,44,5689,36952,36831,80.78
2015-01-13 22:00:00+01:00,9364,7231,350,7099,44,5676,34327,33972,77.41
2015-01-13 23:00:00+01:00,6989,7192,346,7099,35,5925,31228,30733,67
2015-01-14 00:00:00+01:00,5673,6948,287,7098,28,6174,28401,28057,60.23
2015-01-14 01:00:00+01:00,4462,6121,282,7099,28,6637,25944,25764,54.69
2015-01-14 02:00:00+01:00,4247,5281,283,7100,27,6808,24597,24495,53.88
2015-01-14 03:00:00+01:00,4314,5202,283,7099,27,6744,24158,23887,53.19
2015-01-14 04:00:00+01:00,4325,5267,280,7098,27,6780,24076,23892,52.57
2015-01-14 05:00:00+01:00,4519,5587,277,7098,27,6224,24612,24438,57.13
2015-01-14 06:00:00+01:00,4877,6404,281,7096,27,5424,27154,27040,70.06
2015-01-14 07:00:00+01:00,5742,7072,324,7097,32,4958,32225,31798,76.53
2015-01-14 08:00:00+01:00,6583,7498,343,7097,39,4773,35671,35150,83.97
2015-01-14 09:00:00+01:00,6658,7571,345,7097,411,4645,36366,35953,92.24
2015-01-14 10:00:00+01:00,6920,7581,347,7098,1258,4425,36501,36439,97.95
